,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ALALAY,inmunoprevenibles,hepatitis viral,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAURES,inmunoprevenibles,hepatitis viral,2014-01-01,0,0,0,2,1,2,0,0,0,0,0,0,1,4,5
CAMIRI,inmunoprevenibles,hepatitis viral,2014-01-01,0,0,0,0,2,1,0,0,1,0,0,0,3,1,4
CARACOLLO,inmunoprevenibles,hepatitis viral,2014-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
CARAPARI,inmunoprevenibles,hepatitis viral,2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),inmunoprevenibles,hepatitis viral,2014-01-01,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2
COBIJA,inmunoprevenibles,hepatitis viral,2014-01-01,0,0,0,0,4,0,1,1,0,0,0,0,5,1,6
COCHABAMBA,inmunoprevenibles,hepatitis viral,2014-01-01,1,0,12,9,5,9,8,2,6,4,2,1,34,25,59
COTOCA,inmunoprevenibles,hepatitis viral,2014-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
EL ALTO,inmunoprevenibles,hepatitis viral,2014-01-01,1,0,14,18,15,11,3,1,0,1,0,0,33,31,64
EL TORNO,inmunoprevenibles,hepatitis viral,2014-01-01,2,0,1,2,1,0,1,0,0,0,0,0,5,2,7
GUAYARAMERIN,inmunoprevenibles,hepatitis viral,2014-01-01,0,0,0,0,4,2,2,0,0,2,0,0,6,4,10
HUANUNI,inmunoprevenibles,hepatitis viral,2014-01-01,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2
LA PAZ,inmunoprevenibles,hepatitis viral,2014-01-01,1,0,7,10,4,7,6,6,1,5,0,1,19,29,48
MAGDALENA,inmunoprevenibles,hepatitis viral,2014-01-01,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2
MAPIRI,inmunoprevenibles,hepatitis viral,2014-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
MIZQUE,inmunoprevenibles,hepatitis viral,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORURO,inmunoprevenibles,hepatitis viral,2014-01-01,0,0,3,2,0,3,2,2,0,2,1,0,6,9,15
POTOSI,inmunoprevenibles,hepatitis viral,2014-01-01,0,0,1,1,4,1,1,0,1,1,0,0,7,3,10
PUERTO SUAREZ,inmunoprevenibles,hepatitis viral,2014-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
QUILLACOLLO,inmunoprevenibles,hepatitis viral,2014-01-01,0,0,2,2,4,0,0,0,0,0,0,0,6,2,8
REYES,inmunoprevenibles,hepatitis viral,2014-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
