,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 meses a menor de 1 año,b. 6 meses a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
CLIZA,sospecha diagnostica,otras meningitis,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COCHABAMBA,sospecha diagnostica,otras meningitis,2022-01-01,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,3,2,5
EL TORNO,sospecha diagnostica,otras meningitis,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
LA PAZ,sospecha diagnostica,otras meningitis,2022-01-01,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,0,3,5,8
MONTEAGUDO,sospecha diagnostica,otras meningitis,2022-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ORURO,sospecha diagnostica,otras meningitis,2022-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,otras meningitis,2022-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SUCRE,sospecha diagnostica,otras meningitis,2022-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TIQUIPAYA,sospecha diagnostica,otras meningitis,2022-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TOLEDO,sospecha diagnostica,otras meningitis,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
COCHABAMBA,sospecha diagnostica,otras meningitis,2022-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,2,3,5
EL ALTO,sospecha diagnostica,otras meningitis,2022-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LA PAZ,sospecha diagnostica,otras meningitis,2022-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ORURO,sospecha diagnostica,otras meningitis,2022-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,otras meningitis,2022-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,3
SUCRE,sospecha diagnostica,otras meningitis,2022-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COCHABAMBA,sospecha diagnostica,otras meningitis,2022-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,3,4
EL TORNO,sospecha diagnostica,otras meningitis,2022-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
ENTRE RIOS CBBA,sospecha diagnostica,otras meningitis,2022-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
LA PAZ,sospecha diagnostica,otras meningitis,2022-03-01,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3
ORURO,sospecha diagnostica,otras meningitis,2022-03-01,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,5
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,otras meningitis,2022-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VINTO,sospecha diagnostica,otras meningitis,2022-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
YACUIBA,sospecha diagnostica,otras meningitis,2022-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
COCHABAMBA,sospecha diagnostica,otras meningitis,2022-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
EL ALTO,sospecha diagnostica,otras meningitis,2022-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2
GUAQUI,sospecha diagnostica,otras meningitis,2022-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LA PAZ,sospecha diagnostica,otras meningitis,2022-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MOCOMOCO,sospecha diagnostica,otras meningitis,2022-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MOJOCOYA,sospecha diagnostica,otras meningitis,2022-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ORURO,sospecha diagnostica,otras meningitis,2022-04-01,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3
TRINIDAD,sospecha diagnostica,otras meningitis,2022-04-01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
VILLA TUNARI,sospecha diagnostica,otras meningitis,2022-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COCHABAMBA,sospecha diagnostica,otras meningitis,2022-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL ALTO,sospecha diagnostica,otras meningitis,2022-05-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LA PAZ,sospecha diagnostica,otras meningitis,2022-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2
POTOSI,sospecha diagnostica,otras meningitis,2022-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TINGUIPAYA,sospecha diagnostica,otras meningitis,2022-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TRINIDAD,sospecha diagnostica,otras meningitis,2022-05-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,sospecha diagnostica,otras meningitis,2022-06-01,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,3
LA PAZ,sospecha diagnostica,otras meningitis,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ORURO,sospecha diagnostica,otras meningitis,2022-06-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,otras meningitis,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SUCRE,sospecha diagnostica,otras meningitis,2022-06-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2
TOTORA(CBBA),sospecha diagnostica,otras meningitis,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
VILLA TUNARI,sospecha diagnostica,otras meningitis,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COCHABAMBA,sospecha diagnostica,otras meningitis,2022-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2
LA PAZ,sospecha diagnostica,otras meningitis,2022-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,3,2,5
MONTERO,sospecha diagnostica,otras meningitis,2022-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3
ORURO,sospecha diagnostica,otras meningitis,2022-07-01,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,3,4
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,otras meningitis,2022-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
COCHABAMBA,sospecha diagnostica,otras meningitis,2022-08-01,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,2,4,4,8
LA PAZ,sospecha diagnostica,otras meningitis,2022-08-01,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,1,1,5,2,7
MONTERO,sospecha diagnostica,otras meningitis,2022-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3
QUILLACOLLO,sospecha diagnostica,otras meningitis,2022-08-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
RIBERALTA,sospecha diagnostica,otras meningitis,2022-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,otras meningitis,2022-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
SUCRE,sospecha diagnostica,otras meningitis,2022-08-01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2
COCHABAMBA,sospecha diagnostica,otras meningitis,2022-09-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
LA PAZ,sospecha diagnostica,otras meningitis,2022-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2
MONTERO,sospecha diagnostica,otras meningitis,2022-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
ORURO,sospecha diagnostica,otras meningitis,2022-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO VILLARROEL,sospecha diagnostica,otras meningitis,2022-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN BUENA VENTURA,sospecha diagnostica,otras meningitis,2022-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
TRINIDAD,sospecha diagnostica,otras meningitis,2022-09-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,sospecha diagnostica,otras meningitis,2022-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2
EL ALTO,sospecha diagnostica,otras meningitis,2022-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GUTIERREZ,sospecha diagnostica,otras meningitis,2022-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LA PAZ,sospecha diagnostica,otras meningitis,2022-10-01,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,4
ORURO,sospecha diagnostica,otras meningitis,2022-10-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,otras meningitis,2022-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SUCRE,sospecha diagnostica,otras meningitis,2022-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
