,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 meses a menor de 1 año,b. 6 meses a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
PALOS BLANCOS,sospecha diagnostica,leptospirosis,2022-01-01,0,0,0,0,0,0,0,0,0,1,0,2,2,5,0,0,0,1,1,1,3,10,13
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2
BERMEJO,sospecha diagnostica,leptospirosis,2022-02-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
CARAPARI,sospecha diagnostica,leptospirosis,2022-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PALOS BLANCOS,sospecha diagnostica,leptospirosis,2022-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,5,1,6
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2022-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TRINIDAD,sospecha diagnostica,leptospirosis,2022-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
YACUIBA,sospecha diagnostica,leptospirosis,2022-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PALOS BLANCOS,sospecha diagnostica,leptospirosis,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,3
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2022-03-01,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,1,0,5,2,7
TARIJA,sospecha diagnostica,leptospirosis,2022-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PALOS BLANCOS,sospecha diagnostica,leptospirosis,2022-04-01,0,0,0,0,0,0,1,0,0,3,1,2,3,4,5,8,4,3,4,2,18,22,40
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2022-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CARANAVI,sospecha diagnostica,leptospirosis,2022-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
EL ALTO,sospecha diagnostica,leptospirosis,2022-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2
PALOS BLANCOS,sospecha diagnostica,leptospirosis,2022-05-01,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,1,5,2,7
RURRENABAQUE,sospecha diagnostica,leptospirosis,2022-05-01,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,1,4,5
SAN PEDRO,sospecha diagnostica,leptospirosis,2022-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SUCRE,sospecha diagnostica,leptospirosis,2022-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CARAPARI,sospecha diagnostica,leptospirosis,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PALOS BLANCOS,sospecha diagnostica,leptospirosis,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,3
RURRENABAQUE,sospecha diagnostica,leptospirosis,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1,0,0,3,4,7
SAN BUENA VENTURA,sospecha diagnostica,leptospirosis,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,19,0,2,0,0,0,1,0,22,0,22
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,0,1,0,6,2,8
CARANAVI,sospecha diagnostica,leptospirosis,2022-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CARAPARI,sospecha diagnostica,leptospirosis,2022-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PALOS BLANCOS,sospecha diagnostica,leptospirosis,2022-07-01,0,0,0,0,0,0,1,1,2,1,1,2,1,3,0,1,0,1,0,0,5,9,14
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2022-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TEOPONTE,sospecha diagnostica,leptospirosis,2022-07-01,0,0,0,0,0,0,0,0,1,0,3,1,27,5,2,0,3,1,0,2,36,9,45
TRINIDAD,sospecha diagnostica,leptospirosis,2022-07-01,0,0,0,0,0,0,0,0,2,0,0,0,4,4,0,0,0,0,1,1,7,5,12
VILLA TUNARI,sospecha diagnostica,leptospirosis,2022-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
YACUIBA,sospecha diagnostica,leptospirosis,2022-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
YAPACANI,sospecha diagnostica,leptospirosis,2022-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
COBIJA,sospecha diagnostica,leptospirosis,2022-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PALOS BLANCOS,sospecha diagnostica,leptospirosis,2022-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,2,3,5
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2022-08-01,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,1,0,5,1,6
TARIJA,sospecha diagnostica,leptospirosis,2022-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
YACUIBA,sospecha diagnostica,leptospirosis,2022-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2
CARAPARI,sospecha diagnostica,leptospirosis,2022-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
COBIJA,sospecha diagnostica,leptospirosis,2022-09-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2
MONTERO,sospecha diagnostica,leptospirosis,2022-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2022-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,3
CARANAVI,sospecha diagnostica,leptospirosis,2022-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2
COCHABAMBA,sospecha diagnostica,leptospirosis,2022-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PALOS BLANCOS,sospecha diagnostica,leptospirosis,2022-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,4,2,6
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2022-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,1,1,6,2,8
YACUIBA,sospecha diagnostica,leptospirosis,2022-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2
APOLO,sospecha diagnostica,leptospirosis,2022-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
BERMEJO,sospecha diagnostica,leptospirosis,2022-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CARANAVI,sospecha diagnostica,leptospirosis,2022-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LA GUARDIA,sospecha diagnostica,leptospirosis,2022-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MONTERO,sospecha diagnostica,leptospirosis,2022-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
PALOS BLANCOS,sospecha diagnostica,leptospirosis,2022-11-01,0,0,1,0,0,0,1,0,6,3,1,1,16,31,6,12,2,7,4,2,37,56,93
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2022-11-01,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,1,0,6,0,6
TARIJA,sospecha diagnostica,leptospirosis,2022-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
VALLEGRANDE,sospecha diagnostica,leptospirosis,2022-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
YACUIBA,sospecha diagnostica,leptospirosis,2022-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2
YAPACANI,sospecha diagnostica,leptospirosis,2022-11-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
COBIJA,sospecha diagnostica,leptospirosis,2022-12-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MACHARETI,sospecha diagnostica,leptospirosis,2022-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ORURO,sospecha diagnostica,leptospirosis,2022-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
PALOS BLANCOS,sospecha diagnostica,leptospirosis,2022-12-01,0,0,0,0,0,0,0,0,0,0,1,0,2,6,0,1,0,0,2,0,5,7,12
SAN ANDRES,sospecha diagnostica,leptospirosis,2022-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,2,3,5
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2022-12-01,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,2,5
TEOPONTE,sospecha diagnostica,leptospirosis,2022-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
YAPACANI,sospecha diagnostica,leptospirosis,2022-12-01,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,5,1,6
