,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,DENTRO,FUERA,TOTAL
municipality,,,,,,
CHARAGUA,mortalidad materna,muerte materna confirmada,2018-01-01,1,0,1
SAN LORENZO(TJA),mortalidad materna,muerte materna confirmada,2018-01-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna confirmada,2018-01-01,1,0,1
TINGUIPAYA,mortalidad materna,muerte materna confirmada,2018-01-01,0,1,1
ZUDAÑEZ,mortalidad materna,muerte materna confirmada,2018-01-01,0,1,1
CKOCHAS,mortalidad materna,muerte materna confirmada,2018-02-01,0,1,1
EL ALTO,mortalidad materna,muerte materna confirmada,2018-02-01,1,1,2
EL CHORO,mortalidad materna,muerte materna confirmada,2018-02-01,0,1,1
LA PAZ,mortalidad materna,muerte materna confirmada,2018-02-01,4,0,4
ORURO,mortalidad materna,muerte materna confirmada,2018-02-01,0,1,1
RIBERALTA,mortalidad materna,muerte materna confirmada,2018-02-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna confirmada,2018-02-01,4,1,5
SUCRE,mortalidad materna,muerte materna confirmada,2018-02-01,1,0,1
TRINIDAD,mortalidad materna,muerte materna confirmada,2018-02-01,1,0,1
COCHABAMBA,mortalidad materna,muerte materna confirmada,2018-03-01,3,0,3
ORURO,mortalidad materna,muerte materna confirmada,2018-03-01,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna confirmada,2018-03-01,2,1,3
CKOCHAS,mortalidad materna,muerte materna confirmada,2018-04-01,0,1,1
COCHABAMBA,mortalidad materna,muerte materna confirmada,2018-04-01,2,0,2
EL ALTO,mortalidad materna,muerte materna confirmada,2018-04-01,1,0,1
ORURO,mortalidad materna,muerte materna confirmada,2018-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna confirmada,2018-04-01,5,0,5
TRINIDAD,mortalidad materna,muerte materna confirmada,2018-04-01,1,0,1
VILLA TUNARI,mortalidad materna,muerte materna confirmada,2018-04-01,1,0,1
CAMARGO,mortalidad materna,muerte materna confirmada,2018-05-01,0,1,1
COCHABAMBA,mortalidad materna,muerte materna confirmada,2018-05-01,1,0,1
CORO CORO,mortalidad materna,muerte materna confirmada,2018-05-01,0,1,1
COROICO,mortalidad materna,muerte materna confirmada,2018-05-01,1,0,1
EL ALTO,mortalidad materna,muerte materna confirmada,2018-05-01,2,0,2
GUAYARAMERIN,mortalidad materna,muerte materna confirmada,2018-05-01,1,0,1
LA PAZ,mortalidad materna,muerte materna confirmada,2018-05-01,2,0,2
ORURO,mortalidad materna,muerte materna confirmada,2018-05-01,1,0,1
RURRENABAQUE,mortalidad materna,muerte materna confirmada,2018-05-01,1,0,1
SAN IGNACIO DE VELASCO,mortalidad materna,muerte materna confirmada,2018-05-01,2,0,2
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna confirmada,2018-05-01,4,0,4
SUCRE,mortalidad materna,muerte materna confirmada,2018-05-01,2,0,2
TRINIDAD,mortalidad materna,muerte materna confirmada,2018-05-01,2,1,3
MIZQUE,mortalidad materna,muerte materna confirmada,2018-06-01,1,0,1
POTOSI,mortalidad materna,muerte materna confirmada,2018-06-01,3,0,3
SAN PEDRO DE BUENA VISTA,mortalidad materna,muerte materna confirmada,2018-06-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna confirmada,2018-06-01,1,0,1
COCHABAMBA,mortalidad materna,muerte materna confirmada,2018-07-01,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),mortalidad materna,muerte materna confirmada,2018-07-01,0,1,1
LA PAZ,mortalidad materna,muerte materna confirmada,2018-07-01,1,0,1
POROMA,mortalidad materna,muerte materna confirmada,2018-07-01,0,1,1
SACABA,mortalidad materna,muerte materna confirmada,2018-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna confirmada,2018-07-01,2,0,2
VILLA NUEVA (LOMA ALTA),mortalidad materna,muerte materna confirmada,2018-07-01,1,0,1
COCHABAMBA,mortalidad materna,muerte materna confirmada,2018-08-01,1,0,1
EL ALTO,mortalidad materna,muerte materna confirmada,2018-08-01,1,0,1
MONTEAGUDO,mortalidad materna,muerte materna confirmada,2018-08-01,1,0,1
POTOSI,mortalidad materna,muerte materna confirmada,2018-08-01,2,0,2
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna confirmada,2018-08-01,4,0,4
SUCRE,mortalidad materna,muerte materna confirmada,2018-08-01,1,0,1
TRINIDAD,mortalidad materna,muerte materna confirmada,2018-08-01,1,0,1
VINTO,mortalidad materna,muerte materna confirmada,2018-08-01,0,1,1
COCHABAMBA,mortalidad materna,muerte materna confirmada,2018-09-01,1,0,1
MAIRANA,mortalidad materna,muerte materna confirmada,2018-09-01,0,1,1
ORURO,mortalidad materna,muerte materna confirmada,2018-09-01,1,0,1
POTOSI,mortalidad materna,muerte materna confirmada,2018-09-01,1,0,1
PUCARANI,mortalidad materna,muerte materna confirmada,2018-09-01,0,1,1
SAN PEDRO DE BUENA VISTA,mortalidad materna,muerte materna confirmada,2018-09-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna confirmada,2018-09-01,1,0,1
VILLA NUEVA (LOMA ALTA),mortalidad materna,muerte materna confirmada,2018-09-01,1,0,1
PALOS BLANCOS,mortalidad materna,muerte materna confirmada,2018-10-01,0,1,1
PATACAMAYA,mortalidad materna,muerte materna confirmada,2018-10-01,0,2,2
PELECHUCO,mortalidad materna,muerte materna confirmada,2018-10-01,0,1,1
POTOSI,mortalidad materna,muerte materna confirmada,2018-10-01,1,0,1
SUCRE,mortalidad materna,muerte materna confirmada,2018-10-01,0,1,1
VILLA TUNARI,mortalidad materna,muerte materna confirmada,2018-10-01,0,1,1
VILLAZON,mortalidad materna,muerte materna confirmada,2018-10-01,0,1,1
AIQUILE,mortalidad materna,muerte materna confirmada,2018-11-01,0,1,1
APOLO,mortalidad materna,muerte materna confirmada,2018-11-01,0,1,1
COCHABAMBA,mortalidad materna,muerte materna confirmada,2018-11-01,2,1,3
POTOSI,mortalidad materna,muerte materna confirmada,2018-11-01,1,0,1
SACACA,mortalidad materna,muerte materna confirmada,2018-11-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna confirmada,2018-11-01,1,0,1
SUCRE,mortalidad materna,muerte materna confirmada,2018-11-01,1,0,1
ACHACACHI,mortalidad materna,muerte materna confirmada,2018-12-01,0,1,1
APOLO,mortalidad materna,muerte materna confirmada,2018-12-01,0,1,1
CAQUIAVIRI,mortalidad materna,muerte materna confirmada,2018-12-01,0,1,1
COCAPATA,mortalidad materna,muerte materna confirmada,2018-12-01,0,1,1
COPACABANA,mortalidad materna,muerte materna confirmada,2018-12-01,0,1,1
EL ALTO,mortalidad materna,muerte materna confirmada,2018-12-01,6,0,6
LA PAZ,mortalidad materna,muerte materna confirmada,2018-12-01,3,0,3
MOROCHATA,mortalidad materna,muerte materna confirmada,2018-12-01,0,1,1
POROMA,mortalidad materna,muerte materna confirmada,2018-12-01,0,1,1
POTOSI,mortalidad materna,muerte materna confirmada,2018-12-01,1,0,1
SAN LUCAS,mortalidad materna,muerte materna confirmada,2018-12-01,0,1,1
TAPACARI,mortalidad materna,muerte materna confirmada,2018-12-01,0,1,1
TEOPONTE,mortalidad materna,muerte materna confirmada,2018-12-01,0,1,1
TRINIDAD,mortalidad materna,muerte materna confirmada,2018-12-01,2,0,2
UYUNI,mortalidad materna,muerte materna confirmada,2018-12-01,1,1,2
