,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,DENTRO,FUERA,TOTAL
municipality,,,,,,
CHARAGUA,mortalidad materna,muerte materna notificada,2018-01-01,1,0,1
LA PAZ,mortalidad materna,muerte materna notificada,2018-01-01,1,0,1
PELECHUCO,mortalidad materna,muerte materna notificada,2018-01-01,0,1,1
PUCARANI,mortalidad materna,muerte materna notificada,2018-01-01,0,1,1
SAN LORENZO(TJA),mortalidad materna,muerte materna notificada,2018-01-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2018-01-01,1,0,1
TINGUIPAYA,mortalidad materna,muerte materna notificada,2018-01-01,0,1,1
ZUDAÑEZ,mortalidad materna,muerte materna notificada,2018-01-01,0,1,1
CKOCHAS,mortalidad materna,muerte materna notificada,2018-02-01,0,1,1
EL ALTO,mortalidad materna,muerte materna notificada,2018-02-01,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),mortalidad materna,muerte materna notificada,2018-02-01,0,1,1
LA PAZ,mortalidad materna,muerte materna notificada,2018-02-01,4,0,4
RIBERALTA,mortalidad materna,muerte materna notificada,2018-02-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2018-02-01,4,1,5
SUCRE,mortalidad materna,muerte materna notificada,2018-02-01,1,0,1
TARIJA,mortalidad materna,muerte materna notificada,2018-02-01,1,0,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2018-03-01,3,0,3
COROICO,mortalidad materna,muerte materna notificada,2018-03-01,1,0,1
EL ALTO,mortalidad materna,muerte materna notificada,2018-03-01,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2018-03-01,2,0,2
TARIJA,mortalidad materna,muerte materna notificada,2018-03-01,0,1,1
YACUIBA,mortalidad materna,muerte materna notificada,2018-03-01,1,0,1
CKOCHAS,mortalidad materna,muerte materna notificada,2018-04-01,0,1,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2018-04-01,2,0,2
POTOSI,mortalidad materna,muerte materna notificada,2018-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2018-04-01,7,0,7
VILLA TUNARI,mortalidad materna,muerte materna notificada,2018-04-01,1,0,1
YACUIBA,mortalidad materna,muerte materna notificada,2018-04-01,1,0,1
APOLO,mortalidad materna,muerte materna notificada,2018-05-01,0,1,1
CAMARGO,mortalidad materna,muerte materna notificada,2018-05-01,0,1,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2018-05-01,1,0,1
CORO CORO,mortalidad materna,muerte materna notificada,2018-05-01,0,1,1
EL ALTO,mortalidad materna,muerte materna notificada,2018-05-01,4,0,4
LA PAZ,mortalidad materna,muerte materna notificada,2018-05-01,2,0,2
PALOS BLANCOS,mortalidad materna,muerte materna notificada,2018-05-01,0,1,1
POTOSI,mortalidad materna,muerte materna notificada,2018-05-01,2,0,2
RURRENABAQUE,mortalidad materna,muerte materna notificada,2018-05-01,1,0,1
SAN IGNACIO DE VELASCO,mortalidad materna,muerte materna notificada,2018-05-01,2,0,2
SAN PEDRO DE BUENA VISTA,mortalidad materna,muerte materna notificada,2018-05-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2018-05-01,6,0,6
SUCRE,mortalidad materna,muerte materna notificada,2018-05-01,2,0,2
VILLA NUEVA (LOMA ALTA),mortalidad materna,muerte materna notificada,2018-05-01,0,1,1
YACUIBA,mortalidad materna,muerte materna notificada,2018-05-01,1,0,1
COPACABANA,mortalidad materna,muerte materna notificada,2018-06-01,0,1,1
EL ALTO,mortalidad materna,muerte materna notificada,2018-06-01,2,0,2
MIZQUE,mortalidad materna,muerte materna notificada,2018-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2018-06-01,1,0,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2018-07-01,1,1,2
LA PAZ,mortalidad materna,muerte materna notificada,2018-07-01,1,0,1
PATACAMAYA,mortalidad materna,muerte materna notificada,2018-07-01,0,1,1
POROMA,mortalidad materna,muerte materna notificada,2018-07-01,0,1,1
POTOSI,mortalidad materna,muerte materna notificada,2018-07-01,3,0,3
SACABA,mortalidad materna,muerte materna notificada,2018-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2018-07-01,2,0,2
COCHABAMBA,mortalidad materna,muerte materna notificada,2018-08-01,1,0,1
MONTEAGUDO,mortalidad materna,muerte materna notificada,2018-08-01,1,0,1
PATACAMAYA,mortalidad materna,muerte materna notificada,2018-08-01,0,1,1
PUERTO GONZALO MORENO,mortalidad materna,muerte materna notificada,2018-08-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2018-08-01,4,0,4
SUCRE,mortalidad materna,muerte materna notificada,2018-08-01,1,0,1
TARIJA,mortalidad materna,muerte materna notificada,2018-08-01,1,0,1
VINTO,mortalidad materna,muerte materna notificada,2018-08-01,0,1,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2018-09-01,1,0,1
EL ALTO,mortalidad materna,muerte materna notificada,2018-09-01,2,0,2
MAIRANA,mortalidad materna,muerte materna notificada,2018-09-01,0,1,1
POTOSI,mortalidad materna,muerte materna notificada,2018-09-01,1,0,1
SAN PEDRO DE BUENA VISTA,mortalidad materna,muerte materna notificada,2018-09-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2018-09-01,1,0,1
LA PAZ,mortalidad materna,muerte materna notificada,2018-10-01,1,0,1
SACACA,mortalidad materna,muerte materna notificada,2018-10-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2018-10-01,1,0,1
SUCRE,mortalidad materna,muerte materna notificada,2018-10-01,0,1,1
VILLA TUNARI,mortalidad materna,muerte materna notificada,2018-10-01,0,1,1
VILLAZON,mortalidad materna,muerte materna notificada,2018-10-01,0,1,1
AIQUILE,mortalidad materna,muerte materna notificada,2018-11-01,0,1,1
APOLO,mortalidad materna,muerte materna notificada,2018-11-01,0,1,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2018-11-01,2,1,3
ENTRE RIOS TRJ,mortalidad materna,muerte materna notificada,2018-11-01,0,1,1
LA PAZ,mortalidad materna,muerte materna notificada,2018-11-01,1,0,1
POTOSI,mortalidad materna,muerte materna notificada,2018-11-01,2,0,2
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2018-11-01,2,0,2
SUCRE,mortalidad materna,muerte materna notificada,2018-11-01,1,0,1
UYUNI,mortalidad materna,muerte materna notificada,2018-11-01,1,0,1
ACHACACHI,mortalidad materna,muerte materna notificada,2018-12-01,0,1,1
CAQUIAVIRI,mortalidad materna,muerte materna notificada,2018-12-01,0,1,1
COBIJA,mortalidad materna,muerte materna notificada,2018-12-01,2,0,2
COCAPATA,mortalidad materna,muerte materna notificada,2018-12-01,0,1,1
EL ALTO,mortalidad materna,muerte materna notificada,2018-12-01,1,0,1
LA PAZ,mortalidad materna,muerte materna notificada,2018-12-01,1,0,1
MOROCHATA,mortalidad materna,muerte materna notificada,2018-12-01,0,1,1
POROMA,mortalidad materna,muerte materna notificada,2018-12-01,0,1,1
SAN LUCAS,mortalidad materna,muerte materna notificada,2018-12-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2018-12-01,1,0,1
TAPACARI,mortalidad materna,muerte materna notificada,2018-12-01,0,1,1
TEOPONTE,mortalidad materna,muerte materna notificada,2018-12-01,0,1,1
UYUNI,mortalidad materna,muerte materna notificada,2018-12-01,0,1,1
