,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
AIQUILE,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2011-01-01,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
ASCENCION DE GUARAYOS,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2011-01-01,0,0,0,0,0,0,1,0,3,0,0,0,4,0,4
CAMIRI,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2011-01-01,5,3,4,8,5,1,0,4,3,8,3,0,20,24,44
CARMEN RIVERO TORREZ,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2011-01-01,0,0,0,1,0,0,0,1,0,2,0,0,0,4,4
CLIZA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2011-01-01,1,0,0,0,0,0,0,0,2,0,0,0,3,0,3
COBIJA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2011-01-01,0,0,0,0,0,2,1,0,4,1,1,0,6,3,9
COCHABAMBA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2011-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
COLCAPIRHUA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2011-01-01,0,0,2,1,1,0,3,2,3,6,3,1,12,10,22
COLPA BELGICA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2011-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
COROICO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2011-01-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
COTOCA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2011-01-01,0,0,0,0,0,0,1,1,2,1,0,0,3,2,5
CUATRO CAÑADAS,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2011-01-01,0,0,0,0,1,0,0,2,0,1,1,1,2,4,6
EL ALTO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2011-01-01,0,0,1,0,0,1,0,1,0,3,2,0,3,5,8
EL TORNO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2011-01-01,0,0,0,0,2,0,2,1,0,6,1,0,5,7,12
ENTRE RIOS CBBA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2011-01-01,0,0,0,0,0,0,1,0,4,1,1,0,6,1,7
FERNANDEZ ALONSO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2011-01-01,0,0,1,0,0,3,0,0,0,1,0,0,1,4,5
LA GUARDIA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2011-01-01,0,0,0,0,4,2,0,4,3,6,1,1,8,13,21
