,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
ASCENCION DE GUARAYOS,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-01-01,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,3,5,8
CAPINOTA,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COBIJA,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
COCHABAMBA,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
CONCEPCION,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-01-01,0,0,0,0,0,0,0,1,1,0,2,0,5,1,0,0,0,0,0,0,8,2,10
EL PUENTE(STC),"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2
GUAYARAMERIN,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,3,0,0,0,7,2,9
LLALLAGUA,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,3
MONTEAGUDO,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
MONTERO,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-01-01,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,0,4
PORCO,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,2,4
POTOSI,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,35,2,12,0,7,0,0,1,54,3,57
SAN CARLOS,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-01-01,0,0,0,0,0,0,2,2,0,1,2,0,3,2,3,0,0,1,0,0,10,6,16
SAN JULIAN,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-01-01,0,0,0,0,0,0,0,0,0,1,3,1,11,7,2,6,1,0,2,3,19,18,37
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-01-01,0,0,0,0,0,0,0,3,0,1,0,1,5,1,1,3,3,1,3,1,12,11,23
SANTA ROSA DEL SARA,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
SUCRE,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
WARNES,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,1,3
YAPACANI,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
AIQUILE,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ASCENCION DE GUARAYOS,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-02-01,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,1,0,6,1,7
CAMIRI,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,3
CARANAVI,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CONCEPCION,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,3,1,4
EL ALTO,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-02-01,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,1,1,0,0,6,2,8
ENTRE RIOS CBBA,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
GUAYARAMERIN,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-02-01,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,3
LA PAZ,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,3
MAIRANA,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,4,2,6
MONTERO,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,4,0,4
POROMA,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
POTOSI,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,39,3,8,2,6,0,0,0,53,5,58
RURRENABAQUE,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2
SAN CARLOS,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-02-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN IGNACIO DE VELASCO,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
SAN JAVIER(STC),"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN JOAQUIN,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
SAN JULIAN,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-02-01,0,0,0,0,0,0,0,0,0,0,4,1,6,6,5,3,3,1,1,0,19,11,30
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-02-01,0,0,0,0,0,0,0,1,0,1,1,1,11,3,6,1,2,1,1,0,21,8,29
TARIJA,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-02-01,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,5,1,6
WARNES,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,3,4
YAPACANI,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
ASCENCION DE GUARAYOS,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-03-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,1,0,0,7,1,8
COLQUIRI,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,2,0,0,0,11,0,11
CONCEPCION,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,3
CUATRO CAÑADAS,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
EL ALTO,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,5,1,6
EL PUENTE(STC),"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
EL TORNO,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ENTRE RIOS CBBA,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
GUAYARAMERIN,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,6,0,6
HUANUNI,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
JESUS DE MACHACA,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LA PAZ,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,1,3,1,5,0,0,0,2,0,10,2,12
MAIRANA,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,4,1,5
MONTERO,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,1,0,0,7,1,8
OKINAWA,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ORURO,"violencia, hechos de transito y accidentes",numero de casos presentados por accidentes laborales,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,1,0,1,0,17,0,17
