,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
ACACIO,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ANCORAIMES,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
ARBIETO,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
AYATA,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,1,4
AYOPAYA (V. DE INDEPENDENCIA),"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BATALLAS,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BERMEJO,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,1,0,0,0,1,2,10,12
BETANZOS,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,2,2,5,7
"CAIZA ""D""","violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
CAMARGO,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,1,1,4,4,8
CAPINOTA,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,3
CARANAVI,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,1,0,0,0,3,4,2,2,1,1,1,0,8,7,15
CARAPARI,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
CHIMORE,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,0,0,0,1,1,8,9
CLIZA,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,2,3
COCHABAMBA,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,2,4,10,8,4,3,1,1,2,0,19,16,35
COLOMI,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
COPACABANA,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CORIPATA,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,1,3
COROICO,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,0,0,4,2,6
COTOCA,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,3
CULPINA,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
EL ALTO,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,1,2,0,1,1,2,0,8,22,11,1,0,0,0,1,0,26,24,50
ENTRE RIOS CBBA,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
ESCOMA,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
GUANAY,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
HUACAYA (VILLA DE HUACAYA),"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
INCAHUASI,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,2,3,5
IRUPANA (VILLA DE LANZA),"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
IXIAMAS,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
LA ASUNTA,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,1,5,6
LA PAZ,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,1,0,0,0,2,1,0,0,0,0,4,2,7,3,6,1,1,0,0,0,21,7,28
MAIRANA,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
MIZQUE,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2,3
MOCOMOCO,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
MOJOCOYA,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
MONTERO,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,1,1,1,7,0,2,4,0,1,0,0,0,0,1,0,0,0,0,0,11,7,18
OCURI,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,2,3,5
ORURO,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,1,1,0,0,5,6,11
PALOS BLANCOS,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,3
PATACAMAYA,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,4,4
POROMA,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POTOSI,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
PRESTO,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUNATA,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,3,4
QUILLACOLLO,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
RAQAYPAMPA(ETA),"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
RIBERALTA,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,5,1,6
SACABA,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN BENITO,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN BORJA,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,3
SAN BUENA VENTURA,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN IGNACIO DE VELASCO,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,2,4
SANTA ANA,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,1,8,1,3,1,0,0,0,0,11,3,14
SANTA ROSA DEL SARA,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
SIPE SIPE,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SORATA,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SUCRE,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas,2024-01-01,0,0,0,0,0,0,0,0,0,1,1,0,10,1,0,0,1,0,0,0,12,2,14
