,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
LA PAZ,tuberculosis y lepra,rafa reacciones adversas (leves y moderadas),2008-01-01,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,rafa reacciones adversas (leves y moderadas),2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHARAGUA,tuberculosis y lepra,rafa reacciones adversas (leves y moderadas),2008-02-01,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2
EL ALTO,tuberculosis y lepra,rafa reacciones adversas (leves y moderadas),2008-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,rafa reacciones adversas (leves y moderadas),2008-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARABUCO,tuberculosis y lepra,rafa reacciones adversas (leves y moderadas),2008-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TEOPONTE,tuberculosis y lepra,rafa reacciones adversas (leves y moderadas),2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ANZALDO,tuberculosis y lepra,rafa reacciones adversas (leves y moderadas),2008-03-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
BERMEJO,tuberculosis y lepra,rafa reacciones adversas (leves y moderadas),2008-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CHUMA,tuberculosis y lepra,rafa reacciones adversas (leves y moderadas),2008-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
ENTRE RIOS,tuberculosis y lepra,rafa reacciones adversas (leves y moderadas),2008-03-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
LA PAZ,tuberculosis y lepra,rafa reacciones adversas (leves y moderadas),2008-03-01,0,0,0,0,0,0,1,0,6,3,1,0,8,3,11
ORURO,tuberculosis y lepra,rafa reacciones adversas (leves y moderadas),2008-03-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
POTOSI,tuberculosis y lepra,rafa reacciones adversas (leves y moderadas),2008-03-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,rafa reacciones adversas (leves y moderadas),2008-03-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,rafa reacciones adversas (leves y moderadas),2008-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOLO,tuberculosis y lepra,rafa reacciones adversas (leves y moderadas),2008-04-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
BERMEJO,tuberculosis y lepra,rafa reacciones adversas (leves y moderadas),2008-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
