,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
COBIJA,tuberculosis y lepra,lepra paucibacilar*,2008-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
INGAVI (HUMAITA),tuberculosis y lepra,lepra paucibacilar*,2008-01-01,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
PUERTO GONZALO MORENO,tuberculosis y lepra,lepra paucibacilar*,2008-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PUERTO RICO,tuberculosis y lepra,lepra paucibacilar*,2008-01-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
SAN PEDRO(PND),tuberculosis y lepra,lepra paucibacilar*,2008-01-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra paucibacilar*,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARIJA,tuberculosis y lepra,lepra paucibacilar*,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN IGNACIO,tuberculosis y lepra,lepra paucibacilar*,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra paucibacilar*,2008-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REYES,tuberculosis y lepra,lepra paucibacilar*,2008-03-01,0,0,0,0,0,0,1,0,0,1,1,0,2,1,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra paucibacilar*,2008-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REYES,tuberculosis y lepra,lepra paucibacilar*,2008-04-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra paucibacilar*,2008-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VILLA MONTES,tuberculosis y lepra,lepra paucibacilar*,2008-04-01,0,0,0,0,0,0,1,2,0,2,0,0,1,4,5
PUERTO RICO,tuberculosis y lepra,lepra paucibacilar*,2008-05-01,0,0,0,0,0,0,1,0,1,1,0,0,2,1,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra paucibacilar*,2008-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ROSA,tuberculosis y lepra,lepra paucibacilar*,2008-05-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
REYES,tuberculosis y lepra,lepra paucibacilar*,2008-06-01,0,0,0,0,0,0,0,2,1,1,0,0,1,3,4
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra paucibacilar*,2008-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARIJA,tuberculosis y lepra,lepra paucibacilar*,2008-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
RIBERALTA,tuberculosis y lepra,lepra paucibacilar*,2008-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra paucibacilar*,2008-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORURO,tuberculosis y lepra,lepra paucibacilar*,2008-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra paucibacilar*,2008-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARIJA,tuberculosis y lepra,lepra paucibacilar*,2008-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PORVENIR,tuberculosis y lepra,lepra paucibacilar*,2008-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra paucibacilar*,2008-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra paucibacilar*,2008-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra paucibacilar*,2008-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN LORENZO(PND),tuberculosis y lepra,lepra paucibacilar*,2008-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
