,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
EL PUENTE(TJA),tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-01-01,1,1,0,1,0,0,0,0,0,0,0,0,1,2,3
LA PAZ,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOMAVE,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-01-01,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOCALLA,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-04-01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LA PAZ,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-05-01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SACABA,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOMAVE,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-05-01,1,0,0,2,0,0,0,0,0,0,0,0,1,2,3
LA PAZ,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
MONTERO,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOMAVE,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
COCHABAMBA,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAGUNILLAS,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-08-01,0,1,0,2,0,0,0,0,0,0,0,0,0,3,3
SAN CARLOS,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-08-01,1,2,0,0,0,0,0,0,0,0,0,0,1,2,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARIJA,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-09-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SUCRE,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-09-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
YUNCHARA,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-09-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-10-01,3,2,6,4,0,0,0,0,0,0,0,0,9,6,15
LA PAZ,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
YAPACANI,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-11-01,1,0,2,1,0,0,0,0,0,0,0,0,3,1,4
COCHABAMBA,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CUATRO CAÑADAS,tuberculosis y lepra,meningitis tb en menores de 5 anos,2008-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
