municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,enfermedad por hanta virus,2011-01-01,0,0,0,1,1,0,2
BERMEJO,sospecha diagnostica,enfermedad por hanta virus,2011-02-01,0,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,enfermedad por hanta virus,2011-02-01,0,0,0,0,1,0,1
TARIJA,sospecha diagnostica,enfermedad por hanta virus,2011-02-01,0,0,0,0,1,0,1
VILLA TUNARI,sospecha diagnostica,enfermedad por hanta virus,2011-02-01,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,enfermedad por hanta virus,2011-03-01,0,0,0,0,1,0,1
TARIJA,sospecha diagnostica,enfermedad por hanta virus,2011-03-01,0,0,0,0,1,0,1
COCHABAMBA,sospecha diagnostica,enfermedad por hanta virus,2011-04-01,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,enfermedad por hanta virus,2011-04-01,0,0,0,0,0,0,0
BERMEJO,sospecha diagnostica,enfermedad por hanta virus,2011-05-01,0,0,0,0,2,0,2
SAN JULIAN,sospecha diagnostica,enfermedad por hanta virus,2011-05-01,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,enfermedad por hanta virus,2011-05-01,0,0,0,0,0,0,0
TARIJA,sospecha diagnostica,enfermedad por hanta virus,2011-05-01,0,0,0,0,1,0,1
BERMEJO,sospecha diagnostica,enfermedad por hanta virus,2011-06-01,0,0,0,0,1,0,1
MONTERO,sospecha diagnostica,enfermedad por hanta virus,2011-06-01,0,0,0,0,1,0,1
SAN ANDRES,sospecha diagnostica,enfermedad por hanta virus,2011-06-01,1,16,21,2,0,0,40
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,enfermedad por hanta virus,2011-06-01,0,0,0,1,4,0,5
SAN PEDRO,sospecha diagnostica,enfermedad por hanta virus,2011-07-01,0,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,enfermedad por hanta virus,2011-07-01,0,0,0,0,1,0,1
BERMEJO,sospecha diagnostica,enfermedad por hanta virus,2011-08-01,0,0,0,2,0,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,enfermedad por hanta virus,2011-08-01,0,0,0,0,1,0,1
BERMEJO,sospecha diagnostica,enfermedad por hanta virus,2011-09-01,0,0,0,1,1,0,2
SAN JULIAN,sospecha diagnostica,enfermedad por hanta virus,2011-09-01,0,0,0,0,1,0,1
SAN PEDRO,sospecha diagnostica,enfermedad por hanta virus,2011-09-01,0,0,0,0,3,0,3
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,enfermedad por hanta virus,2011-09-01,0,0,0,0,3,0,3
BERMEJO,sospecha diagnostica,enfermedad por hanta virus,2011-10-01,0,0,0,0,2,0,2
EL PUENTE(STC),sospecha diagnostica,enfermedad por hanta virus,2011-10-01,0,0,0,0,1,0,1
PADCAYA,sospecha diagnostica,enfermedad por hanta virus,2011-10-01,0,0,0,0,1,0,1
SAN JULIAN,sospecha diagnostica,enfermedad por hanta virus,2011-10-01,0,0,0,1,0,0,1
SAN PEDRO,sospecha diagnostica,enfermedad por hanta virus,2011-10-01,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,enfermedad por hanta virus,2011-10-01,0,0,0,1,1,0,2
BERMEJO,sospecha diagnostica,enfermedad por hanta virus,2011-11-01,0,0,0,1,0,0,1
SAN PEDRO,sospecha diagnostica,enfermedad por hanta virus,2011-11-01,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,enfermedad por hanta virus,2011-11-01,0,0,0,0,0,1,1
TARIJA,sospecha diagnostica,enfermedad por hanta virus,2011-11-01,0,0,0,1,0,0,1
PADCAYA,sospecha diagnostica,enfermedad por hanta virus,2011-12-01,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,enfermedad por hanta virus,2011-12-01,0,0,0,0,2,0,2
