municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
ARANI,sospecha diagnostica,mordedura de serpiente,2011-01-01,0,0,1,0,1,3,5
ASCENCION DE GUARAYOS,sospecha diagnostica,mordedura de serpiente,2011-01-01,0,0,0,0,1,1,2
CABEZAS,sospecha diagnostica,mordedura de serpiente,2011-01-01,0,0,0,2,0,0,2
CAMIRI,sospecha diagnostica,mordedura de serpiente,2011-01-01,0,0,0,0,1,0,1
CHIMORE,sospecha diagnostica,mordedura de serpiente,2011-01-01,0,0,0,1,0,0,1
COBIJA,sospecha diagnostica,mordedura de serpiente,2011-01-01,0,0,0,1,1,1,3
COCHABAMBA,sospecha diagnostica,mordedura de serpiente,2011-01-01,0,0,0,1,0,0,1
COMARAPA,sospecha diagnostica,mordedura de serpiente,2011-01-01,0,0,0,0,1,1,2
CONCEPCION,sospecha diagnostica,mordedura de serpiente,2011-01-01,0,0,0,1,2,0,3
COROICO,sospecha diagnostica,mordedura de serpiente,2011-01-01,0,0,0,2,0,1,3
COTOCA,sospecha diagnostica,mordedura de serpiente,2011-01-01,0,1,0,0,0,0,1
CUATRO CAÑADAS,sospecha diagnostica,mordedura de serpiente,2011-01-01,0,0,0,1,0,0,1
EL PUENTE(STC),sospecha diagnostica,mordedura de serpiente,2011-01-01,0,0,0,0,1,0,1
EL TORNO,sospecha diagnostica,mordedura de serpiente,2011-01-01,0,0,0,1,1,0,2
ENTRE RIOS CBBA,sospecha diagnostica,mordedura de serpiente,2011-01-01,0,0,0,2,1,0,3
EUREKA (SANTOS MERCADO),sospecha diagnostica,mordedura de serpiente,2011-01-01,0,0,1,0,1,0,2
GENERAL SAAVEDRA,sospecha diagnostica,mordedura de serpiente,2011-01-01,0,0,0,0,0,1,1
GUAYARAMERIN,sospecha diagnostica,mordedura de serpiente,2011-01-01,0,0,0,0,1,0,1
LA GUARDIA,sospecha diagnostica,mordedura de serpiente,2011-01-01,0,1,0,1,1,0,3
LA PAZ,sospecha diagnostica,mordedura de serpiente,2011-01-01,0,0,0,0,1,0,1
MAIRANA,sospecha diagnostica,mordedura de serpiente,2011-01-01,0,0,0,0,1,0,1
MIZQUE,sospecha diagnostica,mordedura de serpiente,2011-01-01,0,1,0,0,0,0,1
MONTERO,sospecha diagnostica,mordedura de serpiente,2011-01-01,0,0,2,0,2,1,5
PUERTO VILLARROEL,sospecha diagnostica,mordedura de serpiente,2011-01-01,0,0,0,3,3,0,6
ROBORE,sospecha diagnostica,mordedura de serpiente,2011-01-01,0,0,0,1,2,0,3
RURRENABAQUE,sospecha diagnostica,mordedura de serpiente,2011-01-01,0,0,0,0,2,0,2
SAMAIPATA,sospecha diagnostica,mordedura de serpiente,2011-01-01,0,0,0,1,0,0,1
SAN BORJA,sospecha diagnostica,mordedura de serpiente,2011-01-01,0,0,0,0,1,0,1
SAN IGNACIO,sospecha diagnostica,mordedura de serpiente,2011-01-01,0,0,0,1,0,0,1
SAN IGNACIO DE VELASCO,sospecha diagnostica,mordedura de serpiente,2011-01-01,0,0,0,2,2,0,4
