municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
MONTEAGUDO,sospecha diagnostica,leptospirosis,2011-01-01,0,0,3,6,22,1,32
SAN JULIAN,sospecha diagnostica,leptospirosis,2011-01-01,0,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2011-01-01,0,0,0,0,0,0,0
COCHABAMBA,sospecha diagnostica,leptospirosis,2011-02-01,0,0,0,0,1,0,1
MONTEAGUDO,sospecha diagnostica,leptospirosis,2011-02-01,1,1,0,4,8,0,14
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2011-02-01,0,0,0,0,0,0,0
VILLA TUNARI,sospecha diagnostica,leptospirosis,2011-02-01,0,0,0,0,1,0,1
MONTEAGUDO,sospecha diagnostica,leptospirosis,2011-03-01,0,0,0,0,5,0,5
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2011-03-01,0,0,0,0,0,0,0
TARIJA,sospecha diagnostica,leptospirosis,2011-03-01,0,0,0,0,1,0,1
MONTEAGUDO,sospecha diagnostica,leptospirosis,2011-04-01,0,0,0,0,3,0,3
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2011-04-01,0,0,0,0,0,0,0
VILLA TUNARI,sospecha diagnostica,leptospirosis,2011-04-01,0,0,0,0,0,1,1
MONTEAGUDO,sospecha diagnostica,leptospirosis,2011-05-01,0,0,0,0,3,1,4
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2011-05-01,0,0,0,0,0,0,0
MONTEAGUDO,sospecha diagnostica,leptospirosis,2011-06-01,0,0,0,0,0,3,3
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2011-06-01,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2011-07-01,0,0,0,0,0,0,0
LA PAZ,sospecha diagnostica,leptospirosis,2011-08-01,0,0,0,0,1,0,1
SAN PEDRO,sospecha diagnostica,leptospirosis,2011-08-01,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2011-08-01,0,0,0,0,2,0,2
TARIJA,sospecha diagnostica,leptospirosis,2011-08-01,0,0,0,0,2,0,2
MONTEAGUDO,sospecha diagnostica,leptospirosis,2011-09-01,0,0,0,3,2,0,5
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2011-09-01,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2011-10-01,0,0,0,0,1,0,1
MONTEAGUDO,sospecha diagnostica,leptospirosis,2011-11-01,0,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2011-11-01,0,0,0,0,0,0,0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2011-12-01,0,0,0,0,1,0,1
