municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
ALTO BENI,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,3,8,0,11
ASCENCION DE GUARAYOS,sospecha diagnostica,dengue clasico,2011-01-01,0,4,5,5,5,0,19
BAURES,sospecha diagnostica,dengue clasico,2011-01-01,0,0,2,1,4,1,8
BERMEJO,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,1,8,2,11
BOLPEBRA,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,0,1,0,1
BUENA VISTA,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,0,2,0,2
CAMIRI,sospecha diagnostica,dengue clasico,2011-01-01,0,0,3,3,1,1,8
CARANAVI,sospecha diagnostica,dengue clasico,2011-01-01,0,3,12,39,77,10,141
CHIMORE,sospecha diagnostica,dengue clasico,2011-01-01,0,1,5,16,13,1,36
COBIJA,sospecha diagnostica,dengue clasico,2011-01-01,3,1,7,17,27,1,56
COCHABAMBA,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,14,46,7,67
CONCEPCION,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,2,3,1,6
COROICO,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,0,2,0,2
CUATRO CAÑADAS,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,2,0,0,2
EL ALTO,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,5,4,0,9
EL TORNO,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,2,10,1,13
ENTRE RIOS CBBA,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,2,1,0,3
GUANAY,sospecha diagnostica,dengue clasico,2011-01-01,0,3,3,6,12,0,24
GUAYARAMERIN,sospecha diagnostica,dengue clasico,2011-01-01,1,3,4,22,57,11,98
HUARACAJE,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,0,2,0,2
LA GUARDIA,sospecha diagnostica,dengue clasico,2011-01-01,0,3,2,1,4,0,10
LA PAZ,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,1,3,0,4
LORETO,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,0,2,0,2
MAGDALENA,sospecha diagnostica,dengue clasico,2011-01-01,0,8,5,9,41,5,68
MONTEAGUDO,sospecha diagnostica,dengue clasico,2011-01-01,0,0,4,9,21,1,35
MONTERO,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,2,2,0,4
NUEVO MANOA (NUEVA ESPERANZA),sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,1,0,0,1
OKINAWA,sospecha diagnostica,dengue clasico,2011-01-01,0,0,1,1,2,0,4
ORURO,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,0,0,1,1
PAILON,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,2,4,0,6
PALOS BLANCOS,sospecha diagnostica,dengue clasico,2011-01-01,0,5,6,25,42,4,82
PORONGO,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,0,5,0,5
PORTACHUELO,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,1,3,0,4
PORVENIR,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,3,5,1,9
PUERTO RICO,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,0,3,0,3
PUERTO SILES,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,1,1,1,3
PUERTO SUAREZ,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,0,3,0,3
PUERTO VILLARROEL,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,0,3,0,3
REYES,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,3,3,0,6
RIBERALTA,sospecha diagnostica,dengue clasico,2011-01-01,2,12,18,41,57,4,134
RURRENABAQUE,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,2,1,0,3
SACABA,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,2,5,0,7
SAMAIPATA,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,1,0,0,1
SAN ANDRES,sospecha diagnostica,dengue clasico,2011-01-01,2,4,1,2,5,0,14
SAN BORJA,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,1,7,1,9
SAN IGNACIO,sospecha diagnostica,dengue clasico,2011-01-01,0,1,1,0,2,0,4
SAN IGNACIO DE VELASCO,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,2,5,1,8
SAN JAVIER(BNI),sospecha diagnostica,dengue clasico,2011-01-01,0,1,0,2,1,1,5
SAN JAVIER(STC),sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,0,0,1,1
SAN JOAQUIN,sospecha diagnostica,dengue clasico,2011-01-01,5,8,8,9,3,5,38
SAN JULIAN,sospecha diagnostica,dengue clasico,2011-01-01,0,1,1,0,1,0,3
SAN MATIAS,sospecha diagnostica,dengue clasico,2011-01-01,1,0,0,2,3,2,8
SAN RAMON BENI,sospecha diagnostica,dengue clasico,2011-01-01,2,2,0,0,2,0,6
SANTA ANA,sospecha diagnostica,dengue clasico,2011-01-01,1,4,5,14,51,31,106
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2011-01-01,11,19,28,58,174,14,304
SANTA ROSA,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,1,2,0,3
SANTA ROSA DEL SARA,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,0,1,0,1
SHINAOTA,sospecha diagnostica,dengue clasico,2011-01-01,1,3,4,19,51,1,79
SUCRE,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,0,2,0,2
TARIJA,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,3,3,1,7
TIPUANI,sospecha diagnostica,dengue clasico,2011-01-01,0,0,1,0,3,0,4
TRINIDAD,sospecha diagnostica,dengue clasico,2011-01-01,28,72,101,125,486,107,919
URUBICHA,sospecha diagnostica,dengue clasico,2011-01-01,0,0,0,1,4,0,5
VILLA MONTES,sospecha diagnostica,dengue clasico,2011-01-01,0,0,1,0,5,0,6
VILLA TUNARI,sospecha diagnostica,dengue clasico,2011-01-01,0,6,4,23,74,13,120
WARNES,sospecha diagnostica,dengue clasico,2011-01-01,0,0,2,1,1,0,4
YACUIBA,sospecha diagnostica,dengue clasico,2011-01-01,0,0,2,3,12,0,17
ALTO BENI,sospecha diagnostica,dengue clasico,2011-02-01,0,0,0,6,7,0,13
ASCENCION DE GUARAYOS,sospecha diagnostica,dengue clasico,2011-02-01,15,32,11,14,25,3,100
BAURES,sospecha diagnostica,dengue clasico,2011-02-01,0,0,0,0,2,0,2
BERMEJO,sospecha diagnostica,dengue clasico,2011-02-01,0,1,6,17,57,2,83
BOYUIBE,sospecha diagnostica,dengue clasico,2011-02-01,0,0,0,2,0,0,2
