municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
LA PAZ,sospecha diagnostica,tos ferina,2011-01-01,0,1,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2011-01-01,0,0,0,0,0,0,0
LA PAZ,sospecha diagnostica,tos ferina,2011-02-01,2,0,0,0,0,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2011-02-01,1,0,0,0,0,0,1
LA PAZ,sospecha diagnostica,tos ferina,2011-03-01,2,1,0,0,0,0,3
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2011-03-01,1,0,0,0,1,0,2
SUCRE,sospecha diagnostica,tos ferina,2011-03-01,1,0,0,0,0,0,1
YACUIBA,sospecha diagnostica,tos ferina,2011-03-01,0,1,0,0,0,0,1
LA PAZ,sospecha diagnostica,tos ferina,2011-04-01,1,5,1,0,0,0,7
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2011-04-01,0,0,0,0,0,0,0
LA PAZ,sospecha diagnostica,tos ferina,2011-05-01,2,3,2,0,0,0,7
PALOS BLANCOS,sospecha diagnostica,tos ferina,2011-05-01,1,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2011-05-01,0,0,0,0,0,0,0
LA PAZ,sospecha diagnostica,tos ferina,2011-06-01,3,0,1,2,0,0,6
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2011-06-01,0,0,2,0,0,0,2
LA PAZ,sospecha diagnostica,tos ferina,2011-07-01,2,1,0,0,0,0,3
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2011-07-01,0,0,0,0,0,0,0
COCHABAMBA,sospecha diagnostica,tos ferina,2011-08-01,1,0,0,1,0,0,2
LA PAZ,sospecha diagnostica,tos ferina,2011-08-01,0,3,0,0,0,0,3
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2011-08-01,1,1,0,0,0,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2011-09-01,0,1,0,0,0,0,1
LA PAZ,sospecha diagnostica,tos ferina,2011-10-01,0,1,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2011-10-01,1,0,0,0,0,0,1
TRINIDAD,sospecha diagnostica,tos ferina,2011-10-01,1,0,0,0,0,0,1
COCHABAMBA,sospecha diagnostica,tos ferina,2011-11-01,2,0,0,0,0,0,2
LA PAZ,sospecha diagnostica,tos ferina,2011-11-01,1,1,1,0,0,0,3
SAN ANDRES,sospecha diagnostica,tos ferina,2011-11-01,0,0,2,0,0,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2011-11-01,0,0,0,0,0,0,0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2011-12-01,0,0,0,0,0,0,0
