,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ARQUE,infec. de transmision sexual,ulcera genital,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CARANAVI,infec. de transmision sexual,ulcera genital,2009-01-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
CARIPUYO,infec. de transmision sexual,ulcera genital,2009-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHALLAPATA,infec. de transmision sexual,ulcera genital,2009-01-01,0,0,0,0,0,0,0,1,1,3,0,0,1,4,5
CHARAGUA,infec. de transmision sexual,ulcera genital,2009-01-01,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
CHIMORE,infec. de transmision sexual,ulcera genital,2009-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
COCHABAMBA,infec. de transmision sexual,ulcera genital,2009-01-01,0,0,0,0,1,0,4,20,32,60,4,7,41,87,128
COLLANA,infec. de transmision sexual,ulcera genital,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COLOMI,infec. de transmision sexual,ulcera genital,2009-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
COMANCHE,infec. de transmision sexual,ulcera genital,2009-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COROICO,infec. de transmision sexual,ulcera genital,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL ALTO,infec. de transmision sexual,ulcera genital,2009-01-01,0,0,0,0,0,0,4,9,15,44,2,4,21,57,78
EL PUENTE(STC),infec. de transmision sexual,ulcera genital,2009-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
EL TORNO,infec. de transmision sexual,ulcera genital,2009-01-01,0,0,0,0,0,0,0,0,1,4,0,0,1,4,5
GUAYARAMERIN,infec. de transmision sexual,ulcera genital,2009-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
IRUPANA (VILLA DE LANZA),infec. de transmision sexual,ulcera genital,2009-01-01,0,0,0,0,0,0,1,0,1,1,1,0,3,1,4
LA PAZ,infec. de transmision sexual,ulcera genital,2009-01-01,0,0,0,0,0,0,1,2,10,22,1,0,12,24,36
MAPIRI,infec. de transmision sexual,ulcera genital,2009-01-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
MECAPACA,infec. de transmision sexual,ulcera genital,2009-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
MONTERO,infec. de transmision sexual,ulcera genital,2009-01-01,0,0,0,0,0,0,1,1,1,0,0,0,2,1,3
MORO MORO,infec. de transmision sexual,ulcera genital,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MOROCHATA,infec. de transmision sexual,ulcera genital,2009-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
