,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,
LA PAZ,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-01-01,1,0,0,0,1,0,1
RIBERALTA,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-01-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-01-01,0,0,0,0,0,0,0
AYO AYO,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-02-01,0,0,0,1,0,1,1
CARANAVI,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-02-01,0,0,1,0,1,0,1
COCHABAMBA,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-02-01,1,0,0,0,1,0,1
COMARAPA,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-02-01,1,0,0,0,1,0,1
LA PAZ,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-02-01,2,0,0,0,2,0,2
RIBERALTA,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-02-01,1,2,0,0,1,2,3
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-02-01,0,0,1,0,1,0,1
RIBERALTA,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-03-01,1,0,0,0,1,0,1
SACABA,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-03-01,0,0,0,1,0,1,1
SAN MIGUEL DE VELASCO,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-03-01,0,0,1,0,1,0,1
RIBERALTA,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-04-01,0,2,0,0,0,2,2
TARIJA,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-04-01,1,0,0,0,1,0,1
COBIJA,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-05-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-05-01,0,1,0,0,0,1,1
RIBERALTA,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-05-01,1,0,0,0,1,0,1
YUNCHARA,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-05-01,0,0,1,0,1,0,1
MIZQUE,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-06-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-06-01,0,1,0,0,0,1,1
SACABA,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-06-01,0,0,1,0,1,0,1
HUANUNI,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-07-01,0,0,1,0,1,0,1
SAN BUENA VENTURA,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-07-01,1,0,0,0,1,0,1
TOMAVE,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-07-01,0,0,0,1,0,1,1
LA PAZ,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-08-01,1,0,0,0,1,0,1
RIBERALTA,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-08-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-08-01,1,0,0,0,1,0,1
SANTA ROSA DEL SARA,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-08-01,0,0,1,0,1,0,1
GUAYARAMERIN,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-09-01,1,0,0,0,1,0,1
PUERTO GONZALO MORENO,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-09-01,0,0,1,0,1,0,1
COCHABAMBA,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-10-01,0,1,0,0,0,1,1
CONCEPCION,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-10-01,0,0,0,1,0,1,1
LA PAZ,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-10-01,0,2,1,0,1,2,3
PALOS BLANCOS,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-10-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-10-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-10-01,1,0,0,0,1,0,1
COBIJA,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-11-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-11-01,0,1,0,0,0,1,1
RIBERALTA,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-11-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-11-01,1,0,0,0,1,0,1
COCHABAMBA,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-12-01,1,0,0,0,1,0,1
LA PAZ,mortalidad,muerte menor de 5 anos por desnutricion aguda gra,2012-12-01,0,1,1,0,1,1,2
