,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,IMC,IMC,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MUJER EMBARAZADA,____,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,
ACHACACHI,estado nutricional,obesidad (o),2013-01-01,0,3,0,1,0,0,2,0,2,4,6
ACHOCALLA,estado nutricional,obesidad (o),2013-01-01,0,4,1,2,0,0,17,0,18,6,24
AIQUILE,estado nutricional,obesidad (o),2013-01-01,1,3,3,3,0,2,16,0,20,8,28
ALTO BENI,estado nutricional,obesidad (o),2013-01-01,1,0,0,0,0,0,6,0,7,0,7
ANCORAIMES,estado nutricional,obesidad (o),2013-01-01,0,0,0,1,0,0,0,0,0,1,1
ANTEQUERA,estado nutricional,obesidad (o),2013-01-01,0,1,0,0,0,1,0,0,0,2,2
ANZALDO,estado nutricional,obesidad (o),2013-01-01,0,0,2,0,0,0,0,0,2,0,2
APOLO,estado nutricional,obesidad (o),2013-01-01,0,1,0,1,1,0,5,0,6,2,8
ARAMPAMPA,estado nutricional,obesidad (o),2013-01-01,0,0,0,0,0,0,1,0,1,0,1
ARANI,estado nutricional,obesidad (o),2013-01-01,0,0,0,0,0,0,2,0,2,0,2
ARQUE,estado nutricional,obesidad (o),2013-01-01,0,0,0,0,1,1,3,0,4,1,5
ASCENCION DE GUARAYOS,estado nutricional,obesidad (o),2013-01-01,2,0,0,1,0,1,0,0,2,2,4
ATOCHA,estado nutricional,obesidad (o),2013-01-01,1,0,0,0,0,0,3,0,4,0,4
AYO AYO,estado nutricional,obesidad (o),2013-01-01,1,0,0,0,0,0,2,0,3,0,3
AYOPAYA (V. DE INDEPENDENCIA),estado nutricional,obesidad (o),2013-01-01,1,0,0,0,0,0,7,0,8,0,8
AZURDUY,estado nutricional,obesidad (o),2013-01-01,2,3,1,0,4,0,0,0,7,3,10
BATALLAS,estado nutricional,obesidad (o),2013-01-01,0,0,0,0,1,0,7,0,8,0,8
BAURES,estado nutricional,obesidad (o),2013-01-01,0,1,0,0,0,0,0,0,0,1,1
BERMEJO,estado nutricional,obesidad (o),2013-01-01,0,0,0,0,0,0,4,0,4,0,4
BETANZOS,estado nutricional,obesidad (o),2013-01-01,0,0,0,0,0,0,2,0,2,0,2
BOLPEBRA,estado nutricional,obesidad (o),2013-01-01,0,0,0,0,0,0,1,0,1,0,1
CABEZAS,estado nutricional,obesidad (o),2013-01-01,1,1,1,0,0,0,0,0,2,1,3
CAIROMA,estado nutricional,obesidad (o),2013-01-01,0,0,0,0,0,0,1,0,1,0,1
"CAIZA ""D""",estado nutricional,obesidad (o),2013-01-01,1,0,0,0,0,0,0,0,1,0,1
CALAMARCA,estado nutricional,obesidad (o),2013-01-01,0,0,0,0,0,0,5,0,5,0,5
CAMARGO,estado nutricional,obesidad (o),2013-01-01,1,1,0,0,0,0,2,0,3,1,4
CAMIRI,estado nutricional,obesidad (o),2013-01-01,1,2,1,0,0,0,1,0,3,2,5
CAPINOTA,estado nutricional,obesidad (o),2013-01-01,1,0,0,0,0,1,1,0,2,1,3
CAQUIAVIRI,estado nutricional,obesidad (o),2013-01-01,0,0,0,0,0,1,1,0,1,1,2
CARACOLLO,estado nutricional,obesidad (o),2013-01-01,0,0,0,0,0,0,1,0,1,0,1
CARANAVI,estado nutricional,obesidad (o),2013-01-01,12,14,2,4,4,1,5,0,23,19,42
CARMEN RIVERO TORREZ,estado nutricional,obesidad (o),2013-01-01,0,0,0,0,0,0,1,0,1,0,1
CHALLAPATA,estado nutricional,obesidad (o),2013-01-01,0,0,0,0,0,0,13,0,13,0,13
CHAQUI,estado nutricional,obesidad (o),2013-01-01,0,0,0,0,0,0,5,0,5,0,5
CHARAGUA,estado nutricional,obesidad (o),2013-01-01,3,0,3,0,1,2,0,0,7,2,9
CHAYANTA,estado nutricional,obesidad (o),2013-01-01,1,0,0,0,0,0,0,0,1,0,1
CHIMORE,estado nutricional,obesidad (o),2013-01-01,1,0,1,0,1,0,6,0,9,0,9
CHIPAYA,estado nutricional,obesidad (o),2013-01-01,0,0,0,0,0,0,1,0,1,0,1
CHUMA,estado nutricional,obesidad (o),2013-01-01,0,0,0,0,1,0,1,0,2,0,2
CLIZA,estado nutricional,obesidad (o),2013-01-01,3,3,1,4,7,4,0,0,11,11,22
COBIJA,estado nutricional,obesidad (o),2013-01-01,2,0,0,0,0,0,6,0,8,0,8
COCAPATA,estado nutricional,obesidad (o),2013-01-01,3,3,5,2,2,4,0,0,10,9,19
COCHABAMBA,estado nutricional,obesidad (o),2013-01-01,41,23,24,22,22,11,143,0,230,56,286
COIPASA,estado nutricional,obesidad (o),2013-01-01,0,0,0,0,0,0,1,0,1,0,1
