,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,IMC,IMC,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MUJER EMBARAZADA,____,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,
ACHACACHI,estado nutricional,desnutricion moderada (m),2013-01-01,2,0,1,1,1,0,0,0,4,1,5
ACHOCALLA,estado nutricional,desnutricion moderada (m),2013-01-01,1,0,0,0,0,0,0,0,1,0,1
AIQUILE,estado nutricional,desnutricion moderada (m),2013-01-01,0,0,2,1,0,3,0,0,2,4,6
ALALAY,estado nutricional,desnutricion moderada (m),2013-01-01,1,0,1,0,0,0,0,0,2,0,2
ALTO BENI,estado nutricional,desnutricion moderada (m),2013-01-01,0,0,2,0,2,2,0,0,4,2,6
ANTEQUERA,estado nutricional,desnutricion moderada (m),2013-01-01,0,1,0,0,0,0,0,0,0,1,1
ANZALDO,estado nutricional,desnutricion moderada (m),2013-01-01,1,0,0,0,0,0,0,0,1,0,1
APOLO,estado nutricional,desnutricion moderada (m),2013-01-01,1,1,0,1,1,0,0,0,2,2,4
ARANI,estado nutricional,desnutricion moderada (m),2013-01-01,1,0,0,0,0,0,0,0,1,0,1
ARBIETO,estado nutricional,desnutricion moderada (m),2013-01-01,0,0,0,1,0,1,0,0,0,2,2
ARQUE,estado nutricional,desnutricion moderada (m),2013-01-01,0,1,1,0,0,0,0,0,1,1,2
ASCENCION DE GUARAYOS,estado nutricional,desnutricion moderada (m),2013-01-01,1,3,5,2,2,1,0,0,8,6,14
ATOCHA,estado nutricional,desnutricion moderada (m),2013-01-01,0,0,3,5,5,3,0,0,8,8,16
AUCAPATA,estado nutricional,desnutricion moderada (m),2013-01-01,1,0,0,0,0,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),estado nutricional,desnutricion moderada (m),2013-01-01,0,0,0,0,1,0,0,0,1,0,1
BAURES,estado nutricional,desnutricion moderada (m),2013-01-01,0,0,0,1,0,0,0,0,0,1,1
BELEN DE URMIRI,estado nutricional,desnutricion moderada (m),2013-01-01,1,0,0,0,0,0,0,0,1,0,1
BELLA FLOR,estado nutricional,desnutricion moderada (m),2013-01-01,0,0,1,0,0,0,0,0,1,0,1
BERMEJO,estado nutricional,desnutricion moderada (m),2013-01-01,1,0,1,1,0,0,0,0,2,1,3
BOLPEBRA,estado nutricional,desnutricion moderada (m),2013-01-01,1,1,0,0,0,0,0,0,1,1,2
BOYUIBE,estado nutricional,desnutricion moderada (m),2013-01-01,0,0,1,0,0,0,0,0,1,0,1
"CAIZA ""D""",estado nutricional,desnutricion moderada (m),2013-01-01,0,0,0,0,0,1,0,0,0,1,1
CALAMARCA,estado nutricional,desnutricion moderada (m),2013-01-01,0,0,0,1,0,0,0,0,0,1,1
CAMIRI,estado nutricional,desnutricion moderada (m),2013-01-01,0,0,1,0,0,0,0,0,1,0,1
CAPINOTA,estado nutricional,desnutricion moderada (m),2013-01-01,1,0,0,2,1,0,0,0,2,2,4
CAQUIAVIRI,estado nutricional,desnutricion moderada (m),2013-01-01,0,1,0,1,1,0,0,0,1,2,3
CARACOLLO,estado nutricional,desnutricion moderada (m),2013-01-01,1,0,0,0,0,0,0,0,1,0,1
CARANAVI,estado nutricional,desnutricion moderada (m),2013-01-01,4,1,6,3,2,3,0,0,12,7,19
CARIPUYO,estado nutricional,desnutricion moderada (m),2013-01-01,0,1,0,0,0,0,0,0,0,1,1
CARMEN RIVERO TORREZ,estado nutricional,desnutricion moderada (m),2013-01-01,0,0,0,0,3,0,0,0,3,0,3
CHALLAPATA,estado nutricional,desnutricion moderada (m),2013-01-01,0,0,2,2,0,2,0,0,2,4,6
CHARAGUA,estado nutricional,desnutricion moderada (m),2013-01-01,4,2,1,1,0,0,0,0,5,3,8
CHAYANTA,estado nutricional,desnutricion moderada (m),2013-01-01,1,0,0,1,0,0,0,0,1,1,2
CHIMORE,estado nutricional,desnutricion moderada (m),2013-01-01,3,2,1,1,1,0,0,0,5,3,8
CHUMA,estado nutricional,desnutricion moderada (m),2013-01-01,0,1,0,2,1,0,0,0,1,3,4
CKOCHAS,estado nutricional,desnutricion moderada (m),2013-01-01,1,0,0,0,0,0,0,0,1,0,1
CLIZA,estado nutricional,desnutricion moderada (m),2013-01-01,1,0,0,0,0,0,0,0,1,0,1
COBIJA,estado nutricional,desnutricion moderada (m),2013-01-01,12,3,3,0,5,0,0,0,20,3,23
COCAPATA,estado nutricional,desnutricion moderada (m),2013-01-01,0,1,2,1,0,0,0,0,2,2,4
COCHABAMBA,estado nutricional,desnutricion moderada (m),2013-01-01,37,29,22,10,10,8,0,0,69,47,116
