,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
BERMEJO,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,3,8
COBIJA,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
COCHABAMBA,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-01-01,0,0,0,0,0,0,0,0,0,0,1,2,10,5,3,1,2,0,0,0,16,8,24
CUATRO CAÑADAS,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-01-01,0,0,0,0,0,0,0,0,2,1,1,2,0,10,0,0,0,0,1,0,4,13,17
EL ALTO,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-01-01,0,0,0,0,1,1,0,0,1,0,0,0,13,8,2,0,1,2,2,0,20,11,31
EL TORNO,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,4,2,6
LA GUARDIA,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
LA PAZ,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-01-01,0,0,0,0,2,2,6,3,0,1,0,1,2,3,0,0,0,1,2,4,12,15,27
ORURO,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-01-01,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,1,4
PAILON,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POCONA,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,3
PUERTO VILLARROEL,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-01-01,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,3,5
RIBERALTA,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2
SACABA,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SAN PEDRO DE BUENA VISTA,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-01-01,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-01-01,0,0,0,0,0,1,0,1,1,0,6,7,72,31,10,13,6,3,5,6,100,62,162
SUCRE,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,5,2,7
TRINIDAD,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1,0,0,0,7,3,10
VILLAZON,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
BERMEJO,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2,0,0,0,0,0,11,7,18
COCHABAMBA,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-02-01,0,0,0,0,1,0,0,0,1,0,0,0,11,0,3,0,0,1,0,0,16,1,17
CUATRO CAÑADAS,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-02-01,0,0,0,0,0,0,0,0,0,1,0,5,7,19,1,1,1,1,1,1,10,28,38
EL ALTO,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-02-01,0,0,0,0,0,0,0,1,0,0,0,0,5,1,1,1,0,0,2,0,8,3,11
EL TORNO,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,1,0,3,3,6
ENTRE RIOS CBBA,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GUAYARAMERIN,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
LA PAZ,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-02-01,0,0,0,0,2,1,1,1,0,0,0,0,1,1,1,0,0,0,0,4,5,7,12
MONTERO,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
OKINAWA,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-02-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
ORURO,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
PUERTO VILLARROEL,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
RIBERALTA,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-02-01,0,0,0,0,0,0,0,0,0,1,1,2,18,13,4,6,2,4,5,3,30,29,59
SACABA,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-02-01,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,2,4
SAN IGNACIO,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-02-01,0,0,0,0,0,1,0,0,0,0,5,2,85,29,14,10,6,1,4,2,114,45,159
SUCRE,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2
TARABUCO,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TRINIDAD,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-02-01,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,8,1,9
WARNES,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,7,6,13
BERMEJO,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-03-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,3,2,5
CKOCHAS,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,8
COBIJA,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-03-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2
COCHABAMBA,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-03-01,0,0,0,0,0,0,0,0,0,2,4,1,8,5,1,0,0,0,1,0,14,8,22
COTOCA,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
EL ALTO,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-03-01,0,0,0,0,0,0,0,0,0,0,1,2,5,6,3,0,1,1,1,1,11,10,21
EL TORNO,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-03-01,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,3,4
FILADELFIA,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
GUAYARAMERIN,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
LA GUARDIA,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
LA PAZ,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-03-01,0,0,0,0,2,1,1,1,0,0,0,0,0,2,0,0,0,0,1,1,4,5,9
MONTERO,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
OKINAWA,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-03-01,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,3,2,5
ORURO,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
POROMA,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
PRESTO,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PUERTO VILLARROEL,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-03-01,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,2,0,0,0,5,4,9
RIBERALTA,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-03-01,0,0,0,0,1,0,0,0,1,0,7,1,12,23,9,8,4,0,1,2,35,34,69
SACABA,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-03-01,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,4
SAN LUCAS,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,2019-03-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
