municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
BERMEJO,inmunoprevenibles,tetanos del adulto,2006-01-01,0,0,0,0,6,,0,0.0,0,0.0,6,,
POROMA,inmunoprevenibles,tetanos del adulto,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,tetanos del adulto,2006-01-01,0,0,1,0,0,0.0,1,0.0,0,0.0,2,,
SAN CARLOS,inmunoprevenibles,tetanos del adulto,2006-02-01,0,0,0,0,0,0.0,0,0.0,1,,1,,
SAN JUAN DE YAPACANI,inmunoprevenibles,tetanos del adulto,2006-02-01,0,0,0,0,1,,0,0.0,0,0.0,1,,
VILLA TUNARI,inmunoprevenibles,tetanos del adulto,2006-03-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
POTOSI,inmunoprevenibles,tetanos del adulto,2006-04-01,0,0,0,0,1,,0,0.0,0,0.0,1,,
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,tetanos del adulto,2006-04-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
SAN CARLOS,inmunoprevenibles,tetanos del adulto,2006-05-01,0,0,0,0,1,,0,0.0,0,0.0,1,,
SAN MATIAS,inmunoprevenibles,tetanos del adulto,2006-05-01,0,0,0,0,0,0.0,0,0.0,1,,1,,
ARQUE,inmunoprevenibles,tetanos del adulto,2006-06-01,0,0,5,0,0,0.0,5,0.0,0,0.0,10,,
ORURO,inmunoprevenibles,tetanos del adulto,2006-06-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,tetanos del adulto,2006-06-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
TRINIDAD,inmunoprevenibles,tetanos del adulto,2006-06-01,0,0,0,0,2,,0,0.0,0,0.0,2,,
ORURO,inmunoprevenibles,tetanos del adulto,2006-07-01,0,0,0,0,0,0.0,2,,0,0.0,2,,
PUERTO SUAREZ,inmunoprevenibles,tetanos del adulto,2006-07-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,tetanos del adulto,2006-07-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
TIQUIPAYA,inmunoprevenibles,tetanos del adulto,2006-07-01,0,0,0,0,2,,0,0.0,0,0.0,2,,
EL ALTO,inmunoprevenibles,tetanos del adulto,2006-08-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,tetanos del adulto,2006-08-01,0,0,0,0,1,,0,0.0,0,0.0,1,,
SUCRE,inmunoprevenibles,tetanos del adulto,2006-08-01,0,0,0,0,0,0.0,0,0.0,1,,1,,
ORURO,inmunoprevenibles,tetanos del adulto,2006-09-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,tetanos del adulto,2006-09-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
VALLEGRANDE,inmunoprevenibles,tetanos del adulto,2006-09-01,0,0,0,0,1,,0,0.0,0,0.0,1,,
VILLAZON,inmunoprevenibles,tetanos del adulto,2006-10-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
INCAHUASI,inmunoprevenibles,tetanos del adulto,2006-11-01,0,0,0,0,1,0.0,1,0.0,0,0.0,2,,
MONTERO,inmunoprevenibles,tetanos del adulto,2006-11-01,0,0,3,0,1,0.0,1,0.0,0,0.0,5,,
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,tetanos del adulto,2006-12-01,0,0,0,0,0,0.0,2,,0,0.0,2,,
