,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
AIQUILE,inmunoprevenibles,parotiditis,2013-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
BERMEJO,inmunoprevenibles,parotiditis,2013-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
CKOCHAS,inmunoprevenibles,parotiditis,2013-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
COCHABAMBA,inmunoprevenibles,parotiditis,2013-01-01,0,0,0,0,1,1,0,1,3,0,0,1,4,3,7
CUATRO CAÑADAS,inmunoprevenibles,parotiditis,2013-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL ALTO,inmunoprevenibles,parotiditis,2013-01-01,0,0,0,1,2,1,0,0,0,0,0,0,2,2,4
EL TORNO,inmunoprevenibles,parotiditis,2013-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
GUAYARAMERIN,inmunoprevenibles,parotiditis,2013-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
LA GUARDIA,inmunoprevenibles,parotiditis,2013-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
LA PAZ,inmunoprevenibles,parotiditis,2013-01-01,0,0,1,1,0,1,1,0,0,1,0,1,2,4,6
MAIRANA,inmunoprevenibles,parotiditis,2013-01-01,0,0,0,1,1,1,0,1,0,3,0,0,1,6,7
MORO MORO,inmunoprevenibles,parotiditis,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MOROCHATA,inmunoprevenibles,parotiditis,2013-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
OMEREQUE,inmunoprevenibles,parotiditis,2013-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ORURO,inmunoprevenibles,parotiditis,2013-01-01,0,0,0,1,0,0,0,2,0,0,0,0,0,3,3
PADCAYA,inmunoprevenibles,parotiditis,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
POTOSI,inmunoprevenibles,parotiditis,2013-01-01,0,0,1,0,1,1,1,0,0,0,0,0,3,1,4
SACABA,inmunoprevenibles,parotiditis,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN JAVIER(BNI),inmunoprevenibles,parotiditis,2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN MATIAS,inmunoprevenibles,parotiditis,2013-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,parotiditis,2013-01-01,1,1,4,1,4,1,0,1,1,1,0,0,10,5,15
SAPAHAQUI,inmunoprevenibles,parotiditis,2013-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SUCRE,inmunoprevenibles,parotiditis,2013-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
