,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
AIQUILE,otras infecciones,malaria sospechosos,2010-01-01,1,3,5,2,0,0,0,1,0,0,0,0,6,6,12
APOLO,otras infecciones,malaria sospechosos,2010-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
AZURDUY,otras infecciones,malaria sospechosos,2010-01-01,0,0,1,2,0,2,5,3,4,6,1,0,11,13,24
BERMEJO,otras infecciones,malaria sospechosos,2010-01-01,0,1,1,0,1,1,2,3,8,9,0,0,12,14,26
BUENA VISTA,otras infecciones,malaria sospechosos,2010-01-01,0,0,0,1,0,0,0,0,4,1,0,0,4,2,6
CARANAVI,otras infecciones,malaria sospechosos,2010-01-01,0,0,5,2,8,5,12,14,17,19,1,5,43,45,88
CARAPARI,otras infecciones,malaria sospechosos,2010-01-01,0,0,4,5,19,16,30,19,23,23,3,7,79,70,149
COCHABAMBA,otras infecciones,malaria sospechosos,2010-01-01,0,0,0,0,0,0,1,1,1,1,0,0,2,2,4
COMARAPA,otras infecciones,malaria sospechosos,2010-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
COROICO,otras infecciones,malaria sospechosos,2010-01-01,0,0,2,0,1,0,5,1,4,1,0,0,12,2,14
COTOCA,otras infecciones,malaria sospechosos,2010-01-01,0,1,0,0,0,0,1,1,0,0,0,0,1,2,3
CULPINA,otras infecciones,malaria sospechosos,2010-01-01,0,0,0,0,1,2,2,0,1,3,2,0,6,5,11
EL TORNO,otras infecciones,malaria sospechosos,2010-01-01,7,3,34,26,38,20,54,57,54,77,14,5,201,188,389
ENTRE RIOS TRJ,otras infecciones,malaria sospechosos,2010-01-01,0,0,7,6,11,17,27,27,26,22,11,6,82,78,160
FILADELFIA,otras infecciones,malaria sospechosos,2010-01-01,0,0,0,0,0,0,7,1,8,2,0,0,15,3,18
GUANAY,otras infecciones,malaria sospechosos,2010-01-01,0,0,2,1,3,3,3,2,8,16,3,3,19,25,44
GUAYARAMERIN,otras infecciones,malaria sospechosos,2010-01-01,6,6,54,61,114,89,248,222,356,368,43,31,821,777,1598
HUACARETA,otras infecciones,malaria sospechosos,2010-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
LA ASUNTA,otras infecciones,malaria sospechosos,2010-01-01,0,0,1,0,1,0,5,2,5,3,0,0,12,5,17
LA GUARDIA,otras infecciones,malaria sospechosos,2010-01-01,0,0,1,1,0,0,4,2,3,6,0,1,8,10,18
LA PAZ,otras infecciones,malaria sospechosos,2010-01-01,0,0,1,0,2,1,3,8,16,6,1,1,23,16,39
MAPIRI,otras infecciones,malaria sospechosos,2010-01-01,0,0,0,0,1,0,0,0,3,0,0,0,4,0,4
MIZQUE,otras infecciones,malaria sospechosos,2010-01-01,0,0,0,0,1,1,0,0,2,1,0,0,3,2,5
