,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACACIO,otras infecciones,ira sin neumonia,2010-01-01,7,12,21,18,2,0,5,4,9,10,1,0,45,44,89
ACHACACHI,otras infecciones,ira sin neumonia,2010-01-01,44,38,48,46,3,4,7,14,23,57,42,28,167,187,354
ACHOCALLA,otras infecciones,ira sin neumonia,2010-01-01,7,5,7,4,1,1,3,0,0,3,2,3,20,16,36
AIQUILE,otras infecciones,ira sin neumonia,2010-01-01,57,43,52,61,14,10,3,8,9,20,1,4,136,146,282
ALALAY,otras infecciones,ira sin neumonia,2010-01-01,4,4,6,1,0,2,0,2,2,5,0,0,12,14,26
ALCALA,otras infecciones,ira sin neumonia,2010-01-01,8,5,21,24,3,0,5,8,6,10,5,4,48,51,99
ALTO BENI,otras infecciones,ira sin neumonia,2010-01-01,25,40,34,35,13,3,16,7,15,9,6,0,109,94,203
ANCORAIMES,otras infecciones,ira sin neumonia,2010-01-01,10,4,13,20,2,1,5,6,9,18,16,13,55,62,117
ANDAMARCA,otras infecciones,ira sin neumonia,2010-01-01,5,8,15,9,3,3,9,4,20,16,7,3,59,43,102
ANTEQUERA,otras infecciones,ira sin neumonia,2010-01-01,7,1,12,7,3,4,7,5,5,9,5,0,39,26,65
ANZALDO,otras infecciones,ira sin neumonia,2010-01-01,12,13,10,8,2,0,3,4,5,15,5,7,37,47,84
APOLO,otras infecciones,ira sin neumonia,2010-01-01,35,30,73,59,5,1,0,7,4,13,1,6,118,116,234
ARAMPAMPA,otras infecciones,ira sin neumonia,2010-01-01,3,8,12,6,0,1,4,2,4,7,1,2,24,26,50
ARANI,otras infecciones,ira sin neumonia,2010-01-01,24,21,41,25,1,1,2,3,5,9,1,2,74,61,135
ARBIETO,otras infecciones,ira sin neumonia,2010-01-01,6,6,11,14,3,4,0,10,4,9,0,3,24,46,70
ARQUE,otras infecciones,ira sin neumonia,2010-01-01,20,22,32,42,2,3,5,4,14,18,0,1,73,90,163
ASCENCION DE GUARAYOS,otras infecciones,ira sin neumonia,2010-01-01,22,30,28,25,2,3,3,1,3,9,2,1,60,69,129
ATOCHA,otras infecciones,ira sin neumonia,2010-01-01,56,44,87,74,28,32,50,62,185,137,17,25,423,374,797
AUCAPATA,otras infecciones,ira sin neumonia,2010-01-01,7,7,12,7,1,1,8,3,7,12,0,5,35,35,70
AYATA,otras infecciones,ira sin neumonia,2010-01-01,16,28,13,20,6,2,9,11,7,22,1,1,52,84,136
AYO AYO,otras infecciones,ira sin neumonia,2010-01-01,22,9,25,20,4,3,3,12,7,23,8,5,69,72,141
AYOPAYA (V. DE INDEPENDENCIA),otras infecciones,ira sin neumonia,2010-01-01,81,70,93,108,3,9,6,20,39,51,14,11,236,269,505
AZURDUY,otras infecciones,ira sin neumonia,2010-01-01,31,29,117,105,0,2,3,14,30,77,13,14,194,241,435
