,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACHACACHI,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2010-01-01,0,0,1,1,1,0,0,0,1,0,0,0,3,1,4
AIQUILE,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2010-01-01,0,1,0,0,1,0,1,1,0,1,0,0,2,3,5
ARANI,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2010-01-01,0,0,0,0,1,0,0,0,1,1,0,0,2,1,3
ARBIETO,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2010-01-01,0,0,1,0,0,0,0,1,1,1,0,1,2,3,5
BATALLAS,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2010-01-01,0,0,0,0,0,0,1,0,1,0,1,0,3,0,3
BERMEJO,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2010-01-01,0,0,0,0,2,0,7,6,9,5,1,3,19,14,33
CALAMARCA,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2010-01-01,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
CAMIRI,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2010-01-01,0,0,0,0,1,0,1,1,0,2,0,0,2,3,5
CAPINOTA,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2010-01-01,0,0,1,0,3,2,1,2,1,3,0,0,6,7,13
CAQUIAVIRI,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2010-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CARANAVI,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2010-01-01,0,0,0,1,0,1,4,1,2,1,0,1,6,5,11
CARAPARI,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2010-01-01,0,0,0,0,1,1,1,0,0,0,0,0,2,1,3
CHIMORE,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2010-01-01,0,0,0,3,0,1,1,1,2,3,0,1,3,9,12
CHULUMANI (V. DE LA LIBERTAD),otras infecciones,"no de personas expuestas al virus rabico(mordida,",2010-01-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
COCHABAMBA,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2010-01-01,1,9,22,9,44,7,62,16,58,22,17,5,204,68,272
COLCAPIRHUA,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2010-01-01,0,0,0,0,0,2,0,1,1,0,0,0,1,3,4
COLOMI,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2010-01-01,0,0,0,0,0,1,1,0,1,1,0,0,2,2,4
COLPA BELGICA,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2010-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COLQUENCHA,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2010-01-01,0,0,0,0,0,0,1,0,0,0,2,0,3,0,3
