,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
AIQUILE,otras infecciones,malaria confirmados,2010-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
APOLO,otras infecciones,malaria confirmados,2010-01-01,0,0,0,0,0,0,0,0,1,1,0,1,1,2,3
BAURES,otras infecciones,malaria confirmados,2010-01-01,1,1,0,0,4,3,4,2,4,4,1,0,14,10,24
BERMEJO,otras infecciones,malaria confirmados,2010-01-01,0,0,2,1,1,0,1,0,3,4,0,0,7,5,12
CABEZAS,otras infecciones,malaria confirmados,2010-01-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
CARANAVI,otras infecciones,malaria confirmados,2010-01-01,0,0,1,0,1,0,1,2,3,1,0,0,6,3,9
CARAPARI,otras infecciones,malaria confirmados,2010-01-01,0,0,0,0,0,0,2,0,0,2,0,0,2,2,4
COBIJA,otras infecciones,malaria confirmados,2010-01-01,0,0,0,0,1,1,2,1,3,0,1,0,7,2,9
COMARAPA,otras infecciones,malaria confirmados,2010-01-01,0,0,1,1,0,0,0,0,0,1,0,0,1,2,3
COROICO,otras infecciones,malaria confirmados,2010-01-01,0,0,1,1,1,2,2,1,4,8,0,1,8,13,21
CULPINA,otras infecciones,malaria confirmados,2010-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
EL TORNO,otras infecciones,malaria confirmados,2010-01-01,0,0,7,8,19,6,24,26,23,29,5,1,78,70,148
ENTRE RIOS TRJ,otras infecciones,malaria confirmados,2010-01-01,0,0,1,0,1,0,0,1,5,2,2,0,9,3,12
EUREKA (SANTOS MERCADO),otras infecciones,malaria confirmados,2010-01-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
FILADELFIA,otras infecciones,malaria confirmados,2010-01-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
GUANAY,otras infecciones,malaria confirmados,2010-01-01,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2
GUAYARAMERIN,otras infecciones,malaria confirmados,2010-01-01,0,2,7,8,14,12,50,27,67,52,5,5,143,106,249
INGAVI (HUMAITA),otras infecciones,malaria confirmados,2010-01-01,0,1,0,0,0,0,0,0,3,2,0,0,3,3,6
LA GUARDIA,otras infecciones,malaria confirmados,2010-01-01,0,0,0,0,0,0,2,1,3,1,0,0,5,2,7
LA PAZ,otras infecciones,malaria confirmados,2010-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MAGDALENA,otras infecciones,malaria confirmados,2010-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MIZQUE,otras infecciones,malaria confirmados,2010-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MONTEAGUDO,otras infecciones,malaria confirmados,2010-01-01,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2
