,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACACIO,otras infecciones,enfermedad diarreica aguda,2010-01-01,8,6,20,14,1,1,1,1,3,3,1,1,34,26,60
ACHACACHI,otras infecciones,enfermedad diarreica aguda,2010-01-01,16,8,22,21,1,0,2,3,8,6,5,12,54,50,104
ACHOCALLA,otras infecciones,enfermedad diarreica aguda,2010-01-01,1,1,11,5,0,0,0,0,1,1,0,0,13,7,20
AIQUILE,otras infecciones,enfermedad diarreica aguda,2010-01-01,39,16,45,30,21,1,1,0,3,4,2,1,111,52,163
ALALAY,otras infecciones,enfermedad diarreica aguda,2010-01-01,6,2,6,3,1,1,0,0,0,2,0,0,13,8,21
ALCALA,otras infecciones,enfermedad diarreica aguda,2010-01-01,3,4,14,9,3,3,0,5,3,5,3,4,26,30,56
ALTO BENI,otras infecciones,enfermedad diarreica aguda,2010-01-01,5,9,10,10,1,5,0,5,4,4,0,0,20,33,53
ANCORAIMES,otras infecciones,enfermedad diarreica aguda,2010-01-01,4,5,14,14,0,1,0,1,2,2,3,0,23,23,46
ANDAMARCA,otras infecciones,enfermedad diarreica aguda,2010-01-01,4,0,8,8,2,0,3,2,5,10,4,6,26,26,52
ANTEQUERA,otras infecciones,enfermedad diarreica aguda,2010-01-01,3,0,7,2,0,1,1,0,0,3,1,0,12,6,18
ANZALDO,otras infecciones,enfermedad diarreica aguda,2010-01-01,9,5,6,9,2,1,1,1,3,1,0,0,21,17,38
APOLO,otras infecciones,enfermedad diarreica aguda,2010-01-01,35,24,51,36,0,4,0,0,0,4,2,0,88,68,156
ARAMPAMPA,otras infecciones,enfermedad diarreica aguda,2010-01-01,6,3,16,11,0,0,0,1,2,0,1,0,25,15,40
ARANI,otras infecciones,enfermedad diarreica aguda,2010-01-01,8,9,18,14,1,1,0,0,2,1,0,4,29,29,58
ARBIETO,otras infecciones,enfermedad diarreica aguda,2010-01-01,5,7,10,6,0,0,1,0,1,4,2,2,19,19,38
ARQUE,otras infecciones,enfermedad diarreica aguda,2010-01-01,16,10,20,17,3,1,1,1,0,2,0,0,40,31,71
ASCENCION DE GUARAYOS,otras infecciones,enfermedad diarreica aguda,2010-01-01,20,28,35,41,3,2,2,1,7,3,1,1,68,76,144
ATOCHA,otras infecciones,enfermedad diarreica aguda,2010-01-01,19,10,49,49,14,20,7,17,44,43,10,13,143,152,295
AUCAPATA,otras infecciones,enfermedad diarreica aguda,2010-01-01,2,1,4,4,1,1,0,1,4,1,0,1,11,9,20
AYATA,otras infecciones,enfermedad diarreica aguda,2010-01-01,14,9,23,23,1,3,3,0,2,3,0,2,43,40,83
AYO AYO,otras infecciones,enfermedad diarreica aguda,2010-01-01,8,4,9,4,0,0,0,0,1,2,0,0,18,10,28
AYOPAYA (V. DE INDEPENDENCIA),otras infecciones,enfermedad diarreica aguda,2010-01-01,31,33,56,58,0,2,2,4,6,6,1,3,96,106,202
