,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,
EL ALTO,mortalidad,muerte menor de 5 anos por neumonia,2011-01-01,0,1,0,0,0,1,1
LA PAZ,mortalidad,muerte menor de 5 anos por neumonia,2011-01-01,0,0,1,0,1,0,1
RIBERALTA,mortalidad,muerte menor de 5 anos por neumonia,2011-01-01,1,0,0,0,1,0,1
SAN IGNACIO,mortalidad,muerte menor de 5 anos por neumonia,2011-01-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 5 anos por neumonia,2011-01-01,0,0,0,0,0,0,0
TARIJA,mortalidad,muerte menor de 5 anos por neumonia,2011-01-01,0,1,0,0,0,1,1
COLCAPIRHUA,mortalidad,muerte menor de 5 anos por neumonia,2011-02-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,muerte menor de 5 anos por neumonia,2011-02-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 5 anos por neumonia,2011-02-01,0,1,0,0,0,1,1
TARABUCO,mortalidad,muerte menor de 5 anos por neumonia,2011-02-01,0,0,0,1,0,1,1
TARIJA,mortalidad,muerte menor de 5 anos por neumonia,2011-02-01,1,0,0,0,1,0,1
CAPINOTA,mortalidad,muerte menor de 5 anos por neumonia,2011-03-01,0,0,1,0,1,0,1
COCHABAMBA,mortalidad,muerte menor de 5 anos por neumonia,2011-03-01,0,1,0,0,0,1,1
LLALLAGUA,mortalidad,muerte menor de 5 anos por neumonia,2011-03-01,0,0,0,1,0,1,1
MONTERO,mortalidad,muerte menor de 5 anos por neumonia,2011-03-01,0,1,0,0,0,1,1
RIBERALTA,mortalidad,muerte menor de 5 anos por neumonia,2011-03-01,1,0,1,0,2,0,2
SACABA,mortalidad,muerte menor de 5 anos por neumonia,2011-03-01,0,0,0,1,0,1,1
SAN BORJA,mortalidad,muerte menor de 5 anos por neumonia,2011-03-01,1,0,1,0,2,0,2
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 5 anos por neumonia,2011-03-01,4,2,0,0,4,2,6
SANTIAGO DE CALLAPA,mortalidad,muerte menor de 5 anos por neumonia,2011-03-01,0,0,2,0,2,0,2
SIPE SIPE,mortalidad,muerte menor de 5 anos por neumonia,2011-03-01,0,0,1,0,1,0,1
TARIJA,mortalidad,muerte menor de 5 anos por neumonia,2011-03-01,1,0,0,0,1,0,1
BOYUIBE,mortalidad,muerte menor de 5 anos por neumonia,2011-04-01,0,0,0,1,0,1,1
CHARAGUA,mortalidad,muerte menor de 5 anos por neumonia,2011-04-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),mortalidad,muerte menor de 5 anos por neumonia,2011-04-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad,muerte menor de 5 anos por neumonia,2011-04-01,0,1,0,0,0,1,1
COMARAPA,mortalidad,muerte menor de 5 anos por neumonia,2011-04-01,0,0,1,0,1,0,1
COPACABANA,mortalidad,muerte menor de 5 anos por neumonia,2011-04-01,0,0,0,1,0,1,1
GUAYARAMERIN,mortalidad,muerte menor de 5 anos por neumonia,2011-04-01,1,0,0,0,1,0,1
LA GUARDIA,mortalidad,muerte menor de 5 anos por neumonia,2011-04-01,1,0,0,0,1,0,1
POTOSI,mortalidad,muerte menor de 5 anos por neumonia,2011-04-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 5 anos por neumonia,2011-04-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 5 anos por neumonia,2011-04-01,0,0,0,0,0,0,0
SUCRE,mortalidad,muerte menor de 5 anos por neumonia,2011-04-01,0,1,0,0,0,1,1
VILLAZON,mortalidad,muerte menor de 5 anos por neumonia,2011-04-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,muerte menor de 5 anos por neumonia,2011-05-01,2,1,1,0,3,1,4
OMEREQUE,mortalidad,muerte menor de 5 anos por neumonia,2011-05-01,0,0,0,1,0,1,1
ROBORE,mortalidad,muerte menor de 5 anos por neumonia,2011-05-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 5 anos por neumonia,2011-05-01,0,0,0,0,0,0,0
UYUNI,mortalidad,muerte menor de 5 anos por neumonia,2011-05-01,0,0,1,0,1,0,1
YANACACHI,mortalidad,muerte menor de 5 anos por neumonia,2011-05-01,0,0,1,0,1,0,1
CARACOLLO,mortalidad,muerte menor de 5 anos por neumonia,2011-06-01,0,0,1,0,1,0,1
EL ALTO,mortalidad,muerte menor de 5 anos por neumonia,2011-06-01,2,1,0,0,2,1,3
LA PAZ,mortalidad,muerte menor de 5 anos por neumonia,2011-06-01,1,2,0,1,1,3,4
LLALLAGUA,mortalidad,muerte menor de 5 anos por neumonia,2011-06-01,0,0,1,0,1,0,1
POTOSI,mortalidad,muerte menor de 5 anos por neumonia,2011-06-01,0,1,0,0,0,1,1
PUCARANI,mortalidad,muerte menor de 5 anos por neumonia,2011-06-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad,muerte menor de 5 anos por neumonia,2011-06-01,1,0,0,0,1,0,1
SACABA,mortalidad,muerte menor de 5 anos por neumonia,2011-06-01,0,0,1,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 5 anos por neumonia,2011-06-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 5 anos por neumonia,2011-06-01,0,0,0,0,0,0,0
UYUNI,mortalidad,muerte menor de 5 anos por neumonia,2011-06-01,0,1,0,0,0,1,1
COBIJA,mortalidad,muerte menor de 5 anos por neumonia,2011-07-01,1,0,0,0,1,0,1
COCHABAMBA,mortalidad,muerte menor de 5 anos por neumonia,2011-07-01,0,1,0,0,0,1,1
EL ALTO,mortalidad,muerte menor de 5 anos por neumonia,2011-07-01,1,0,0,1,1,1,2
LA PAZ,mortalidad,muerte menor de 5 anos por neumonia,2011-07-01,0,1,1,0,1,1,2
POROMA,mortalidad,muerte menor de 5 anos por neumonia,2011-07-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 5 anos por neumonia,2011-07-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad,muerte menor de 5 anos por neumonia,2011-08-01,0,1,0,0,0,1,1
EL ALTO,mortalidad,muerte menor de 5 anos por neumonia,2011-08-01,0,0,0,1,0,1,1
HUANUNI,mortalidad,muerte menor de 5 anos por neumonia,2011-08-01,0,0,0,1,0,1,1
LA PAZ,mortalidad,muerte menor de 5 anos por neumonia,2011-08-01,1,2,0,0,1,2,3
PUERTO SUAREZ,mortalidad,muerte menor de 5 anos por neumonia,2011-08-01,1,0,0,0,1,0,1
RIBERALTA,mortalidad,muerte menor de 5 anos por neumonia,2011-08-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 5 anos por neumonia,2011-08-01,0,1,0,0,0,1,1
SENA,mortalidad,muerte menor de 5 anos por neumonia,2011-08-01,0,0,1,0,1,0,1
BETANZOS,mortalidad,muerte menor de 5 anos por neumonia,2011-09-01,0,0,0,1,0,1,1
CAMIRI,mortalidad,muerte menor de 5 anos por neumonia,2011-09-01,0,1,0,0,0,1,1
CARANAVI,mortalidad,muerte menor de 5 anos por neumonia,2011-09-01,0,1,0,0,0,1,1
COBIJA,mortalidad,muerte menor de 5 anos por neumonia,2011-09-01,2,0,0,0,2,0,2
COCHABAMBA,mortalidad,muerte menor de 5 anos por neumonia,2011-09-01,0,1,0,0,0,1,1
COLOMI,mortalidad,muerte menor de 5 anos por neumonia,2011-09-01,0,0,1,0,1,0,1
COLQUENCHA,mortalidad,muerte menor de 5 anos por neumonia,2011-09-01,0,0,1,0,1,0,1
COPACABANA,mortalidad,muerte menor de 5 anos por neumonia,2011-09-01,0,0,1,0,1,0,1
EL ALTO,mortalidad,muerte menor de 5 anos por neumonia,2011-09-01,0,0,3,1,3,1,4
FERNANDEZ ALONSO,mortalidad,muerte menor de 5 anos por neumonia,2011-09-01,0,1,0,0,0,1,1
LA PAZ,mortalidad,muerte menor de 5 anos por neumonia,2011-09-01,1,0,0,0,1,0,1
SAN BORJA,mortalidad,muerte menor de 5 anos por neumonia,2011-09-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 5 anos por neumonia,2011-09-01,0,3,0,0,0,3,3
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 5 anos por neumonia,2011-09-01,0,0,0,0,0,0,0
SANTA ROSA,mortalidad,muerte menor de 5 anos por neumonia,2011-09-01,0,1,0,0,0,1,1
POROMA,mortalidad,muerte menor de 5 anos por neumonia,2011-10-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad,muerte menor de 5 anos por neumonia,2011-10-01,1,0,0,0,1,0,1
RURRENABAQUE,mortalidad,muerte menor de 5 anos por neumonia,2011-10-01,1,0,0,0,1,0,1
SACABA,mortalidad,muerte menor de 5 anos por neumonia,2011-10-01,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,mortalidad,muerte menor de 5 anos por neumonia,2011-10-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 5 anos por neumonia,2011-10-01,2,0,0,0,2,0,2
SANTA ROSA,mortalidad,muerte menor de 5 anos por neumonia,2011-10-01,0,1,0,0,0,1,1
TRINIDAD,mortalidad,muerte menor de 5 anos por neumonia,2011-10-01,0,1,0,0,0,1,1
EL ALTO,mortalidad,muerte menor de 5 anos por neumonia,2011-11-01,0,0,1,0,1,0,1
ORURO,mortalidad,muerte menor de 5 anos por neumonia,2011-11-01,1,0,0,0,1,0,1
PUERTO SUAREZ,mortalidad,muerte menor de 5 anos por neumonia,2011-11-01,1,0,0,0,1,0,1
RIBERALTA,mortalidad,muerte menor de 5 anos por neumonia,2011-11-01,0,1,0,0,0,1,1
SAN CARLOS,mortalidad,muerte menor de 5 anos por neumonia,2011-11-01,0,0,1,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 5 anos por neumonia,2011-11-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 5 anos por neumonia,2011-11-01,0,0,0,0,0,0,0
TRINIDAD,mortalidad,muerte menor de 5 anos por neumonia,2011-11-01,0,1,0,0,0,1,1
UYUNI,mortalidad,muerte menor de 5 anos por neumonia,2011-11-01,1,0,0,0,1,0,1
COLOMI,mortalidad,muerte menor de 5 anos por neumonia,2011-12-01,0,0,1,0,1,0,1
CUATRO CAÑADAS,mortalidad,muerte menor de 5 anos por neumonia,2011-12-01,0,0,1,0,1,0,1
EL ALTO,mortalidad,muerte menor de 5 anos por neumonia,2011-12-01,1,1,1,2,2,3,5
GUAYARAMERIN,mortalidad,muerte menor de 5 anos por neumonia,2011-12-01,2,0,0,0,2,0,2
LA PAZ,mortalidad,muerte menor de 5 anos por neumonia,2011-12-01,1,0,0,0,1,0,1
POTOSI,mortalidad,muerte menor de 5 anos por neumonia,2011-12-01,2,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 5 anos por neumonia,2011-12-01,0,0,0,0,0,0,0
