,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
ACACIO,"violencia, hechos de transito y accidentes",no de casos presentados por otros accidentes,2017-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
ACHACACHI,"violencia, hechos de transito y accidentes",no de casos presentados por otros accidentes,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
ALCALA,"violencia, hechos de transito y accidentes",no de casos presentados por otros accidentes,2017-01-01,0,0,0,0,0,0,2,3,0,0,1,0,3,2,0,0,0,0,3,2,9,7,16
ANCORAIMES,"violencia, hechos de transito y accidentes",no de casos presentados por otros accidentes,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ANZALDO,"violencia, hechos de transito y accidentes",no de casos presentados por otros accidentes,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
ASCENCION DE GUARAYOS,"violencia, hechos de transito y accidentes",no de casos presentados por otros accidentes,2017-01-01,0,0,0,0,0,1,0,1,0,0,3,0,7,1,1,0,1,0,0,1,12,4,16
BATALLAS,"violencia, hechos de transito y accidentes",no de casos presentados por otros accidentes,2017-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,0,3
BERMEJO,"violencia, hechos de transito y accidentes",no de casos presentados por otros accidentes,2017-01-01,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,3
BETANZOS,"violencia, hechos de transito y accidentes",no de casos presentados por otros accidentes,2017-01-01,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
CAMARGO,"violencia, hechos de transito y accidentes",no de casos presentados por otros accidentes,2017-01-01,0,0,0,0,3,0,0,0,4,0,1,0,2,2,1,0,1,0,1,0,13,2,15
CAMIRI,"violencia, hechos de transito y accidentes",no de casos presentados por otros accidentes,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CHALLAPATA,"violencia, hechos de transito y accidentes",no de casos presentados por otros accidentes,2017-01-01,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,3,4
CHUA COCANI,"violencia, hechos de transito y accidentes",no de casos presentados por otros accidentes,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),"violencia, hechos de transito y accidentes",no de casos presentados por otros accidentes,2017-01-01,0,0,0,0,0,0,0,1,1,0,1,0,2,6,2,0,2,1,2,2,10,10,20
COBIJA,"violencia, hechos de transito y accidentes",no de casos presentados por otros accidentes,2017-01-01,0,0,1,1,14,6,14,6,4,2,12,5,34,25,13,1,7,3,2,7,101,56,157
COCHABAMBA,"violencia, hechos de transito y accidentes",no de casos presentados por otros accidentes,2017-01-01,1,2,19,6,34,18,42,25,30,13,17,12,86,36,23,15,15,11,19,27,286,165,451
COLCAPIRHUA,"violencia, hechos de transito y accidentes",no de casos presentados por otros accidentes,2017-01-01,1,2,1,0,3,1,1,2,8,3,2,2,7,5,1,4,5,5,1,6,30,30,60
COLLANA,"violencia, hechos de transito y accidentes",no de casos presentados por otros accidentes,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
