municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
ATOCHA,tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
AZURDUY,tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,0,0.0,1,,1,,
BERMEJO,tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,7,,0,0.0,7,,
BUENA VISTA,tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
CABEZAS,tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
"CAIZA ""D""",tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
CAJUATA,tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
CAMARGO,tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
CAMIRI,tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,2,0.0,2,0.0,4,,
CAPINOTA,tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
CARANAVI,tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,2006-01-01,0,0.0,0,0.0,1,0.0,11,0.0,1,0.0,13,,
CHALLAPATA,tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,2,,
CHARAGUA,tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,2006-01-01,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,2,,
CHIMORE,tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,3,,0,0.0,3,,
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,6,0.0,1,0.0,7,,
CLIZA,tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
COBIJA,tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
COCHABAMBA,tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,20,0.0,3,0.0,23,,
COLCAPIRHUA,tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
COLQUECHACA,tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,3,,0,0.0,3,,
COMANCHE,tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
COROICO,tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,0,0.0,1,,1,,
COTAGAITA,tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,2,,
COTOCA,tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
CURAHUARA DE CARANGAS,tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
DESAGUADERO,tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
EL ALTO,tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,2006-01-01,0,0.0,0,0.0,4,0.0,23,0.0,2,0.0,29,,
