municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
MONTEAGUDO,tuberculosis y lepra,lepra *,2006-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,
BERMEJO,tuberculosis y lepra,lepra *,2006-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,,
TRINIDAD,tuberculosis y lepra,lepra *,2006-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,,
COBIJA,tuberculosis y lepra,lepra *,2006-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,
MONTEAGUDO,tuberculosis y lepra,lepra *,2006-03-01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,2.0,,
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis y lepra,lepra *,2006-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,
EXALTACION,tuberculosis y lepra,lepra *,2006-05-01,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,
MINEROS,tuberculosis y lepra,lepra *,2006-05-01,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,4.0,,
MONTEAGUDO,tuberculosis y lepra,lepra *,2006-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,
SUCRE,tuberculosis y lepra,lepra *,2006-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,
COBIJA,tuberculosis y lepra,lepra *,2006-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,
MONTEAGUDO,tuberculosis y lepra,lepra *,2006-07-01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,2.0,,
CARAPARI,tuberculosis y lepra,lepra *,2006-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,,
ICLA,tuberculosis y lepra,lepra *,2006-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,
PUERTO RICO,tuberculosis y lepra,lepra *,2006-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,
COBIJA,tuberculosis y lepra,lepra *,2006-09-01,0.0,0.0,0.0,0.0,3.0,0.0,11.0,0.0,2.0,0.0,16.0,,
MONTEAGUDO,tuberculosis y lepra,lepra *,2006-09-01,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,5.0,,
PUERTO RICO,tuberculosis y lepra,lepra *,2006-09-01,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,12.0,,
GUAYARAMERIN,tuberculosis y lepra,lepra *,2006-10-01,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,,
RIBERALTA,tuberculosis y lepra,lepra *,2006-10-01,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,7.0,,
COBIJA,tuberculosis y lepra,lepra *,2006-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,
MONTEAGUDO,tuberculosis y lepra,lepra *,2006-11-01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,2.0,,
TARIJA,tuberculosis y lepra,lepra *,2006-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,,
