municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
BERMEJO,tuberculosis y lepra,tuberculosis pulmonar baar - nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
CAMIRI,tuberculosis y lepra,tuberculosis pulmonar baar - nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,3,,0,0.0,3,,
COCHABAMBA,tuberculosis y lepra,tuberculosis pulmonar baar - nuevos,2006-01-01,1,0.0,0,0.0,0,0.0,4,0.0,1,0.0,6,,
COLCAPIRHUA,tuberculosis y lepra,tuberculosis pulmonar baar - nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,0,0.0,1,,1,,
COLOMI,tuberculosis y lepra,tuberculosis pulmonar baar - nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
COLQUECHACA,tuberculosis y lepra,tuberculosis pulmonar baar - nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
COROICO,tuberculosis y lepra,tuberculosis pulmonar baar - nuevos,2006-01-01,0,0.0,0,0.0,1,,0,0.0,0,0.0,1,,
EL ALTO,tuberculosis y lepra,tuberculosis pulmonar baar - nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,4,0.0,1,0.0,5,,
GUAYARAMERIN,tuberculosis y lepra,tuberculosis pulmonar baar - nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
LA PAZ,tuberculosis y lepra,tuberculosis pulmonar baar - nuevos,2006-01-01,0,0.0,0,0.0,4,0.0,24,0.0,5,0.0,33,,
MAPIRI,tuberculosis y lepra,tuberculosis pulmonar baar - nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
MONTEAGUDO,tuberculosis y lepra,tuberculosis pulmonar baar - nuevos,2006-01-01,0,0.0,0,0.0,1,,0,0.0,0,0.0,1,,
POTOSI,tuberculosis y lepra,tuberculosis pulmonar baar - nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,3,,0,0.0,3,,
PUERTO QUIJARRO,tuberculosis y lepra,tuberculosis pulmonar baar - nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
RIBERALTA,tuberculosis y lepra,tuberculosis pulmonar baar - nuevos,2006-01-01,0,0.0,0,0.0,0,0.0,0,0.0,1,,1,,
SAN JULIAN,tuberculosis y lepra,tuberculosis pulmonar baar - nuevos,2006-01-01,0,0.0,0,0.0,1,,0,0.0,0,0.0,1,,
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tuberculosis pulmonar baar - nuevos,2006-01-01,0,0.0,1,0.0,2,0.0,9,0.0,4,0.0,16,,
