municipality,group,variable,month,Cantidad,TOTAL
ANCORAIMES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2012-01-01,2,2
ASCENCION DE GUARAYOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2012-01-01,4,4
ATOCHA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2012-01-01,1,1
CAMARGO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2012-01-01,1,1
CAMIRI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2012-01-01,6,6
CLIZA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2012-01-01,1,1
COBIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2012-01-01,5,5
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2012-01-01,9,9
COMARAPA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2012-01-01,1,1
COMBAYA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2012-01-01,1,1
CONCEPCION,salud sexual y reproductiva,preeclampsia severa/eclampsia,2012-01-01,1,1
COROICO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2012-01-01,2,2
COTOCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2012-01-01,2,2
CUATRO CAÑADAS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2012-01-01,2,2
EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2012-01-01,24,24
GUAYARAMERIN,salud sexual y reproductiva,preeclampsia severa/eclampsia,2012-01-01,4,4
GUTIERREZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2012-01-01,1,1
LA ASUNTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2012-01-01,3,3
LA GUARDIA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2012-01-01,1,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2012-01-01,31,31
LLALLAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2012-01-01,2,2
MINEROS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2012-01-01,1,1
MONTERO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2012-01-01,7,7
ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2012-01-01,21,21
PAZÑA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2012-01-01,2,2
POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2012-01-01,6,6
PUERTO QUIJARRO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2012-01-01,1,1
