municipality,group,variable,month,Cantidad,TOTAL
ACHACACHI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,7,7
AIQUILE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,8,8
ALALAY,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,2,2
ANCORAIMES,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,1,1
ANDAMARCA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,1,1
ANTEQUERA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,2,2
APOLO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,10,10
ARAMPAMPA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,2,2
ARANI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,7,7
ARBIETO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,1,1
ASCENCION DE GUARAYOS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,77,77
ATOCHA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,25,25
AYATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,1,1
AYO AYO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,9,9
AZURDUY,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,2,2
BERMEJO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,5,5
BETANZOS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,6,6
BOLIVAR,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,3,3
BOLPEBRA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,1,1
BOYUIBE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,1,1
BUENA VISTA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,2,2
CABEZAS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,4,4
"CAIZA ""D""",salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,1,1
CAJUATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,2,2
CALAMARCA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,1,1
CAMARGO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,22,22
CAMIRI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,32,32
CAPINOTA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,4,4
CARACOLLO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,12,12
CARANAVI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,23,23
CARIPUYO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,3,3
CARMEN RIVERO TORREZ,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,9,9
CHACARILLA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,1,1
CHALLAPATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,21,21
CHAQUI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,1,1
CHARAGUA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,5,5
CHAYANTA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,1,1
CHIMORE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,37,37
CHIPAYA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,12,12
CHUMA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,1,1
CKOCHAS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,5,5
CLIZA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2012-01-01,5,5
