municipality,group,variable,month,Cantidad,TOTAL
ACHACACHI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,1,1
ANCORAIMES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,1,1
ANDAMARCA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,1,1
APOLO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,1,1
CAMARGO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,1,1
CAMIRI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,1,1
CAPINOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,2,2
CHALLAPATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,1,1
CHIMORE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,1,1
COBIJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,1,1
COCHABAMBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,41,41
CONCEPCION,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,2,2
COTOCA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,1,1
EL ALTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,44,44
EL TORNO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,2,2
ENTRE RIOS TRJ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,1,1
GUANAY,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,1,1
LA ASUNTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,1,1
LA GUARDIA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,3,3
LA PAZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,78,78
LLALLAGUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,1,1
LURIBAY,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,1,1
MAIRANA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,2,2
MINEROS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,1,1
MONTEAGUDO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,1,1
MONTERO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,20,20
ORURO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,74,74
PADILLA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,3,3
PAILON,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,1,1
PAMPA GRANDE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,1,1
PORCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2012-01-01,1,1
