,group,variable,month,a. < de 6 meses,a. < de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
CABEZAS,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"CAIZA ""D""",inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CAMARGO,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
CAMIRI,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CARACOLLO,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CARANAVI,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,2,4
CHARAGUA,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHIMORE,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CLIZA,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,11,10,16,33,14,12,6,3,6,2,0,0,0,0,0,0,53,60,113
COLCAPIRHUA,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
CONCEPCION,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2
COTOCA,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2
CUATRO CAÑADAS,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CULPINA,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
EL ALTO,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
ENTRE RIOS CBBA,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
GENERAL SAAVEDRA,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,2,3
HUANUNI,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,3
INCAHUASI,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LA ASUNTA,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LA GUARDIA,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
LA PAZ,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,1,2,2,1,1,0,2,0,0,0,0,0,0,0,6,3,9
LLALLAGUA,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,3,5
MACHARETI,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2
MAIRANA,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
MONTEAGUDO,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MONTERO,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,1,3,1,4,2,3,0,0,0,0,0,0,0,0,1,0,5,10,15
ORURO,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,8,2,6,5,4,1,1,0,2,2,1,0,0,1,0,0,22,11,33
PADILLA,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PALOS BLANCOS,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
POOPO,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
POTOSI,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,2,1,1,6,4,2,1,0,1,1,2,0,0,0,0,0,1,10,12,22
PUERTO GONZALO MORENO,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO QUIJARRO,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,3,4
PUERTO VILLARROEL,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PUNATA,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,3,5
QUILLACOLLO,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,1,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,5,2,7
RIBERALTA,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
RURRENABAQUE,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
SACABA,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,5,1,6
SAN IGNACIO,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN JOAQUIN,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,1,0,1,0,0,6,3,9
SAN JULIAN,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,3
SAN LORENZO(TJA),inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN RAFAEL,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN RAMON BENI,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTA ANA,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,1,6,5,5,8,9,6,2,2,2,4,0,3,0,1,0,1,24,31,55
SANTA ROSA,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SHINAOTA,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,5,1,6
SUCRE,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,5,6,6,14,2,4,2,1,0,0,0,0,0,0,0,0,15,25,40
TARIJA,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TARVITA,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TIQUIPAYA,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TOTORA(CBBA),inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TRINIDAD,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,7,1,11,10,8,0,0,0,1,0,0,1,1,0,0,2,28,14,42
UNCIA,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
URIONDO (A. CONCEPCION),inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
UYUNI,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
VALLEGRANDE,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
VILLA MONTES,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3
VILLA TUNARI,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,2,5
VINTO,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
WARNES,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,5,6
YACUIBA,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,1,5,6
YOTALA,inmunoprevenibles,hepatitis viral a*,2024-01-01,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,3
AIQUILE,inmunoprevenibles,hepatitis viral a*,2024-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
ALTO BENI,inmunoprevenibles,hepatitis viral a*,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ANZALDO,inmunoprevenibles,hepatitis viral a*,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
