,group,variable,month,a. < de 6 meses,a. < de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
ANZALDO,inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CARACOLLO,inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CLIZA,inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COBIJA,inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
COCHABAMBA,inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,0,0,3,0,4,1,1,0,1,0,0,1,0,0,1,0,10,2,12
COLCAPIRHUA,inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2
COLOMI,inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
COROICO,inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
EL ALTO,inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,4,2,6
EL TORNO,inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
ENTRE RIOS TRJ,inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GUAYARAMERIN,inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,0,3,5,8
LA PAZ,inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,4,4
MAGDALENA,inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,4
MECAPACA,inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ORURO,inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5
POJO (CBBA),inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PORCO,inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
POTOSI,inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,3,0,4,0,3,2,0,0,0,0,0,1,0,1,0,0,10,4,14
QUILLACOLLO,inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
RIBERALTA,inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SACABA,inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN PEDRO,inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,otras hepatitis virales,2024-01-01,4,0,3,3,5,4,5,3,2,0,2,0,1,2,0,9,0,0,0,2,22,23,45
SUCRE,inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,2,4
TARIJA,inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,2,0,4,3,7
TOTORA(CBBA),inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TRINIDAD,inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
VILLA TUNARI,inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
VINTO,inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
WARNES,inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,3
ZUDAÑEZ,inmunoprevenibles,otras hepatitis virales,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ARBIETO,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BETANZOS,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CARACOLLO,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CLIZA,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COBIJA,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,0,0,6,2,3,1,1,0,1,0,0,0,0,0,0,0,11,3,14
COLCAPIRHUA,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2
EL ALTO,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,5
ENTRE RIOS TRJ,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
FERNANDEZ ALONSO,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4
GAIOC JATUN AYLLU YURA,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
GUAYARAMERIN,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUANUNI,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LA GUARDIA,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LA PAZ,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2
LLALLAGUA,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MAGDALENA,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,0,1,12,12,7,5,2,2,0,1,0,0,0,0,0,0,21,21,42
MONTERO,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2
ORURO,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,5,0,5
PATACAMAYA,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
POTOSI,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,0,2,0,1,0,0,0,1,4,2,0,0,0,0,0,0,4,6,10
PUERTO VILLARROEL,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
QUILLACOLLO,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
RIBERALTA,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SACABA,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1,3
SANTA ANA,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,3,0,0,0,1,8,5,0,2,0,0,1,0,0,0,0,0,0,0,9,11,20
SIPE SIPE,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SUCRE,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,3
TARIJA,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,1,0,0,0,0,2,0,0,2,1,0,0,0,0,1,0,4,3,7
TRINIDAD,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,1,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,4,4,8
VINTO,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
YACUIBA,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ZUDAÑEZ,inmunoprevenibles,otras hepatitis virales,2024-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AIQUILE,inmunoprevenibles,otras hepatitis virales,2024-03-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
ARBIETO,inmunoprevenibles,otras hepatitis virales,2024-03-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
BERMEJO,inmunoprevenibles,otras hepatitis virales,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
BETANZOS,inmunoprevenibles,otras hepatitis virales,2024-03-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
