,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,
AIQUILE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-01-01,0,1,1
APOLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-01-01,9,3,12
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-01-01,3,0,3
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-01-01,1,0,1
PATACAMAYA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-01-01,2,0,2
POTOSI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-01-01,1,0,1
PRESTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-01-01,1,0,1
QUIME,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-01-01,1,0,1
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-01-01,20,0,20
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-01-01,1,0,1
SACABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-01-01,0,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-01-01,2,0,2
SENA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-01-01,1,0,1
SICA SICA (VILLA AROMA),salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-01-01,1,0,1
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-01-01,10,0,10
VILA VILA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-01-01,0,1,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-02-01,8,1,9
CONCEPCION,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-02-01,1,0,1
CUATRO CAÑADAS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-02-01,1,0,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-02-01,11,0,11
ESCOMA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-02-01,1,0,1
GUAYARAMERIN,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-02-01,1,0,1
LA ASUNTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-02-01,1,0,1
POTOSI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-02-01,1,0,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-02-01,1,0,1
SAN MIGUEL DE VELASCO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-02-01,1,0,1
SENA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-02-01,0,1,1
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-02-01,1,2,3
VACAS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-02-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-03-01,1,0,1
COMARAPA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-03-01,1,0,1
CONCEPCION,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-03-01,1,0,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-03-01,1,0,1
EL TORNO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-03-01,1,0,1
GUAYARAMERIN,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-03-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-03-01,36,10,46
POTOSI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-03-01,1,0,1
SAN BUENA VENTURA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-03-01,0,2,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-03-01,18,0,18
VILA VILA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-03-01,2,0,2
VILLAZON,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-03-01,1,0,1
COBIJA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-04-01,1,0,1
COMARAPA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-04-01,2,0,2
COROICO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-04-01,1,0,1
EL TORNO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-04-01,1,0,1
ESCOMA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-04-01,0,1,1
HUANUNI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-04-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-04-01,19,0,19
LLALLAGUA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-04-01,0,1,1
MIZQUE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-04-01,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-04-01,15,3,18
SANTIAGO DE CALLAPA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-04-01,0,1,1
TARIJA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-04-01,1,0,1
TRINIDAD,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-04-01,2,0,2
VILLA TUNARI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-04-01,1,0,1
YACUIBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-04-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-05-01,1,0,1
COTOCA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-05-01,0,1,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-05-01,1,0,1
ESCOMA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-05-01,0,1,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-05-01,24,0,24
POCONA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-05-01,1,0,1
POTOSI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-05-01,5,0,5
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-05-01,3,0,3
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-05-01,1,0,1
SAN JOSE DE CHIQUITOS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-05-01,0,2,2
VILLA TUNARI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-05-01,1,0,1
YACUIBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-05-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-06-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-06-01,25,0,25
POTOSI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-06-01,8,0,8
PUERTO VILLARROEL,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-06-01,1,0,1
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-06-01,1,0,1
SAN JULIAN,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-06-01,9,0,9
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-06-01,0,1,1
TRINIDAD,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-06-01,2,0,2
VILLAZON,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-06-01,3,0,3
COTAGAITA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-07-01,1,0,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-07-01,1,0,1
EL TORNO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-07-01,1,0,1
JESUS DE MACHACA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-07-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-07-01,3,0,3
MONTERO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-07-01,0,1,1
POTOSI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-07-01,11,0,11
QUIME,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-07-01,2,0,2
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-07-01,0,2,2
SAN LORENZO(TJA),salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-07-01,1,0,1
VILA VILA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-07-01,0,1,1
CHALLAPATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-08-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-08-01,0,1,1
COMARAPA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-08-01,1,0,1
CURAHUARA DE CARANGAS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-08-01,1,0,1
EL TORNO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-08-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-08-01,9,0,9
MONTERO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-08-01,0,1,1
POTOSI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-08-01,14,0,14
SAN RAMON BENI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-08-01,3,0,3
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-08-01,1,0,1
TARIJA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-08-01,0,1,1
YOTALA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-08-01,1,0,1
ACHACACHI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-09-01,1,0,1
CHALLAPATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-09-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-09-01,0,4,4
COMARAPA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-09-01,1,0,1
CULPINA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-09-01,1,0,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-09-01,0,1,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-09-01,7,0,7
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-09-01,1,0,1
PADCAYA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-09-01,1,0,1
PALCA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-09-01,2,0,2
POTOSI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-09-01,7,0,7
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-09-01,3,0,3
SAN MATIAS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-09-01,0,2,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-09-01,1,4,5
VACAS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-09-01,1,0,1
YOTALA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-09-01,3,0,3
ANZALDO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2017-10-01,1,0,1
