,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,
APOLO,salud sexual y reproductiva,eclampsia,2017-01-01,12,0,12
LA PAZ,salud sexual y reproductiva,eclampsia,2017-01-01,3,0,3
MAPIRI,salud sexual y reproductiva,eclampsia,2017-01-01,1,0,1
RIBERALTA,salud sexual y reproductiva,eclampsia,2017-01-01,1,0,1
SAN PEDRO DE BUENA VISTA,salud sexual y reproductiva,eclampsia,2017-01-01,0,1,1
SAN RAMON BENI,salud sexual y reproductiva,eclampsia,2017-01-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2017-01-01,3,0,3
SUCRE,salud sexual y reproductiva,eclampsia,2017-01-01,1,0,1
TRINIDAD,salud sexual y reproductiva,eclampsia,2017-01-01,3,0,3
COCHABAMBA,salud sexual y reproductiva,eclampsia,2017-02-01,3,0,3
EL ALTO,salud sexual y reproductiva,eclampsia,2017-02-01,3,0,3
LA PAZ,salud sexual y reproductiva,eclampsia,2017-02-01,1,0,1
RIBERALTA,salud sexual y reproductiva,eclampsia,2017-02-01,1,0,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,eclampsia,2017-02-01,1,0,1
SAN JAVIER(STC),salud sexual y reproductiva,eclampsia,2017-02-01,1,0,1
SAN RAMON BENI,salud sexual y reproductiva,eclampsia,2017-02-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2017-02-01,1,0,1
TIPUANI,salud sexual y reproductiva,eclampsia,2017-02-01,1,0,1
TRINIDAD,salud sexual y reproductiva,eclampsia,2017-02-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2017-03-01,9,0,9
CORIPATA,salud sexual y reproductiva,eclampsia,2017-03-01,1,0,1
EL ALTO,salud sexual y reproductiva,eclampsia,2017-03-01,2,1,3
GUTIERREZ,salud sexual y reproductiva,eclampsia,2017-03-01,1,0,1
LA PAZ,salud sexual y reproductiva,eclampsia,2017-03-01,3,8,11
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2017-03-01,13,0,13
SUCRE,salud sexual y reproductiva,eclampsia,2017-03-01,1,0,1
VILLA TUNARI,salud sexual y reproductiva,eclampsia,2017-03-01,1,0,1
CHARAGUA,salud sexual y reproductiva,eclampsia,2017-04-01,1,0,1
ESCOMA,salud sexual y reproductiva,eclampsia,2017-04-01,0,1,1
LA PAZ,salud sexual y reproductiva,eclampsia,2017-04-01,6,0,6
PUNATA,salud sexual y reproductiva,eclampsia,2017-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2017-04-01,14,0,14
TARIJA,salud sexual y reproductiva,eclampsia,2017-04-01,1,0,1
TRINIDAD,salud sexual y reproductiva,eclampsia,2017-04-01,1,0,1
CAMIRI,salud sexual y reproductiva,eclampsia,2017-05-01,3,0,3
CHARAGUA,salud sexual y reproductiva,eclampsia,2017-05-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2017-05-01,6,0,6
EL ALTO,salud sexual y reproductiva,eclampsia,2017-05-01,5,0,5
ESCOMA,salud sexual y reproductiva,eclampsia,2017-05-01,0,1,1
IXIAMAS,salud sexual y reproductiva,eclampsia,2017-05-01,1,0,1
LA PAZ,salud sexual y reproductiva,eclampsia,2017-05-01,7,0,7
RURRENABAQUE,salud sexual y reproductiva,eclampsia,2017-05-01,2,0,2
SAN IGNACIO,salud sexual y reproductiva,eclampsia,2017-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2017-05-01,19,0,19
SHINAOTA,salud sexual y reproductiva,eclampsia,2017-05-01,1,0,1
SUCRE,salud sexual y reproductiva,eclampsia,2017-05-01,5,0,5
VILLA TUNARI,salud sexual y reproductiva,eclampsia,2017-05-01,1,0,1
ASCENCION DE GUARAYOS,salud sexual y reproductiva,eclampsia,2017-06-01,1,0,1
CHARAGUA,salud sexual y reproductiva,eclampsia,2017-06-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2017-06-01,5,0,5
FERNANDEZ ALONSO,salud sexual y reproductiva,eclampsia,2017-06-01,1,0,1
IRUPANA (VILLA DE LANZA),salud sexual y reproductiva,eclampsia,2017-06-01,0,1,1
LA PAZ,salud sexual y reproductiva,eclampsia,2017-06-01,7,0,7
MONTEAGUDO,salud sexual y reproductiva,eclampsia,2017-06-01,1,0,1
PUNATA,salud sexual y reproductiva,eclampsia,2017-06-01,3,0,3
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2017-06-01,11,1,12
ACHOCALLA,salud sexual y reproductiva,eclampsia,2017-07-01,0,1,1
ASCENCION DE GUARAYOS,salud sexual y reproductiva,eclampsia,2017-07-01,0,3,3
CHARAGUA,salud sexual y reproductiva,eclampsia,2017-07-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2017-07-01,3,0,3
CULPINA,salud sexual y reproductiva,eclampsia,2017-07-01,1,0,1
EL ALTO,salud sexual y reproductiva,eclampsia,2017-07-01,0,4,4
LA PAZ,salud sexual y reproductiva,eclampsia,2017-07-01,6,1,7
PUNATA,salud sexual y reproductiva,eclampsia,2017-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2017-07-01,9,1,10
TARIJA,salud sexual y reproductiva,eclampsia,2017-07-01,1,0,1
TRINIDAD,salud sexual y reproductiva,eclampsia,2017-07-01,3,0,3
CAMIRI,salud sexual y reproductiva,eclampsia,2017-08-01,1,1,2
COCHABAMBA,salud sexual y reproductiva,eclampsia,2017-08-01,3,0,3
EL ALTO,salud sexual y reproductiva,eclampsia,2017-08-01,0,1,1
LA PAZ,salud sexual y reproductiva,eclampsia,2017-08-01,13,1,14
ORURO,salud sexual y reproductiva,eclampsia,2017-08-01,14,0,14
POTOSI,salud sexual y reproductiva,eclampsia,2017-08-01,2,0,2
PUNATA,salud sexual y reproductiva,eclampsia,2017-08-01,3,0,3
SACABA,salud sexual y reproductiva,eclampsia,2017-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2017-08-01,2,0,2
TRINIDAD,salud sexual y reproductiva,eclampsia,2017-08-01,1,0,1
VILLA TUNARI,salud sexual y reproductiva,eclampsia,2017-08-01,1,0,1
ATOCHA,salud sexual y reproductiva,eclampsia,2017-09-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2017-09-01,2,0,2
EL ALTO,salud sexual y reproductiva,eclampsia,2017-09-01,0,1,1
LA PAZ,salud sexual y reproductiva,eclampsia,2017-09-01,7,0,7
ORURO,salud sexual y reproductiva,eclampsia,2017-09-01,2,1,3
PUNATA,salud sexual y reproductiva,eclampsia,2017-09-01,5,0,5
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,eclampsia,2017-09-01,1,0,1
SAN RAMON BENI,salud sexual y reproductiva,eclampsia,2017-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2017-09-01,5,1,6
SENA,salud sexual y reproductiva,eclampsia,2017-09-01,0,1,1
SORATA,salud sexual y reproductiva,eclampsia,2017-09-01,0,1,1
SUCRE,salud sexual y reproductiva,eclampsia,2017-09-01,0,1,1
TRINIDAD,salud sexual y reproductiva,eclampsia,2017-09-01,2,0,2
VILLA RIVERO,salud sexual y reproductiva,eclampsia,2017-09-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2017-10-01,1,0,1
LA PAZ,salud sexual y reproductiva,eclampsia,2017-10-01,6,0,6
PUNATA,salud sexual y reproductiva,eclampsia,2017-10-01,2,0,2
QUILLACOLLO,salud sexual y reproductiva,eclampsia,2017-10-01,1,0,1
SACABA,salud sexual y reproductiva,eclampsia,2017-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2017-10-01,1,0,1
SUCRE,salud sexual y reproductiva,eclampsia,2017-10-01,2,0,2
TARIJA,salud sexual y reproductiva,eclampsia,2017-10-01,1,0,1
TRINIDAD,salud sexual y reproductiva,eclampsia,2017-10-01,2,0,2
VILLAZON,salud sexual y reproductiva,eclampsia,2017-10-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2017-11-01,2,0,2
CUEVO,salud sexual y reproductiva,eclampsia,2017-11-01,0,1,1
EL ALTO,salud sexual y reproductiva,eclampsia,2017-11-01,1,0,1
LA PAZ,salud sexual y reproductiva,eclampsia,2017-11-01,2,0,2
MINEROS,salud sexual y reproductiva,eclampsia,2017-11-01,1,0,1
ORURO,salud sexual y reproductiva,eclampsia,2017-11-01,2,0,2
PUNATA,salud sexual y reproductiva,eclampsia,2017-11-01,8,0,8
QUILLACOLLO,salud sexual y reproductiva,eclampsia,2017-11-01,1,0,1
RIBERALTA,salud sexual y reproductiva,eclampsia,2017-11-01,1,0,1
SACABA,salud sexual y reproductiva,eclampsia,2017-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2017-11-01,2,0,2
SUCRE,salud sexual y reproductiva,eclampsia,2017-11-01,1,0,1
VILLA TUNARI,salud sexual y reproductiva,eclampsia,2017-11-01,1,0,1
COBIJA,salud sexual y reproductiva,eclampsia,2017-12-01,0,1,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2017-12-01,6,0,6
FERNANDEZ ALONSO,salud sexual y reproductiva,eclampsia,2017-12-01,1,0,1
LA PAZ,salud sexual y reproductiva,eclampsia,2017-12-01,4,0,4
POTOSI,salud sexual y reproductiva,eclampsia,2017-12-01,1,0,1
PUERTO VILLARROEL,salud sexual y reproductiva,eclampsia,2017-12-01,3,0,3
PUNATA,salud sexual y reproductiva,eclampsia,2017-12-01,6,0,6
SAN LORENZO(PND),salud sexual y reproductiva,eclampsia,2017-12-01,1,0,1
SAN RAFAEL,salud sexual y reproductiva,eclampsia,2017-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2017-12-01,7,0,7
SUCRE,salud sexual y reproductiva,eclampsia,2017-12-01,1,0,1
TRINIDAD,salud sexual y reproductiva,eclampsia,2017-12-01,3,0,3
