,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,
ACHACACHI,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
APOLO,salud sexual y reproductiva,preeclampsia severa,2017-01-01,16,7,23
ASCENCION DE GUARAYOS,salud sexual y reproductiva,preeclampsia severa,2017-01-01,2,4,6
CAJUATA,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
CALAMARCA,salud sexual y reproductiva,preeclampsia severa,2017-01-01,0,1,1
CARANAVI,salud sexual y reproductiva,preeclampsia severa,2017-01-01,2,0,2
CHACARILLA,salud sexual y reproductiva,preeclampsia severa,2017-01-01,0,3,3
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2017-01-01,13,1,14
COTOCA,salud sexual y reproductiva,preeclampsia severa,2017-01-01,2,0,2
CUATRO CAÑADAS,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
EL ALTO,salud sexual y reproductiva,preeclampsia severa,2017-01-01,5,1,6
GENERAL SAAVEDRA,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa,2017-01-01,11,0,11
MACHARETI,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
MINEROS,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
MIZQUE,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
MONTERO,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
ORURO,salud sexual y reproductiva,preeclampsia severa,2017-01-01,6,2,8
POTOSI,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
PUERTO PEREZ,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2017-01-01,3,1,4
RURRENABAQUE,salud sexual y reproductiva,preeclampsia severa,2017-01-01,3,1,4
SAN BUENA VENTURA,salud sexual y reproductiva,preeclampsia severa,2017-01-01,0,1,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
SAN RAMON BENI,salud sexual y reproductiva,preeclampsia severa,2017-01-01,0,1,1
SANTA ANA,salud sexual y reproductiva,preeclampsia severa,2017-01-01,0,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2017-01-01,65,15,80
SENA,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
SIPE SIPE,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
SUCRE,salud sexual y reproductiva,preeclampsia severa,2017-01-01,5,0,5
TARIJA,salud sexual y reproductiva,preeclampsia severa,2017-01-01,2,0,2
TIPUANI,salud sexual y reproductiva,preeclampsia severa,2017-01-01,2,0,2
TOTORA(CBBA),salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
TRINIDAD,salud sexual y reproductiva,preeclampsia severa,2017-01-01,4,0,4
VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
YACUIBA,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,1,2
YAMPARAEZ,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
ACHACACHI,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
ASCENCION DE GUARAYOS,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
BELLA FLOR,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2017-02-01,14,0,14
CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
EL ALTO,salud sexual y reproductiva,preeclampsia severa,2017-02-01,5,2,7
FERNANDEZ ALONSO,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
GENERAL SAAVEDRA,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
LA ASUNTA,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa,2017-02-01,10,0,10
LAJA,salud sexual y reproductiva,preeclampsia severa,2017-02-01,2,0,2
MIZQUE,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
MONTERO,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
ORURO,salud sexual y reproductiva,preeclampsia severa,2017-02-01,9,3,12
PUNATA,salud sexual y reproductiva,preeclampsia severa,2017-02-01,4,0,4
QUIME,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2017-02-01,2,0,2
RURRENABAQUE,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
SACABA,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2017-02-01,3,0,3
SANTA ANA,salud sexual y reproductiva,preeclampsia severa,2017-02-01,5,0,5
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2017-02-01,36,15,51
SANTIVAÑES,salud sexual y reproductiva,preeclampsia severa,2017-02-01,2,0,2
SORATA,salud sexual y reproductiva,preeclampsia severa,2017-02-01,0,2,2
SUCRE,salud sexual y reproductiva,preeclampsia severa,2017-02-01,2,3,5
TAPACARI,salud sexual y reproductiva,preeclampsia severa,2017-02-01,0,1,1
TARIJA,salud sexual y reproductiva,preeclampsia severa,2017-02-01,7,0,7
TEOPONTE,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
TRINIDAD,salud sexual y reproductiva,preeclampsia severa,2017-02-01,6,0,6
TURCO,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
VACAS,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
YACUIBA,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
CARANAVI,salud sexual y reproductiva,preeclampsia severa,2017-03-01,2,0,2
COBIJA,salud sexual y reproductiva,preeclampsia severa,2017-03-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2017-03-01,29,1,30
COMARAPA,salud sexual y reproductiva,preeclampsia severa,2017-03-01,2,0,2
CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2017-03-01,4,0,4
COTAGAITA,salud sexual y reproductiva,preeclampsia severa,2017-03-01,0,1,1
EL ALTO,salud sexual y reproductiva,preeclampsia severa,2017-03-01,10,3,13
ESCOMA,salud sexual y reproductiva,preeclampsia severa,2017-03-01,0,1,1
FERNANDEZ ALONSO,salud sexual y reproductiva,preeclampsia severa,2017-03-01,1,0,1
GUAYARAMERIN,salud sexual y reproductiva,preeclampsia severa,2017-03-01,1,0,1
LA ASUNTA,salud sexual y reproductiva,preeclampsia severa,2017-03-01,1,0,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa,2017-03-01,46,1,47
MINEROS,salud sexual y reproductiva,preeclampsia severa,2017-03-01,1,0,1
ORURO,salud sexual y reproductiva,preeclampsia severa,2017-03-01,8,0,8
PADCAYA,salud sexual y reproductiva,preeclampsia severa,2017-03-01,1,0,1
PUERTO VILLARROEL,salud sexual y reproductiva,preeclampsia severa,2017-03-01,3,0,3
PUNATA,salud sexual y reproductiva,preeclampsia severa,2017-03-01,3,1,4
RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2017-03-01,4,0,4
RURRENABAQUE,salud sexual y reproductiva,preeclampsia severa,2017-03-01,4,0,4
SACABA,salud sexual y reproductiva,preeclampsia severa,2017-03-01,1,0,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2017-03-01,1,0,1
SAN LUCAS,salud sexual y reproductiva,preeclampsia severa,2017-03-01,1,0,1
SAN RAMON BENI,salud sexual y reproductiva,preeclampsia severa,2017-03-01,0,2,2
SANTA ANA,salud sexual y reproductiva,preeclampsia severa,2017-03-01,5,0,5
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2017-03-01,71,9,80
SUCRE,salud sexual y reproductiva,preeclampsia severa,2017-03-01,7,0,7
TARIJA,salud sexual y reproductiva,preeclampsia severa,2017-03-01,4,0,4
TIPUANI,salud sexual y reproductiva,preeclampsia severa,2017-03-01,1,0,1
TOLATA,salud sexual y reproductiva,preeclampsia severa,2017-03-01,1,0,1
TRINIDAD,salud sexual y reproductiva,preeclampsia severa,2017-03-01,11,0,11
VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa,2017-03-01,2,0,2
ACHACACHI,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
ASCENCION DE GUARAYOS,salud sexual y reproductiva,preeclampsia severa,2017-04-01,3,3,6
CAJUATA,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
CHARAGUA,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
COBIJA,salud sexual y reproductiva,preeclampsia severa,2017-04-01,2,0,2
COCAPATA,salud sexual y reproductiva,preeclampsia severa,2017-04-01,0,1,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2017-04-01,7,0,7
COLQUIRI,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2017-04-01,3,0,3
COTOCA,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
CUATRO CAÑADAS,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
EL ALTO,salud sexual y reproductiva,preeclampsia severa,2017-04-01,2,4,6
FERNANDEZ ALONSO,salud sexual y reproductiva,preeclampsia severa,2017-04-01,0,1,1
GUANAY,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
IRUPANA (VILLA DE LANZA),salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
JESUS DE MACHACA,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
LA ASUNTA,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa,2017-04-01,35,0,35
MACHARETI,salud sexual y reproductiva,preeclampsia severa,2017-04-01,0,1,1
MINEROS,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
MOCOMOCO,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
ORURO,salud sexual y reproductiva,preeclampsia severa,2017-04-01,3,0,3
PUCARANI,salud sexual y reproductiva,preeclampsia severa,2017-04-01,0,1,1
PUERTO SUAREZ,salud sexual y reproductiva,preeclampsia severa,2017-04-01,2,0,2
PUNATA,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2017-04-01,2,0,2
RURRENABAQUE,salud sexual y reproductiva,preeclampsia severa,2017-04-01,5,0,5
SAN ANTONIO DE ESMORUCO,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
SAN LORENZO(TJA),salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
SAN RAMON SCZ,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2017-04-01,67,20,87
SENA,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
SUCRE,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
TAPACARI,salud sexual y reproductiva,preeclampsia severa,2017-04-01,0,1,1
TARIJA,salud sexual y reproductiva,preeclampsia severa,2017-04-01,4,1,5
TIRAQUE (CBBA),salud sexual y reproductiva,preeclampsia severa,2017-04-01,3,0,3
TRINIDAD,salud sexual y reproductiva,preeclampsia severa,2017-04-01,9,0,9
