municipality,group,variable,month,< de 2 años-H,< de 2 años-M,2 a 4 años-H,2 a 4 años-M,TOTAL-H,TOTAL-M,TOTAL
SACABAMBA,desnutricion cronica,talla baja grave (g),2006-01-01,2,2,0,0,2,2,4
SAN ANDRES,desnutricion cronica,talla baja grave (g),2006-01-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,desnutricion cronica,talla baja grave (g),2006-01-01,3,1,1,0,4,1,5
TRINIDAD,desnutricion cronica,talla baja grave (g),2006-01-01,0,1,0,1,0,2,2
YACUIBA,desnutricion cronica,talla baja grave (g),2006-01-01,1,0,0,1,1,1,2
PUERTO QUIJARRO,desnutricion cronica,talla baja grave (g),2006-02-01,0,1,0,0,0,1,1
SACABAMBA,desnutricion cronica,talla baja grave (g),2006-02-01,1,2,1,2,2,4,6
SANTA CRUZ DE LA SIERRA,desnutricion cronica,talla baja grave (g),2006-02-01,2,3,3,1,5,4,9
TRINIDAD,desnutricion cronica,talla baja grave (g),2006-02-01,0,1,1,1,1,2,3
YACUIBA,desnutricion cronica,talla baja grave (g),2006-02-01,1,0,0,0,1,0,1
PUERTO QUIJARRO,desnutricion cronica,talla baja grave (g),2006-03-01,0,1,0,0,0,1,1
SACABAMBA,desnutricion cronica,talla baja grave (g),2006-03-01,1,1,0,1,1,2,3
SANTA CRUZ DE LA SIERRA,desnutricion cronica,talla baja grave (g),2006-03-01,0,1,0,1,0,2,2
TRINIDAD,desnutricion cronica,talla baja grave (g),2006-03-01,3,4,0,3,3,7,10
YACUIBA,desnutricion cronica,talla baja grave (g),2006-03-01,1,0,0,0,1,0,1
PUERTO QUIJARRO,desnutricion cronica,talla baja grave (g),2006-04-01,2,0,0,0,2,0,2
SACABAMBA,desnutricion cronica,talla baja grave (g),2006-04-01,0,0,0,1,0,1,1
TRINIDAD,desnutricion cronica,talla baja grave (g),2006-04-01,0,0,1,0,1,0,1
YACUIBA,desnutricion cronica,talla baja grave (g),2006-04-01,0,0,0,1,0,1,1
LORETO,desnutricion cronica,talla baja grave (g),2006-05-01,0,1,0,0,0,1,1
PUERTO QUIJARRO,desnutricion cronica,talla baja grave (g),2006-05-01,0,1,0,0,0,1,1
REYES,desnutricion cronica,talla baja grave (g),2006-05-01,0,1,0,0,0,1,1
SACABAMBA,desnutricion cronica,talla baja grave (g),2006-05-01,0,0,0,1,0,1,1
SUCRE,desnutricion cronica,talla baja grave (g),2006-05-01,0,1,0,2,0,3,3
TOTORA(ORR),desnutricion cronica,talla baja grave (g),2006-05-01,1,0,0,0,1,0,1
TRINIDAD,desnutricion cronica,talla baja grave (g),2006-05-01,1,0,1,0,2,0,2
YACUIBA,desnutricion cronica,talla baja grave (g),2006-05-01,2,0,0,0,2,0,2
YAPACANI,desnutricion cronica,talla baja grave (g),2006-05-01,1,2,0,1,1,3,4
ASCENCION DE GUARAYOS,desnutricion cronica,talla baja grave (g),2006-06-01,4,2,2,2,6,4,10
BELEN DE ANDAMARCA,desnutricion cronica,talla baja grave (g),2006-06-01,1,0,0,0,1,0,1
CARMEN RIVERO TORREZ,desnutricion cronica,talla baja grave (g),2006-06-01,0,0,1,0,1,0,1
COTOCA,desnutricion cronica,talla baja grave (g),2006-06-01,1,1,0,0,1,1,2
EL TORNO,desnutricion cronica,talla baja grave (g),2006-06-01,2,7,6,3,8,10,18
LA GUARDIA,desnutricion cronica,talla baja grave (g),2006-06-01,1,3,3,0,4,3,7
SAN IGNACIO,desnutricion cronica,talla baja grave (g),2006-06-01,0,0,1,0,1,0,1
SAN JUAN DE YAPACANI,desnutricion cronica,talla baja grave (g),2006-06-01,0,1,0,0,0,1,1
SANTIVAÑES,desnutricion cronica,talla baja grave (g),2006-06-01,1,2,1,0,2,2,4
TOTORA(ORR),desnutricion cronica,talla baja grave (g),2006-06-01,1,0,0,0,1,0,1
TRINIDAD,desnutricion cronica,talla baja grave (g),2006-06-01,0,1,0,0,0,1,1
YAPACANI,desnutricion cronica,talla baja grave (g),2006-06-01,7,2,8,10,15,12,27
TOTORA(ORR),desnutricion cronica,talla baja grave (g),2006-07-01,1,0,0,0,1,0,1
TRINIDAD,desnutricion cronica,talla baja grave (g),2006-07-01,2,0,0,0,2,0,2
YACUIBA,desnutricion cronica,talla baja grave (g),2006-07-01,1,0,0,1,1,1,2
YAPACANI,desnutricion cronica,talla baja grave (g),2006-07-01,4,2,4,5,8,7,15
ARANI,desnutricion cronica,talla baja grave (g),2006-08-01,1,0,0,0,1,0,1
ASCENCION DE GUARAYOS,desnutricion cronica,talla baja grave (g),2006-08-01,5,3,3,1,8,4,12
BELEN DE ANDAMARCA,desnutricion cronica,talla baja grave (g),2006-08-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,desnutricion cronica,talla baja grave (g),2006-08-01,0,2,0,0,0,2,2
TARIJA,desnutricion cronica,talla baja grave (g),2006-08-01,0,1,0,0,0,1,1
TOTORA(ORR),desnutricion cronica,talla baja grave (g),2006-08-01,1,0,0,0,1,0,1
TUPIZA,desnutricion cronica,talla baja grave (g),2006-08-01,2,2,1,0,3,2,5
UNCIA,desnutricion cronica,talla baja grave (g),2006-08-01,1,0,0,0,1,0,1
YACUIBA,desnutricion cronica,talla baja grave (g),2006-08-01,1,0,0,0,1,0,1
YAPACANI,desnutricion cronica,talla baja grave (g),2006-08-01,1,3,5,11,6,14,20
CHAYANTA,desnutricion cronica,talla baja grave (g),2006-09-01,0,1,0,0,0,1,1
ROBORE,desnutricion cronica,talla baja grave (g),2006-09-01,1,0,0,0,1,0,1
SACABAMBA,desnutricion cronica,talla baja grave (g),2006-09-01,0,0,0,1,0,1,1
TOCO,desnutricion cronica,talla baja grave (g),2006-09-01,2,0,0,0,2,0,2
TOTORA(ORR),desnutricion cronica,talla baja grave (g),2006-09-01,1,0,0,0,1,0,1
YACUIBA,desnutricion cronica,talla baja grave (g),2006-09-01,1,2,2,0,3,2,5
YAPACANI,desnutricion cronica,talla baja grave (g),2006-09-01,1,1,0,2,1,3,4
PUERTO QUIJARRO,desnutricion cronica,talla baja grave (g),2006-10-01,0,0,0,1,0,1,1
REYES,desnutricion cronica,talla baja grave (g),2006-10-01,1,1,0,0,1,1,2
SACABAMBA,desnutricion cronica,talla baja grave (g),2006-10-01,0,1,0,3,0,4,4
SAN ANDRES,desnutricion cronica,talla baja grave (g),2006-10-01,1,0,0,0,1,0,1
TOTORA(ORR),desnutricion cronica,talla baja grave (g),2006-10-01,1,0,0,0,1,0,1
YACUIBA,desnutricion cronica,talla baja grave (g),2006-10-01,1,1,0,2,1,3,4
YAPACANI,desnutricion cronica,talla baja grave (g),2006-10-01,1,1,3,3,4,4,8
ARBIETO,desnutricion cronica,talla baja grave (g),2006-11-01,0,0,0,1,0,1,1
CABEZAS,desnutricion cronica,talla baja grave (g),2006-11-01,0,0,0,1,0,1,1
SACABAMBA,desnutricion cronica,talla baja grave (g),2006-11-01,1,1,1,2,2,3,5
SAN ANDRES,desnutricion cronica,talla baja grave (g),2006-11-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,desnutricion cronica,talla baja grave (g),2006-11-01,2,2,0,0,2,2,4
YACUIBA,desnutricion cronica,talla baja grave (g),2006-11-01,3,0,0,0,3,0,3
YAPACANI,desnutricion cronica,talla baja grave (g),2006-11-01,4,2,5,3,9,5,14
ASCENCION DE GUARAYOS,desnutricion cronica,talla baja grave (g),2006-12-01,4,3,3,0,7,3,10
PUERTO QUIJARRO,desnutricion cronica,talla baja grave (g),2006-12-01,1,2,0,0,1,2,3
TOTORA(ORR),desnutricion cronica,talla baja grave (g),2006-12-01,1,0,0,0,1,0,1
YACUIBA,desnutricion cronica,talla baja grave (g),2006-12-01,0,1,1,1,1,2,3
