,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,DENTRO,FUERA,TOTAL
municipality,,,,,,
LA PAZ,salud sexual y reproductiva,eclampsia,2023-01-01,2,0,2
MONTERO,salud sexual y reproductiva,eclampsia,2023-01-01,1,0,1
ORURO,salud sexual y reproductiva,eclampsia,2023-01-01,2,0,2
RIBERALTA,salud sexual y reproductiva,eclampsia,2023-01-01,1,3,4
SANTA ANA,salud sexual y reproductiva,eclampsia,2023-01-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2023-01-01,6,0,6
TRINIDAD,salud sexual y reproductiva,eclampsia,2023-01-01,1,0,1
LA PAZ,salud sexual y reproductiva,eclampsia,2023-02-01,2,0,2
ORURO,salud sexual y reproductiva,eclampsia,2023-02-01,3,0,3
RIBERALTA,salud sexual y reproductiva,eclampsia,2023-02-01,3,0,3
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2023-02-01,13,0,13
TRINIDAD,salud sexual y reproductiva,eclampsia,2023-02-01,1,0,1
VILLA NUEVA (LOMA ALTA),salud sexual y reproductiva,eclampsia,2023-02-01,1,0,1
YACUIBA,salud sexual y reproductiva,eclampsia,2023-02-01,1,0,1
CHIMORE,salud sexual y reproductiva,eclampsia,2023-03-01,0,1,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2023-03-01,1,0,1
POTOSI,salud sexual y reproductiva,eclampsia,2023-03-01,1,0,1
PUERTO VILLARROEL,salud sexual y reproductiva,eclampsia,2023-03-01,2,0,2
RIBERALTA,salud sexual y reproductiva,eclampsia,2023-03-01,3,0,3
SAN JAVIER(STC),salud sexual y reproductiva,eclampsia,2023-03-01,0,1,1
SAN LUCAS,salud sexual y reproductiva,eclampsia,2023-03-01,0,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2023-03-01,11,0,11
TRINIDAD,salud sexual y reproductiva,eclampsia,2023-03-01,1,0,1
VALLEGRANDE,salud sexual y reproductiva,eclampsia,2023-03-01,1,0,1
YACUIBA,salud sexual y reproductiva,eclampsia,2023-03-01,1,0,1
EL ALTO,salud sexual y reproductiva,eclampsia,2023-04-01,5,0,5
GUAYARAMERIN,salud sexual y reproductiva,eclampsia,2023-04-01,0,3,3
LA PAZ,salud sexual y reproductiva,eclampsia,2023-04-01,2,0,2
MONTERO,salud sexual y reproductiva,eclampsia,2023-04-01,2,0,2
NAZACARA DE PACAJES,salud sexual y reproductiva,eclampsia,2023-04-01,1,0,1
ORURO,salud sexual y reproductiva,eclampsia,2023-04-01,1,0,1
POTOSI,salud sexual y reproductiva,eclampsia,2023-04-01,3,0,3
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2023-04-01,5,0,5
TORO TORO,salud sexual y reproductiva,eclampsia,2023-04-01,1,0,1
TRINIDAD,salud sexual y reproductiva,eclampsia,2023-04-01,1,0,1
YACUIBA,salud sexual y reproductiva,eclampsia,2023-04-01,3,0,3
COCHABAMBA,salud sexual y reproductiva,eclampsia,2023-05-01,1,0,1
CONCEPCION,salud sexual y reproductiva,eclampsia,2023-05-01,1,0,1
EL ALTO,salud sexual y reproductiva,eclampsia,2023-05-01,1,0,1
LA PAZ,salud sexual y reproductiva,eclampsia,2023-05-01,5,0,5
MONTERO,salud sexual y reproductiva,eclampsia,2023-05-01,1,0,1
ORURO,salud sexual y reproductiva,eclampsia,2023-05-01,2,0,2
RIBERALTA,salud sexual y reproductiva,eclampsia,2023-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2023-05-01,12,0,12
TRINIDAD,salud sexual y reproductiva,eclampsia,2023-05-01,1,0,1
CHARAGUA,salud sexual y reproductiva,eclampsia,2023-06-01,1,0,1
CLIZA,salud sexual y reproductiva,eclampsia,2023-06-01,1,0,1
EL ALTO,salud sexual y reproductiva,eclampsia,2023-06-01,1,0,1
LA GUARDIA,salud sexual y reproductiva,eclampsia,2023-06-01,1,0,1
LA PAZ,salud sexual y reproductiva,eclampsia,2023-06-01,1,0,1
ORURO,salud sexual y reproductiva,eclampsia,2023-06-01,1,0,1
RIBERALTA,salud sexual y reproductiva,eclampsia,2023-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2023-06-01,8,1,9
TRINIDAD,salud sexual y reproductiva,eclampsia,2023-06-01,1,0,1
CAJUATA,salud sexual y reproductiva,eclampsia,2023-07-01,0,1,1
LA PAZ,salud sexual y reproductiva,eclampsia,2023-07-01,2,0,2
POTOSI,salud sexual y reproductiva,eclampsia,2023-07-01,1,1,2
SANTA ANA,salud sexual y reproductiva,eclampsia,2023-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2023-07-01,3,0,3
TIQUIPAYA,salud sexual y reproductiva,eclampsia,2023-07-01,1,0,1
TRINIDAD,salud sexual y reproductiva,eclampsia,2023-07-01,1,0,1
EL ALTO,salud sexual y reproductiva,eclampsia,2023-08-01,0,1,1
LA PAZ,salud sexual y reproductiva,eclampsia,2023-08-01,1,0,1
ORURO,salud sexual y reproductiva,eclampsia,2023-08-01,2,0,2
RIBERALTA,salud sexual y reproductiva,eclampsia,2023-08-01,2,0,2
SAN BORJA,salud sexual y reproductiva,eclampsia,2023-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2023-08-01,2,1,3
TARIJA,salud sexual y reproductiva,eclampsia,2023-08-01,1,0,1
EL ALTO,salud sexual y reproductiva,eclampsia,2023-09-01,1,0,1
GENERAL SAAVEDRA,salud sexual y reproductiva,eclampsia,2023-09-01,1,0,1
LA PAZ,salud sexual y reproductiva,eclampsia,2023-09-01,2,0,2
MONTERO,salud sexual y reproductiva,eclampsia,2023-09-01,0,1,1
POTOSI,salud sexual y reproductiva,eclampsia,2023-09-01,1,0,1
RIBERALTA,salud sexual y reproductiva,eclampsia,2023-09-01,1,0,1
SAN MATIAS,salud sexual y reproductiva,eclampsia,2023-09-01,0,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2023-09-01,6,0,6
TARIJA,salud sexual y reproductiva,eclampsia,2023-09-01,1,0,1
WARNES,salud sexual y reproductiva,eclampsia,2023-09-01,1,0,1
YACO,salud sexual y reproductiva,eclampsia,2023-09-01,0,1,1
EL ALTO,salud sexual y reproductiva,eclampsia,2023-10-01,1,0,1
GUAYARAMERIN,salud sexual y reproductiva,eclampsia,2023-10-01,1,0,1
LA PAZ,salud sexual y reproductiva,eclampsia,2023-10-01,5,0,5
ORURO,salud sexual y reproductiva,eclampsia,2023-10-01,1,0,1
POROMA,salud sexual y reproductiva,eclampsia,2023-10-01,1,0,1
SUCRE,salud sexual y reproductiva,eclampsia,2023-10-01,2,0,2
TRINIDAD,salud sexual y reproductiva,eclampsia,2023-10-01,2,0,2
VILLA TUNARI,salud sexual y reproductiva,eclampsia,2023-10-01,2,0,2
EL ALTO,salud sexual y reproductiva,eclampsia,2023-11-01,3,0,3
LA PAZ,salud sexual y reproductiva,eclampsia,2023-11-01,2,0,2
ORURO,salud sexual y reproductiva,eclampsia,2023-11-01,1,0,1
RIBERALTA,salud sexual y reproductiva,eclampsia,2023-11-01,2,0,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2023-11-01,2,1,3
COCHABAMBA,salud sexual y reproductiva,eclampsia,2023-12-01,1,0,1
EL ALTO,salud sexual y reproductiva,eclampsia,2023-12-01,1,0,1
GENERAL SAAVEDRA,salud sexual y reproductiva,eclampsia,2023-12-01,1,0,1
GUAYARAMERIN,salud sexual y reproductiva,eclampsia,2023-12-01,2,0,2
LA PAZ,salud sexual y reproductiva,eclampsia,2023-12-01,1,0,1
MACHARETI,salud sexual y reproductiva,eclampsia,2023-12-01,1,0,1
ORURO,salud sexual y reproductiva,eclampsia,2023-12-01,4,0,4
PUERTO PEREZ,salud sexual y reproductiva,eclampsia,2023-12-01,0,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2023-12-01,2,0,2
TARIJA,salud sexual y reproductiva,eclampsia,2023-12-01,1,0,1
TRINIDAD,salud sexual y reproductiva,eclampsia,2023-12-01,1,0,1
