,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,DENTRO,FUERA,TOTAL
municipality,,,,,,
ACHOCALLA,salud sexual y reproductiva,preeclampsia severa,2023-01-01,1,0,1
BERMEJO,salud sexual y reproductiva,preeclampsia severa,2023-01-01,1,0,1
CHARAGUA,salud sexual y reproductiva,preeclampsia severa,2023-01-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2023-01-01,15,1,16
CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2023-01-01,1,0,1
CUEVO,salud sexual y reproductiva,preeclampsia severa,2023-01-01,3,0,3
EL ALTO,salud sexual y reproductiva,preeclampsia severa,2023-01-01,12,0,12
ENTRE RIOS CBBA,salud sexual y reproductiva,preeclampsia severa,2023-01-01,2,0,2
GENERAL SAAVEDRA,salud sexual y reproductiva,preeclampsia severa,2023-01-01,1,0,1
GUAQUI,salud sexual y reproductiva,preeclampsia severa,2023-01-01,1,0,1
GUTIERREZ,salud sexual y reproductiva,preeclampsia severa,2023-01-01,1,1,2
HUACARETA,salud sexual y reproductiva,preeclampsia severa,2023-01-01,1,0,1
IRUPANA (VILLA DE LANZA),salud sexual y reproductiva,preeclampsia severa,2023-01-01,1,0,1
JESUS DE MACHACA,salud sexual y reproductiva,preeclampsia severa,2023-01-01,1,0,1
LA ASUNTA,salud sexual y reproductiva,preeclampsia severa,2023-01-01,2,0,2
LA PAZ,salud sexual y reproductiva,preeclampsia severa,2023-01-01,16,0,16
LICOMA PAMPA,salud sexual y reproductiva,preeclampsia severa,2023-01-01,1,0,1
MACHARETI,salud sexual y reproductiva,preeclampsia severa,2023-01-01,1,0,1
MOJOCOYA,salud sexual y reproductiva,preeclampsia severa,2023-01-01,1,0,1
MONTEAGUDO,salud sexual y reproductiva,preeclampsia severa,2023-01-01,2,0,2
MONTERO,salud sexual y reproductiva,preeclampsia severa,2023-01-01,8,0,8
ORURO,salud sexual y reproductiva,preeclampsia severa,2023-01-01,12,0,12
PATACAMAYA,salud sexual y reproductiva,preeclampsia severa,2023-01-01,0,1,1
PELECHUCO,salud sexual y reproductiva,preeclampsia severa,2023-01-01,0,1,1
PUCARANI,salud sexual y reproductiva,preeclampsia severa,2023-01-01,1,0,1
QUILLACOLLO,salud sexual y reproductiva,preeclampsia severa,2023-01-01,2,0,2
RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2023-01-01,0,7,7
ROBORE,salud sexual y reproductiva,preeclampsia severa,2023-01-01,1,0,1
RURRENABAQUE,salud sexual y reproductiva,preeclampsia severa,2023-01-01,1,0,1
SACABA,salud sexual y reproductiva,preeclampsia severa,2023-01-01,1,0,1
SAN ANTONIO DE LOMERIO,salud sexual y reproductiva,preeclampsia severa,2023-01-01,2,0,2
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2023-01-01,8,0,8
SAN MIGUEL DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2023-01-01,1,0,1
SAN PEDRO DE TIQUINA,salud sexual y reproductiva,preeclampsia severa,2023-01-01,1,0,1
SANTA ANA,salud sexual y reproductiva,preeclampsia severa,2023-01-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2023-01-01,41,8,49
SANTIAGO DE CALLAPA,salud sexual y reproductiva,preeclampsia severa,2023-01-01,0,1,1
SUCRE,salud sexual y reproductiva,preeclampsia severa,2023-01-01,5,0,5
TACACOMA,salud sexual y reproductiva,preeclampsia severa,2023-01-01,2,0,2
TARVITA,salud sexual y reproductiva,preeclampsia severa,2023-01-01,0,1,1
TEOPONTE,salud sexual y reproductiva,preeclampsia severa,2023-01-01,1,0,1
TOTORA(CBBA),salud sexual y reproductiva,preeclampsia severa,2023-01-01,1,0,1
TRINIDAD,salud sexual y reproductiva,preeclampsia severa,2023-01-01,10,0,10
TUPIZA,salud sexual y reproductiva,preeclampsia severa,2023-01-01,1,0,1
TURCO,salud sexual y reproductiva,preeclampsia severa,2023-01-01,1,0,1
VIACHA,salud sexual y reproductiva,preeclampsia severa,2023-01-01,1,0,1
VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa,2023-01-01,2,0,2
WARNES,salud sexual y reproductiva,preeclampsia severa,2023-01-01,1,0,1
YACUIBA,salud sexual y reproductiva,preeclampsia severa,2023-01-01,5,0,5
ARBIETO,salud sexual y reproductiva,preeclampsia severa,2023-02-01,1,0,1
ASCENCION DE GUARAYOS,salud sexual y reproductiva,preeclampsia severa,2023-02-01,1,0,1
BETANZOS,salud sexual y reproductiva,preeclampsia severa,2023-02-01,1,0,1
CAJUATA,salud sexual y reproductiva,preeclampsia severa,2023-02-01,1,0,1
CARACOLLO,salud sexual y reproductiva,preeclampsia severa,2023-02-01,1,0,1
CHARAGUA,salud sexual y reproductiva,preeclampsia severa,2023-02-01,2,0,2
CHUA COCANI,salud sexual y reproductiva,preeclampsia severa,2023-02-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2023-02-01,16,0,16
CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2023-02-01,1,0,1
COROICO,salud sexual y reproductiva,preeclampsia severa,2023-02-01,1,0,1
EL ALTO,salud sexual y reproductiva,preeclampsia severa,2023-02-01,3,0,3
ENTRE RIOS CBBA,salud sexual y reproductiva,preeclampsia severa,2023-02-01,1,0,1
GUTIERREZ,salud sexual y reproductiva,preeclampsia severa,2023-02-01,1,0,1
HUACARETA,salud sexual y reproductiva,preeclampsia severa,2023-02-01,2,0,2
IRUPANA (VILLA DE LANZA),salud sexual y reproductiva,preeclampsia severa,2023-02-01,1,0,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa,2023-02-01,35,0,35
MINEROS,salud sexual y reproductiva,preeclampsia severa,2023-02-01,1,0,1
MONTEAGUDO,salud sexual y reproductiva,preeclampsia severa,2023-02-01,1,0,1
MONTERO,salud sexual y reproductiva,preeclampsia severa,2023-02-01,10,0,10
ORURO,salud sexual y reproductiva,preeclampsia severa,2023-02-01,5,0,5
PATACAMAYA,salud sexual y reproductiva,preeclampsia severa,2023-02-01,0,1,1
POTOSI,salud sexual y reproductiva,preeclampsia severa,2023-02-01,2,0,2
PUCARANI,salud sexual y reproductiva,preeclampsia severa,2023-02-01,1,1,2
PUERTO CARABUCO,salud sexual y reproductiva,preeclampsia severa,2023-02-01,0,1,1
PUERTO PEREZ,salud sexual y reproductiva,preeclampsia severa,2023-02-01,1,0,1
PUERTO VILLARROEL,salud sexual y reproductiva,preeclampsia severa,2023-02-01,1,0,1
QUILLACOLLO,salud sexual y reproductiva,preeclampsia severa,2023-02-01,4,1,5
RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2023-02-01,3,6,9
SACABA,salud sexual y reproductiva,preeclampsia severa,2023-02-01,2,0,2
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2023-02-01,4,0,4
SAN LORENZO(TJA),salud sexual y reproductiva,preeclampsia severa,2023-02-01,0,1,1
SANTA ANA,salud sexual y reproductiva,preeclampsia severa,2023-02-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2023-02-01,44,11,55
SHINAOTA,salud sexual y reproductiva,preeclampsia severa,2023-02-01,2,0,2
SIPE SIPE,salud sexual y reproductiva,preeclampsia severa,2023-02-01,0,1,1
SORATA,salud sexual y reproductiva,preeclampsia severa,2023-02-01,1,0,1
SUCRE,salud sexual y reproductiva,preeclampsia severa,2023-02-01,6,0,6
TIRAQUE (CBBA),salud sexual y reproductiva,preeclampsia severa,2023-02-01,1,0,1
TRINIDAD,salud sexual y reproductiva,preeclampsia severa,2023-02-01,10,0,10
UYUNI,salud sexual y reproductiva,preeclampsia severa,2023-02-01,0,1,1
VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa,2023-02-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),salud sexual y reproductiva,preeclampsia severa,2023-02-01,0,1,1
ARBIETO,salud sexual y reproductiva,preeclampsia severa,2023-03-01,0,1,1
ATOCHA,salud sexual y reproductiva,preeclampsia severa,2023-03-01,1,0,1
AYO AYO,salud sexual y reproductiva,preeclampsia severa,2023-03-01,1,0,1
CARACOLLO,salud sexual y reproductiva,preeclampsia severa,2023-03-01,1,0,1
CHARAGUA,salud sexual y reproductiva,preeclampsia severa,2023-03-01,0,1,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2023-03-01,13,0,13
COLQUIRI,salud sexual y reproductiva,preeclampsia severa,2023-03-01,1,0,1
CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2023-03-01,1,2,3
EL ALTO,salud sexual y reproductiva,preeclampsia severa,2023-03-01,2,2,4
GENERAL SAAVEDRA,salud sexual y reproductiva,preeclampsia severa,2023-03-01,1,0,1
GUAYARAMERIN,salud sexual y reproductiva,preeclampsia severa,2023-03-01,0,2,2
HUACARETA,salud sexual y reproductiva,preeclampsia severa,2023-03-01,1,0,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa,2023-03-01,38,0,38
LICOMA PAMPA,salud sexual y reproductiva,preeclampsia severa,2023-03-01,1,0,1
MACHARETI,salud sexual y reproductiva,preeclampsia severa,2023-03-01,1,0,1
MINEROS,salud sexual y reproductiva,preeclampsia severa,2023-03-01,3,0,3
MONTERO,salud sexual y reproductiva,preeclampsia severa,2023-03-01,15,0,15
ORURO,salud sexual y reproductiva,preeclampsia severa,2023-03-01,20,0,20
POTOSI,salud sexual y reproductiva,preeclampsia severa,2023-03-01,2,0,2
PUCARANI,salud sexual y reproductiva,preeclampsia severa,2023-03-01,1,0,1
PUERTO VILLARROEL,salud sexual y reproductiva,preeclampsia severa,2023-03-01,1,0,1
QUILLACOLLO,salud sexual y reproductiva,preeclampsia severa,2023-03-01,4,0,4
