,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,DENTRO,FUERA,TOTAL
municipality,,,,,,
ASCENCION DE GUARAYOS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-01-01,0,1,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-01-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-01-01,7,0,7
YACUIBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-01-01,1,1,2
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-02-01,1,0,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-02-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-02-01,3,0,3
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-02-01,2,0,2
SAN LORENZO(TJA),salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-02-01,1,1,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-02-01,1,0,1
UYUNI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-02-01,0,1,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-03-01,1,0,1
EL PUENTE(TJA),salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-03-01,1,0,1
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-03-01,2,0,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-03-01,1,0,1
SHINAOTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-03-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-04-01,1,0,1
POTOSI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-04-01,1,0,1
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-04-01,2,0,2
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-04-01,1,0,1
CHALLAPATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-05-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-05-01,1,0,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-05-01,5,1,6
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-05-01,2,0,2
MONTERO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-05-01,1,0,1
PAILON,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-05-01,1,0,1
POTOSI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-05-01,1,0,1
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-05-01,2,0,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-05-01,0,2,2
TARIJA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-05-01,1,0,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-06-01,3,0,3
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-06-01,1,0,1
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-06-01,1,0,1
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-06-01,0,2,2
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-06-01,1,0,1
TARIJA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-06-01,2,2,4
VIACHA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-06-01,1,0,1
VILLA MONTES,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-06-01,1,0,1
BERMEJO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-07-01,1,1,2
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-07-01,3,0,3
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-07-01,1,0,1
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-07-01,1,0,1
PADCAYA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-07-01,0,1,1
PUNATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-07-01,0,1,1
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-07-01,1,0,1
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-07-01,3,0,3
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-07-01,1,1,2
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-07-01,0,1,1
TARIJA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-07-01,10,0,10
TRINIDAD,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-07-01,0,1,1
VINTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-07-01,1,0,1
ASCENCION DE GUARAYOS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-08-01,3,2,5
BATALLAS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-08-01,0,1,1
BERMEJO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-08-01,0,2,2
CATACORA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-08-01,0,1,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-08-01,1,0,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-08-01,6,0,6
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-08-01,1,0,1
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-08-01,1,0,1
PAILON,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-08-01,1,0,1
POTOSI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-08-01,1,0,1
PUERTO VILLARROEL,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-08-01,2,0,2
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-08-01,2,0,2
SAN LORENZO(TJA),salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-08-01,1,0,1
TARIJA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-08-01,4,0,4
CARACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-09-01,1,0,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-09-01,9,1,10
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-09-01,2,0,2
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-09-01,2,0,2
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-09-01,1,0,1
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-09-01,4,0,4
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-09-01,1,1,2
SIPE SIPE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-09-01,1,0,1
TACOBAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-09-01,1,0,1
TARIJA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-09-01,1,0,1
BERMEJO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-10-01,2,1,3
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-10-01,0,1,1
COLQUIRI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-10-01,0,1,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-10-01,4,0,4
HUANUNI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-10-01,1,0,1
HUAYLLAMARCA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-10-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-10-01,6,0,6
MONTEAGUDO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-10-01,1,0,1
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-10-01,1,0,1
POTOSI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-10-01,2,0,2
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-10-01,2,0,2
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-10-01,2,0,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-10-01,8,0,8
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-10-01,2,0,2
TACOBAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-10-01,0,1,1
TARATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-10-01,0,1,1
TARIJA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-10-01,1,0,1
ASCENCION DE GUARAYOS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-11-01,0,2,2
BERMEJO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-11-01,0,1,1
CONCEPCION,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-11-01,1,0,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-11-01,4,0,4
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-11-01,3,0,3
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-11-01,1,0,1
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2023-11-01,1,0,1
