,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
APOLO,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ASCENCION DE GUARAYOS,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
BERMEJO,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CARANAVI,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2
CARAPARI,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COCAPATA,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COTOCA,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
EL TORNO,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,3
ENTRE RIOS CBBA,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2
FILADELFIA,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
GENERAL SAAVEDRA,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2
GUAYARAMERIN,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3
LA ASUNTA,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,5,0,5
MIZQUE,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MONTEAGUDO,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MONTERO,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
OCURI,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ORURO,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
PADCAYA,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2
PAILON,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
POROMA,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PORTACHUELO,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PUERTO VILLARROEL,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,1,1,0,0,1,0,1,2,0,0,1,0,0,0,4,3,7
RIBERALTA,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
SACABA,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN BORJA,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN CARLOS,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN IGNACIO DE VELASCO,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
SAN JULIAN,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN LUCAS,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN MIGUEL DE VELASCO,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN PEDRO,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,1,0,5,3,8
SANTA ROSA DEL SARA,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2
SENA,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,3,1,4
SHINAOTA,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SUCRE,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TOTORA(CBBA),otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2
TRINIDAD,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,2,3
VILLA TUNARI,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,7,0,2,0,0,0,5,3,3,0,6,0,2,2,25,5,30
WARNES,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,3
YACUIBA,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,1,0,4,2,6
YAPACANI,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
AZURDUY,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
BELLA FLOR,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-02-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
CARANAVI,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2,3
CHARAGUA,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2
CHIMORE,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-02-01,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,4,1,5
COBIJA,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,2
COCHABAMBA,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-02-01,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,4,1,5
EL TORNO,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
ENTRE RIOS CBBA,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,3
FILADELFIA,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
HUACARETA,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
INCAHUASI,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-02-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,4
IXIAMAS,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
LA ASUNTA,otras infecciones,n de personas con evenenamiento por mordedura de serpientes venenosas,2022-02-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
