municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
ACHACACHI,inmunoprevenibles,parotiditis,2007-01-01,0,0,0,1,10,8,4,1,2,0,16,10,26
ANCORAIMES,inmunoprevenibles,parotiditis,2007-01-01,0,0,0,0,1,0,0,0,0,0,1,0,1
BERMEJO,inmunoprevenibles,parotiditis,2007-01-01,0,0,0,0,1,2,0,0,0,0,1,2,3
BETANZOS,inmunoprevenibles,parotiditis,2007-01-01,0,0,0,0,0,1,0,0,0,0,0,1,1
CALAMARCA,inmunoprevenibles,parotiditis,2007-01-01,0,0,0,0,2,0,3,1,0,0,5,1,6
CAMIRI,inmunoprevenibles,parotiditis,2007-01-01,0,0,0,0,0,0,0,0,0,1,0,1,1
CAQUIAVIRI,inmunoprevenibles,parotiditis,2007-01-01,0,0,0,0,1,0,2,0,0,0,3,0,3
CARANAVI,inmunoprevenibles,parotiditis,2007-01-01,0,0,0,0,0,0,0,2,0,0,0,2,2
COCHABAMBA,inmunoprevenibles,parotiditis,2007-01-01,0,0,1,1,5,5,2,1,0,0,8,7,15
COLPA BELGICA,inmunoprevenibles,parotiditis,2007-01-01,0,0,0,0,0,1,0,1,0,0,0,2,2
COLQUENCHA,inmunoprevenibles,parotiditis,2007-01-01,0,0,0,0,1,0,0,0,0,0,1,0,1
COPACABANA,inmunoprevenibles,parotiditis,2007-01-01,0,0,2,0,5,5,2,3,0,0,9,8,17
CORIPATA,inmunoprevenibles,parotiditis,2007-01-01,0,0,0,0,1,0,0,0,0,0,1,0,1
CORO CORO,inmunoprevenibles,parotiditis,2007-01-01,0,0,0,0,1,0,1,0,0,0,2,0,2
COTAGAITA,inmunoprevenibles,parotiditis,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
EL ALTO,inmunoprevenibles,parotiditis,2007-01-01,0,0,27,7,52,29,31,16,0,0,110,52,162
ENTRE RIOS,inmunoprevenibles,parotiditis,2007-01-01,0,0,0,0,1,0,0,1,0,0,1,1,2
GUTIERREZ,inmunoprevenibles,parotiditis,2007-01-01,0,0,0,0,1,0,0,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),inmunoprevenibles,parotiditis,2007-01-01,0,0,0,0,0,0,0,1,0,0,0,1,1
JESUS DE MACHACA,inmunoprevenibles,parotiditis,2007-01-01,0,0,0,0,1,0,1,2,0,0,2,2,4
LA ASUNTA,inmunoprevenibles,parotiditis,2007-01-01,0,0,0,0,1,0,0,0,0,0,1,0,1
LA PAZ,inmunoprevenibles,parotiditis,2007-01-01,0,2,11,11,36,24,20,21,1,2,68,60,128
MAGDALENA,inmunoprevenibles,parotiditis,2007-01-01,0,0,1,0,0,0,3,2,0,0,4,2,6
MOCOMOCO,inmunoprevenibles,parotiditis,2007-01-01,0,0,0,0,1,0,0,0,0,0,1,0,1
OCURI,inmunoprevenibles,parotiditis,2007-01-01,1,0,1,0,0,0,0,0,0,0,2,0,2
ORURO,inmunoprevenibles,parotiditis,2007-01-01,1,0,5,2,5,1,3,5,0,0,14,8,22
