municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
AIQUILE,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,4,11,0,15
ARBIETO,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,1,1,2,14,18
ASCENCION DE GUARAYOS,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,2,0,2
AYO AYO,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,1,0,1
BATALLAS,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,1,1,0,1,3
BERMEJO,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,1,5,7,10,1,24
BETANZOS,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,1,0,1
BUENA VISTA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,0,1,1
CALAMARCA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,0,4,4
CAMIRI,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,2,2,0,4,0,8
CAPINOTA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,1,3,4
CAQUIAVIRI,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,0,1,1
CARANAVI,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,1,4,7,12
CARAPARI,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,1,0,1,0,0,2
CHALLAPATA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,1,4,3,8
CHARAGUA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,1,0,1
CLIZA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,1,5,3,4,16,29
COBIJA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,2,1,9,2,14
COCHABAMBA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,3,26,45,76,248,17,415
COLCAPIRHUA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,1,0,1
COLLANA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,0,2,2
COLPA BELGICA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,2,0,0,0,0,2
COLQUENCHA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,1,0,1,2
COMANCHE,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,1,1,0,0,1,3
COMARAPA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,1,0,1
COPACABANA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,1,0,0,2,0,3
CORIPATA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,1,0,0,3,0,4
CORO CORO,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,0,1,1
COROICO,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,1,0,2,0,3
COTOCA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,2,4,7,7,6,4,30
CUATRO CAÑADAS,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,1,2,0,3
DESAGUADERO,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,0,2,2
EL ALTO,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,1,15,43,63,157,14,293
EL TORNO,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,1,4,10,10,8,3,36
ENTRE RIOS,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,2,3,5,0,10
ENTRE RIOS,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,3,1,0,4
FERNANDEZ ALONSO,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,1,2,4,3,0,10
GUANAY,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,4,0,4
GUAQUI,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,0,3,3
GUAYARAMERIN,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,0,3,3
HUANUNI,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,1,0,3,0,0,0,4
INQUISIVI,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,2,0,2,0,4
IXIAMAS,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,0,1,1
JESUS DE MACHACA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,0,1,1
LA PAZ,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,1,17,19,19,475,5,536
LAJA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,1,1,2
LLALLAGUA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,0,2,2
MAIRANA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,2,4,2,3,1,12
MINEROS,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,1,2,0,0,0,3
MONTEAGUDO,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,0,2,2
MONTERO,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,9,21,26,20,0,76
MORO MORO,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,1,0,1
ORURO,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,2,8,15,30,50,3,108
PADCAYA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,1,0,0,2,3,6
PAILON,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,1,1,1,3,0,6
PALOS BLANCOS,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,1,1,1,3
PAMPA GRANDE,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,2,1,0,1,4
PATACAMAYA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,0,2,2
POCONA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,1,0,1
PORCO,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,1,0,1
PORONGO,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,2,0,0,0,2
PORTACHUELO,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,7,6,2,0,15
POTOSI,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,6,24,27,39,3,99
PUCARA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,1,0,1,0,2
PUCARANI,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,1,0,2,3
PUERTO ACOSTA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,1,1,0,2
PUERTO QUIJARRO,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,3,1,6,0,10
PUERTO SUAREZ,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,2,8,1,3,2,16
PUERTO VILLARROEL,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,3,3,5,0,11
PUNA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,2,1,0,0,3
PUNATA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,2,1,11,14,5,33
QUILLACOLLO,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,93,0,93
QUIRUSILLAS,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,1,2,0,0,3
ROBORE,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,2,3,5
SACABA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,13,17,13,20,7,70
SAIPINA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,1,0,0,3,0,4
SAMAIPATA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,1,3,1,0,0,5
SAN ANDRES DE MACHACA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,0,1,1
SAN BENITO,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,4,8,0,12
SAN BUENA VENTURA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,3,5,3,1,1,13
SAN JULIAN,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,11,0,0,11
SAN MIGUEL DE VELASCO,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,1,0,1,0,2
SAN PEDRO,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,1,1,4,3,0,9
SAN RAMON,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,11,2,13
SANTA ANA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,11,117,188,143,209,181,849
SANTA ROSA DEL SARA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,1,0,1,4,0,6
SIPE SIPE,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,20,0,20
SORACACHI,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,1,0,0,0,1
SUCRE,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,3,4,11,37,73,128
TARACO,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,0,1,1
TARATA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,0,8,8
TARIJA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,1,11,6,30,0,48
TIAWANACU,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,2,0,1,0,0,3
TIQUIPAYA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,6,6,10,4,26
TOCO,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,1,0,4,5
TOMAVE,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,0,1,1
TOMINA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,1,1,0,2
TORO TORO,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,2,0,2
TOTORA(CBBA),sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,0,1,1
TRINIDAD,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,0,9,9
TUPIZA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,1,1,4,5,0,11
URIONDO (A. CONCEPCION),sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,1,2,3
VACAS,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,0,2,2
VALLEGRANDE,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,2,1,3
VILLA MONTES,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,8,7,8,0,23
VILLA TUNARI,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,3,1,1,5
VILLAZON,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,5,3,4,2,14
VINTO,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,0,31,0,31
WALDO BALLIVIAN,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,1,0,0,1,0,2
WARNES,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,0,0,0,5,1,0,6
YACUIBA,sospecha diagnostica,no de personas mordidas por animal,2008-01-01,3,3,6,8,27,3,50
ACHACACHI,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,1,0,1,1,1,4
AIQUILE,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,0,4,0,5,2,11
ARBIETO,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,0,0,0,2,6,8
ASCENCION DE GUARAYOS,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,0,0,0,5,0,5
ATOCHA,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,0,0,1,4,1,6
AYO AYO,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,0,0,1,0,0,1
BATALLAS,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,0,0,2,1,1,4
BAURES,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,0,0,1,0,0,1
BERMEJO,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,2,2,6,4,0,14
BETANZOS,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,1,0,0,4,0,5
BUENA VISTA,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,0,0,0,0,2,2
CALACOTO,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,0,0,1,0,0,1
CAMIRI,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,0,0,2,0,0,2
CAPINOTA,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,0,0,0,0,1,1
CAQUIAVIRI,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,0,1,0,0,0,1
CARANAVI,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,0,0,0,15,0,15
CARAPARI,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,0,0,1,4,0,5
CHALLAPATA,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,0,1,0,1,2,4
CHARAÑA,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,0,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,0,0,2,0,1,3
CLIZA,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,2,0,1,7,11,21
COBIJA,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,1,3,8,14,0,26
COCHABAMBA,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,1,26,38,68,202,18,353
COLCAPIRHUA,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,0,0,0,5,0,5
COLLANA,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,0,0,0,1,0,1
COLOMI,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,0,0,3,4,1,8
COLPA BELGICA,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,1,0,0,0,0,1
COLQUENCHA,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,1,0,0,0,0,1
COMARAPA,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,0,1,3,0,0,4
COPACABANA,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,0,3,0,1,0,4
CORIPATA,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,0,0,0,1,0,1
CORO CORO,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,0,0,1,1,0,2
COROICO,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,1,2,2,1,2,8
COTOCA,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,1,3,4,5,8,1,22
CUATRO CAÑADAS,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,0,0,4,0,0,4
CURVA,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,0,0,0,1,0,1
DESAGUADERO,sospecha diagnostica,no de personas mordidas por animal,2008-02-01,0,2,0,1,2,0,5
