municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
ASCENCION DE GUARAYOS,sospecha diagnostica,dengue clasico,2008-01-01,0,1,9,0,0,0,10
BUENA VISTA,sospecha diagnostica,dengue clasico,2008-01-01,0,0,0,1,1,0,2
CHIMORE,sospecha diagnostica,dengue clasico,2008-01-01,0,1,2,19,43,3,68
COBIJA,sospecha diagnostica,dengue clasico,2008-01-01,0,1,2,6,12,0,21
COCHABAMBA,sospecha diagnostica,dengue clasico,2008-01-01,0,0,0,3,3,0,6
ENTRE RIOS,sospecha diagnostica,dengue clasico,2008-01-01,0,0,2,13,22,0,37
FERNANDEZ ALONSO,sospecha diagnostica,dengue clasico,2008-01-01,0,0,0,2,1,0,3
GENERAL SAAVEDRA,sospecha diagnostica,dengue clasico,2008-01-01,0,0,0,1,0,0,1
GUAYARAMERIN,sospecha diagnostica,dengue clasico,2008-01-01,0,0,4,17,39,1,61
IXIAMAS,sospecha diagnostica,dengue clasico,2008-01-01,0,1,0,1,0,1,3
LA GUARDIA,sospecha diagnostica,dengue clasico,2008-01-01,1,1,4,1,7,0,14
MACHARETI,sospecha diagnostica,dengue clasico,2008-01-01,0,0,0,0,1,0,1
MONTERO,sospecha diagnostica,dengue clasico,2008-01-01,0,0,3,2,3,0,8
PAILON,sospecha diagnostica,dengue clasico,2008-01-01,0,2,1,4,1,0,8
PORTACHUELO,sospecha diagnostica,dengue clasico,2008-01-01,0,1,0,0,6,1,8
PUERTO RICO,sospecha diagnostica,dengue clasico,2008-01-01,0,1,0,0,4,1,6
PUERTO SUAREZ,sospecha diagnostica,dengue clasico,2008-01-01,0,0,0,0,2,1,3
PUERTO VILLARROEL,sospecha diagnostica,dengue clasico,2008-01-01,0,2,2,20,36,0,60
PUNATA,sospecha diagnostica,dengue clasico,2008-01-01,0,0,0,0,1,0,1
QUILLACOLLO,sospecha diagnostica,dengue clasico,2008-01-01,0,0,0,0,1,0,1
RIBERALTA,sospecha diagnostica,dengue clasico,2008-01-01,0,0,1,0,1,0,2
ROBORE,sospecha diagnostica,dengue clasico,2008-01-01,0,0,0,0,0,1,1
SAMAIPATA,sospecha diagnostica,dengue clasico,2008-01-01,0,0,0,3,1,0,4
