municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
EL ALTO,sospecha diagnostica,sarampion / rubeola,2008-01-01,0,0,3,7,0,0,10
LA PAZ,sospecha diagnostica,sarampion / rubeola,2008-01-01,0,1,1,0,0,0,2
POTOSI,sospecha diagnostica,sarampion / rubeola,2008-01-01,0,0,0,1,0,0,1
QUILLACOLLO,sospecha diagnostica,sarampion / rubeola,2008-01-01,0,1,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2008-01-01,0,0,0,0,0,0,0
SUCRE,sospecha diagnostica,sarampion / rubeola,2008-01-01,0,1,0,0,0,0,1
CAPINOTA,sospecha diagnostica,sarampion / rubeola,2008-02-01,0,0,0,1,0,0,1
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2008-02-01,1,0,0,0,0,0,1
EL ALTO,sospecha diagnostica,sarampion / rubeola,2008-02-01,1,0,1,2,0,0,4
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2008-02-01,0,0,0,0,0,0,0
URIONDO (A. CONCEPCION),sospecha diagnostica,sarampion / rubeola,2008-02-01,1,0,0,0,0,0,1
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2008-03-01,0,1,4,0,0,0,5
EL ALTO,sospecha diagnostica,sarampion / rubeola,2008-03-01,0,0,3,1,1,0,5
LA PAZ,sospecha diagnostica,sarampion / rubeola,2008-03-01,0,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2008-03-01,0,0,0,0,0,0,0
TARIJA,sospecha diagnostica,sarampion / rubeola,2008-03-01,0,0,1,0,0,0,1
TIRAQUE (CBBA),sospecha diagnostica,sarampion / rubeola,2008-03-01,0,0,0,0,1,0,1
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2008-04-01,0,1,0,0,0,0,1
EL ALTO,sospecha diagnostica,sarampion / rubeola,2008-04-01,2,2,4,1,0,0,9
LA PAZ,sospecha diagnostica,sarampion / rubeola,2008-04-01,0,1,0,0,0,0,1
PORTACHUELO,sospecha diagnostica,sarampion / rubeola,2008-04-01,0,1,1,0,0,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2008-04-01,0,0,0,0,0,0,0
SUCRE,sospecha diagnostica,sarampion / rubeola,2008-04-01,0,0,1,0,0,0,1
TARIJA,sospecha diagnostica,sarampion / rubeola,2008-04-01,0,0,1,0,0,0,1
ALCALA,sospecha diagnostica,sarampion / rubeola,2008-05-01,0,0,1,0,0,0,1
"COLCHA ""K""",sospecha diagnostica,sarampion / rubeola,2008-05-01,0,0,0,2,0,0,2
EL ALTO,sospecha diagnostica,sarampion / rubeola,2008-05-01,0,3,3,0,1,0,7
LA PAZ,sospecha diagnostica,sarampion / rubeola,2008-05-01,0,1,4,0,0,0,5
ORURO,sospecha diagnostica,sarampion / rubeola,2008-05-01,0,0,0,0,1,0,1
SAN LORENZO(TJA),sospecha diagnostica,sarampion / rubeola,2008-05-01,0,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2008-05-01,0,0,0,0,0,0,0
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2008-06-01,0,0,0,2,0,0,2
EL ALTO,sospecha diagnostica,sarampion / rubeola,2008-06-01,0,5,4,4,0,0,13
LA PAZ,sospecha diagnostica,sarampion / rubeola,2008-06-01,0,2,0,0,0,0,2
MONTERO,sospecha diagnostica,sarampion / rubeola,2008-06-01,1,0,0,0,0,0,1
POTOSI,sospecha diagnostica,sarampion / rubeola,2008-06-01,0,1,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2008-06-01,0,0,0,0,0,0,0
SIPE SIPE,sospecha diagnostica,sarampion / rubeola,2008-06-01,0,0,1,0,0,0,1
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2008-07-01,2,0,1,0,0,0,3
