municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue hemorragico,2008-01-01,0,0,0,0,0,0,0
BUENA VISTA,sospecha diagnostica,dengue hemorragico,2008-02-01,0,0,1,0,0,0,1
SANTA ANA,sospecha diagnostica,dengue hemorragico,2008-02-01,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue hemorragico,2008-02-01,0,0,1,1,3,0,5
TARIJA,sospecha diagnostica,dengue hemorragico,2008-02-01,0,0,0,1,0,0,1
BERMEJO,sospecha diagnostica,dengue hemorragico,2008-03-01,0,0,0,0,1,0,1
GUAYARAMERIN,sospecha diagnostica,dengue hemorragico,2008-03-01,0,0,0,0,1,0,1
MAIRANA,sospecha diagnostica,dengue hemorragico,2008-03-01,0,0,0,0,1,0,1
SAN BORJA,sospecha diagnostica,dengue hemorragico,2008-03-01,0,0,0,2,0,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue hemorragico,2008-03-01,0,0,2,1,2,1,6
EL TORNO,sospecha diagnostica,dengue hemorragico,2008-04-01,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue hemorragico,2008-04-01,0,0,0,0,3,2,5
BERMEJO,sospecha diagnostica,dengue hemorragico,2008-05-01,0,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue hemorragico,2008-05-01,0,0,0,1,1,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue hemorragico,2008-06-01,0,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue hemorragico,2008-07-01,0,0,0,0,0,0,0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue hemorragico,2008-08-01,0,0,0,0,0,0,0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue hemorragico,2008-09-01,0,0,0,0,0,0,0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue hemorragico,2008-10-01,0,0,0,0,1,0,1
COBIJA,sospecha diagnostica,dengue hemorragico,2008-11-01,0,0,0,1,1,0,2
SAN JUAN DE YAPACANI,sospecha diagnostica,dengue hemorragico,2008-11-01,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue hemorragico,2008-11-01,0,3,0,4,2,0,9
COBIJA,sospecha diagnostica,dengue hemorragico,2008-12-01,0,0,0,0,1,0,1
COCHABAMBA,sospecha diagnostica,dengue hemorragico,2008-12-01,0,0,0,0,1,0,1
EL TORNO,sospecha diagnostica,dengue hemorragico,2008-12-01,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue hemorragico,2008-12-01,0,0,0,4,10,5,19
