,group,variable,month,a. < de 6 meses,a. < de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
ARBIETO,inmunoprevenibles,parotiditis,2017-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BETANZOS,inmunoprevenibles,parotiditis,2017-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2
CAMIRI,inmunoprevenibles,parotiditis,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CAQUIAVIRI,inmunoprevenibles,parotiditis,2017-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CARAPARI,inmunoprevenibles,parotiditis,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),inmunoprevenibles,parotiditis,2017-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,inmunoprevenibles,parotiditis,2017-01-01,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
COTAGAITA,inmunoprevenibles,parotiditis,2017-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DESAGUADERO,inmunoprevenibles,parotiditis,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL ALTO,inmunoprevenibles,parotiditis,2017-01-01,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,5
LA PAZ,inmunoprevenibles,parotiditis,2017-01-01,0,0,0,0,0,0,2,3,1,0,1,1,6,8,0,0,0,1,0,0,10,13,23
MAGDALENA,inmunoprevenibles,parotiditis,2017-01-01,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2
MOCOMOCO,inmunoprevenibles,parotiditis,2017-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MONTERO,inmunoprevenibles,parotiditis,2017-01-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MOROCHATA,inmunoprevenibles,parotiditis,2017-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
OMEREQUE,inmunoprevenibles,parotiditis,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ORURO,inmunoprevenibles,parotiditis,2017-01-01,0,0,0,0,3,0,1,1,0,0,3,0,0,0,0,0,0,1,0,3,7,5,12
POCOATA,inmunoprevenibles,parotiditis,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POTOSI,inmunoprevenibles,parotiditis,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
RURRENABAQUE,inmunoprevenibles,parotiditis,2017-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
SACABA,inmunoprevenibles,parotiditis,2017-01-01,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,4
SAN JAVIER(BNI),inmunoprevenibles,parotiditis,2017-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
