,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,
SUCRE,"mortalidad perinatal, neonatal e infantil",muerte menos de 28 dias por prematurez extrema,2024-01-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
SUCRE,"mortalidad perinatal, neonatal e infantil",muerte menos de 28 dias por prematurez extrema,2024-02-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ORURO,"mortalidad perinatal, neonatal e infantil",muerte menos de 28 dias por prematurez extrema,2024-03-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
RIBERALTA,"mortalidad perinatal, neonatal e infantil",muerte menos de 28 dias por prematurez extrema,2024-03-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
SANTA CRUZ DE LA SIERRA,"mortalidad perinatal, neonatal e infantil",muerte menos de 28 dias por prematurez extrema,2024-03-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
SUCRE,"mortalidad perinatal, neonatal e infantil",muerte menos de 28 dias por prematurez extrema,2024-03-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
LA PAZ,"mortalidad perinatal, neonatal e infantil",muerte menos de 28 dias por prematurez extrema,2024-06-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
SANTA CRUZ DE LA SIERRA,"mortalidad perinatal, neonatal e infantil",muerte menos de 28 dias por prematurez extrema,2024-06-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SUCRE,"mortalidad perinatal, neonatal e infantil",muerte menos de 28 dias por prematurez extrema,2024-06-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
LA PAZ,"mortalidad perinatal, neonatal e infantil",muerte menos de 28 dias por prematurez extrema,2024-07-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
SUCRE,"mortalidad perinatal, neonatal e infantil",muerte menos de 28 dias por prematurez extrema,2024-07-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
ATOCHA,"mortalidad perinatal, neonatal e infantil",muerte menos de 28 dias por prematurez extrema,2024-08-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
LA PAZ,"mortalidad perinatal, neonatal e infantil",muerte menos de 28 dias por prematurez extrema,2024-08-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
MAGDALENA,"mortalidad perinatal, neonatal e infantil",muerte menos de 28 dias por prematurez extrema,2024-08-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SUCRE,"mortalidad perinatal, neonatal e infantil",muerte menos de 28 dias por prematurez extrema,2024-08-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
LA PAZ,"mortalidad perinatal, neonatal e infantil",muerte menos de 28 dias por prematurez extrema,2024-09-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
POTOSI,"mortalidad perinatal, neonatal e infantil",muerte menos de 28 dias por prematurez extrema,2024-09-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
SUCRE,"mortalidad perinatal, neonatal e infantil",muerte menos de 28 dias por prematurez extrema,2024-09-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
SABAYA,"mortalidad perinatal, neonatal e infantil",muerte menos de 28 dias por prematurez extrema,2024-10-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
POTOSI,"mortalidad perinatal, neonatal e infantil",muerte menos de 28 dias por prematurez extrema,2024-11-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SUCRE,"mortalidad perinatal, neonatal e infantil",muerte menos de 28 dias por prematurez extrema,2024-11-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
LA PAZ,"mortalidad perinatal, neonatal e infantil",muerte menos de 28 dias por prematurez extrema,2024-12-01,2.0,1.0,0.0,0.0,2.0,1.0,3.0
POTOSI,"mortalidad perinatal, neonatal e infantil",muerte menos de 28 dias por prematurez extrema,2024-12-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
