,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,DENTRO,FUERA,TOTAL
municipality,,,,,,
CARANAVI,mortalidad materna,muerte materna notificada,2022-01-01,1,0,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2022-01-01,1,0,1
CULPINA,mortalidad materna,muerte materna notificada,2022-01-01,0,1,1
LA PAZ,mortalidad materna,muerte materna notificada,2022-01-01,1,0,1
MIZQUE,mortalidad materna,muerte materna notificada,2022-01-01,0,1,1
QUILLACOLLO,mortalidad materna,muerte materna notificada,2022-01-01,2,0,2
SACABA,mortalidad materna,muerte materna notificada,2022-01-01,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2022-01-01,2,0,2
TARIJA,mortalidad materna,muerte materna notificada,2022-01-01,1,0,1
VINTO,mortalidad materna,muerte materna notificada,2022-01-01,1,0,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2022-02-01,1,0,1
EL ALTO,mortalidad materna,muerte materna notificada,2022-02-01,2,1,3
GENERAL SAAVEDRA,mortalidad materna,muerte materna notificada,2022-02-01,0,1,1
LA PAZ,mortalidad materna,muerte materna notificada,2022-02-01,2,0,2
POTOSI,mortalidad materna,muerte materna notificada,2022-02-01,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2022-02-01,2,0,2
SUCRE,mortalidad materna,muerte materna notificada,2022-02-01,1,0,1
TRINIDAD,mortalidad materna,muerte materna notificada,2022-02-01,1,0,1
VIACHA,mortalidad materna,muerte materna notificada,2022-02-01,0,1,1
AZURDUY,mortalidad materna,muerte materna notificada,2022-03-01,0,1,1
HUMANATA,mortalidad materna,muerte materna notificada,2022-03-01,0,1,1
LA PAZ,mortalidad materna,muerte materna notificada,2022-03-01,2,0,2
POCOATA,mortalidad materna,muerte materna notificada,2022-03-01,0,1,1
PORTACHUELO,mortalidad materna,muerte materna notificada,2022-03-01,1,1,2
POTOSI,mortalidad materna,muerte materna notificada,2022-03-01,1,0,1
SAN IGNACIO DE VELASCO,mortalidad materna,muerte materna notificada,2022-03-01,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2022-03-01,1,0,1
COTOCA,mortalidad materna,muerte materna notificada,2022-04-01,0,1,1
LA PAZ,mortalidad materna,muerte materna notificada,2022-04-01,1,0,1
SAN IGNACIO DE VELASCO,mortalidad materna,muerte materna notificada,2022-04-01,1,0,1
SAN MIGUEL DE VELASCO,mortalidad materna,muerte materna notificada,2022-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2022-04-01,2,0,2
BERMEJO,mortalidad materna,muerte materna notificada,2022-05-01,1,0,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2022-05-01,1,0,1
LA PAZ,mortalidad materna,muerte materna notificada,2022-05-01,1,0,1
PUERTO GONZALO MORENO,mortalidad materna,muerte materna notificada,2022-05-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2022-05-01,2,0,2
SAPAHAQUI,mortalidad materna,muerte materna notificada,2022-05-01,0,1,1
SUCRE,mortalidad materna,muerte materna notificada,2022-05-01,1,0,1
TARIJA,mortalidad materna,muerte materna notificada,2022-05-01,1,0,1
TIQUIPAYA,mortalidad materna,muerte materna notificada,2022-05-01,0,1,1
TRINIDAD,mortalidad materna,muerte materna notificada,2022-05-01,1,0,1
AUCAPATA,mortalidad materna,muerte materna notificada,2022-06-01,0,1,1
AYATA,mortalidad materna,muerte materna notificada,2022-06-01,0,1,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2022-06-01,2,0,2
EL ALTO,mortalidad materna,muerte materna notificada,2022-06-01,1,2,3
POTOSI,mortalidad materna,muerte materna notificada,2022-06-01,1,0,1
TACOBAMBA,mortalidad materna,muerte materna notificada,2022-06-01,0,1,1
TACOPAYA,mortalidad materna,muerte materna notificada,2022-06-01,0,1,1
CAMIRI,mortalidad materna,muerte materna notificada,2022-07-01,3,0,3
CULPINA,mortalidad materna,muerte materna notificada,2022-07-01,0,1,1
LA PAZ,mortalidad materna,muerte materna notificada,2022-07-01,2,0,2
SAN LUCAS,mortalidad materna,muerte materna notificada,2022-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2022-07-01,2,0,2
SUCRE,mortalidad materna,muerte materna notificada,2022-07-01,1,0,1
TINGUIPAYA,mortalidad materna,muerte materna notificada,2022-07-01,0,1,1
APOLO,mortalidad materna,muerte materna notificada,2022-08-01,1,0,1
ASCENCION DE GUARAYOS,mortalidad materna,muerte materna notificada,2022-08-01,0,1,1
CAJUATA,mortalidad materna,muerte materna notificada,2022-08-01,0,1,1
CARANAVI,mortalidad materna,muerte materna notificada,2022-08-01,0,1,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2022-08-01,1,0,1
LA PAZ,mortalidad materna,muerte materna notificada,2022-08-01,1,0,1
LLALLAGUA,mortalidad materna,muerte materna notificada,2022-08-01,1,0,1
MECAPACA,mortalidad materna,muerte materna notificada,2022-08-01,0,1,1
POTOSI,mortalidad materna,muerte materna notificada,2022-08-01,1,0,1
SAN MATIAS,mortalidad materna,muerte materna notificada,2022-08-01,0,1,1
CAMARGO,mortalidad materna,muerte materna notificada,2022-09-01,0,1,1
EL TORNO,mortalidad materna,muerte materna notificada,2022-09-01,0,1,1
LLALLAGUA,mortalidad materna,muerte materna notificada,2022-09-01,0,1,1
OCURI,mortalidad materna,muerte materna notificada,2022-09-01,0,1,1
SAN IGNACIO DE VELASCO,mortalidad materna,muerte materna notificada,2022-09-01,0,1,1
SAN JULIAN,mortalidad materna,muerte materna notificada,2022-09-01,3,0,3
TACACOMA,mortalidad materna,muerte materna notificada,2022-09-01,0,1,1
VILLA TUNARI,mortalidad materna,muerte materna notificada,2022-09-01,1,0,1
CARANAVI,mortalidad materna,muerte materna notificada,2022-10-01,1,0,1
POTOSI,mortalidad materna,muerte materna notificada,2022-10-01,2,0,2
QUILLACOLLO,mortalidad materna,muerte materna notificada,2022-10-01,1,0,1
RIBERALTA,mortalidad materna,muerte materna notificada,2022-10-01,1,0,1
SAN MATIAS,mortalidad materna,muerte materna notificada,2022-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2022-10-01,4,0,4
SANTA ROSA DEL SARA,mortalidad materna,muerte materna notificada,2022-10-01,1,0,1
SORATA,mortalidad materna,muerte materna notificada,2022-10-01,0,1,1
SUCRE,mortalidad materna,muerte materna notificada,2022-10-01,1,0,1
TARIJA,mortalidad materna,muerte materna notificada,2022-10-01,1,0,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2022-11-01,3,0,3
COTOCA,mortalidad materna,muerte materna notificada,2022-11-01,0,1,1
EL ALTO,mortalidad materna,muerte materna notificada,2022-11-01,2,1,3
LA PAZ,mortalidad materna,muerte materna notificada,2022-11-01,1,0,1
POTOSI,mortalidad materna,muerte materna notificada,2022-11-01,1,0,1
RIBERALTA,mortalidad materna,muerte materna notificada,2022-11-01,0,1,1
SANTA ANA,mortalidad materna,muerte materna notificada,2022-11-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2022-11-01,0,1,1
TARIJA,mortalidad materna,muerte materna notificada,2022-11-01,1,0,1
ACHACACHI,mortalidad materna,muerte materna notificada,2022-12-01,1,0,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2022-12-01,2,0,2
LA PAZ,mortalidad materna,muerte materna notificada,2022-12-01,0,1,1
LLALLAGUA,mortalidad materna,muerte materna notificada,2022-12-01,0,1,1
POTOSI,mortalidad materna,muerte materna notificada,2022-12-01,1,0,1
RAVELO,mortalidad materna,muerte materna notificada,2022-12-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2022-12-01,3,0,3
TIRAQUE (CBBA),mortalidad materna,muerte materna notificada,2022-12-01,0,1,1
TRINIDAD,mortalidad materna,muerte materna notificada,2022-12-01,1,0,1
