,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACHACACHI,intoxicaciones,plaguicidas,2013-01-01,0,0,0,0,0,0,1,1,2,0,0,0,3,1,4
ACHOCALLA,intoxicaciones,plaguicidas,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
AYO AYO,intoxicaciones,plaguicidas,2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
BERMEJO,intoxicaciones,plaguicidas,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CAJUATA,intoxicaciones,plaguicidas,2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CARANAVI,intoxicaciones,plaguicidas,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CARAPARI,intoxicaciones,plaguicidas,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHIMORE,intoxicaciones,plaguicidas,2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,intoxicaciones,plaguicidas,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CKOCHAS,intoxicaciones,plaguicidas,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COCHABAMBA,intoxicaciones,plaguicidas,2013-01-01,0,0,2,0,0,0,2,3,6,4,0,1,10,8,18
COLOMI,intoxicaciones,plaguicidas,2013-01-01,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2
CUATRO CAÑADAS,intoxicaciones,plaguicidas,2013-01-01,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3
EL ALTO,intoxicaciones,plaguicidas,2013-01-01,0,0,0,0,0,0,3,3,2,5,0,1,5,9,14
EL TORNO,intoxicaciones,plaguicidas,2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ENTRE RIOS CBBA,intoxicaciones,plaguicidas,2013-01-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
HUACHACALLA,intoxicaciones,plaguicidas,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LA PAZ,intoxicaciones,plaguicidas,2013-01-01,0,0,0,0,0,0,4,2,2,4,0,0,6,6,12
LAGUNILLAS,intoxicaciones,plaguicidas,2013-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
LURIBAY,intoxicaciones,plaguicidas,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
MAIRANA,intoxicaciones,plaguicidas,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
MINEROS,intoxicaciones,plaguicidas,2013-01-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
MONTERO,intoxicaciones,plaguicidas,2013-01-01,0,0,0,0,0,0,0,1,1,1,0,0,1,2,3
