,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACHACACHI,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2014-01-01,0,0,0,0,0,0,2,0,1,1,0,0,3,1,4
AIQUILE,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ALALAY,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASCENCION DE GUARAYOS,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2014-01-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
ATOCHA,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
BUENA VISTA,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2014-01-01,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
CABEZAS,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2014-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
CAMIRI,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2014-01-01,0,0,0,0,0,0,0,1,7,2,0,0,7,3,10
CARAPARI,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2014-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
CARIPUYO,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CHALLAPATA,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2014-01-01,0,0,0,4,1,0,0,0,3,0,0,0,4,4,8
COBIJA,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2014-01-01,0,1,0,0,0,0,1,1,1,0,0,0,2,2,4
COCHABAMBA,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2014-01-01,0,0,0,1,0,0,0,1,2,2,0,0,2,4,6
COLCAPIRHUA,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2014-01-01,0,0,0,0,0,0,0,0,1,3,0,0,1,3,4
"COLCHA ""K""",intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
COLOMI,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2014-01-01,0,0,0,0,0,0,1,0,4,3,0,0,5,3,8
COLPA BELGICA,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2014-01-01,0,0,1,0,0,0,0,0,2,0,0,0,3,0,3
COLQUECHACA,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2014-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
