,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACHACACHI,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ALALAY,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUENA VISTA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2014-01-01,0,0,0,0,0,3,1,0,0,1,1,0,2,4,6
CAMIRI,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2014-01-01,0,0,2,2,1,1,7,4,7,9,3,0,20,16,36
CHARAGUA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2014-01-01,0,0,0,0,0,1,0,2,0,2,0,0,0,5,5
COBIJA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2014-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
COCHABAMBA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2014-01-01,0,0,2,0,1,3,1,2,1,0,0,1,5,6,11
COLCAPIRHUA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2014-01-01,0,0,0,0,0,0,3,5,8,0,3,0,14,5,19
COLPA BELGICA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2014-01-01,0,0,0,0,1,0,1,0,0,0,0,1,2,1,3
COTOCA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2014-01-01,0,0,0,0,1,0,1,0,0,0,1,0,3,0,3
CULPINA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2014-01-01,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2
EL ALTO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2014-01-01,0,0,4,1,2,0,0,0,1,2,0,0,7,3,10
FERNANDEZ ALONSO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2014-01-01,3,1,5,1,1,0,0,0,0,4,1,0,10,6,16
ICLA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
LA GUARDIA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2014-01-01,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
LA PAZ,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2014-01-01,0,0,0,3,0,1,2,2,6,8,3,4,11,18,29
MECAPACA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2014-01-01,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2
MINEROS,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2014-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
MIZQUE,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
