,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,DENTRO,FUERA,TOTAL
municipality,,,,,,
ASCENCION DE GUARAYOS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-01-01,1,0,1
CARACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-01-01,2,0,2
CHALLAPATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-01-01,1,0,1
COTAGAITA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-01-01,1,0,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-01-01,0,1,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-01-01,2,0,2
RURRENABAQUE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-01-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-01-01,2,0,2
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-01-01,3,0,3
TARIJA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-01-01,2,0,2
ACHACACHI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-02-01,0,1,1
CARACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-02-01,1,0,1
CARANAVI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-02-01,0,1,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-02-01,2,0,2
QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-02-01,2,0,2
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-02-01,2,0,2
CONCEPCION,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-03-01,1,0,1
ICLA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-03-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-03-01,2,0,2
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-03-01,1,0,1
PAILON,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-03-01,1,0,1
PUNATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-03-01,1,0,1
QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-03-01,2,0,2
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-03-01,0,1,1
SANTA ANA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-03-01,1,0,1
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-03-01,0,1,1
BERMEJO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-04-01,1,0,1
CATACORA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-04-01,1,0,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-04-01,0,1,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-04-01,1,0,1
QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-04-01,1,0,1
QUIME,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-04-01,0,1,1
SAN ANDRES,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-04-01,1,0,1
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-04-01,1,0,1
VILLAZON,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-04-01,1,0,1
CHALLAPATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-05-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-05-01,1,0,1
COLCAPIRHUA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-05-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-05-01,1,0,1
QUIME,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-05-01,0,1,1
TARABUCO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-05-01,1,0,1
YAPACANI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-05-01,1,0,1
CARACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-06-01,1,0,1
GUAYARAMERIN,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-06-01,3,0,3
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-06-01,3,0,3
PUCARANI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-06-01,0,1,1
QUIME,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-06-01,0,1,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-06-01,1,0,1
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-06-01,3,0,3
TUPIZA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-06-01,2,0,2
COBIJA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-07-01,1,0,1
COLQUIRI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-07-01,1,0,1
COMARAPA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-07-01,0,1,1
ENTRE RIOS TRJ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-07-01,0,2,2
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-07-01,5,0,5
QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-07-01,1,0,1
QUIME,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-07-01,0,1,1
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-07-01,4,0,4
TARIJA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-07-01,0,1,1
CLIZA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-08-01,1,0,1
COTOCA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-08-01,0,1,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-08-01,5,0,5
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-08-01,1,0,1
PAZÑA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-08-01,1,0,1
QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-08-01,2,0,2
BERMEJO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-09-01,1,0,1
CHIMORE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-09-01,1,0,1
COTAGAITA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-09-01,0,1,1
COTOCA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-09-01,0,1,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-09-01,12,1,13
MONTEAGUDO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-09-01,1,0,1
MONTERO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-09-01,1,0,1
PUNA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-09-01,0,1,1
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-09-01,1,0,1
SICAYA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-09-01,1,0,1
SIPE SIPE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-09-01,1,0,1
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-09-01,1,1,2
TORO TORO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-09-01,1,0,1
VIACHA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-09-01,1,0,1
CARACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-10-01,2,0,2
COLCAPIRHUA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-10-01,1,0,1
ENTRE RIOS CBBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-10-01,1,0,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-10-01,17,0,17
ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-10-01,10,0,10
POTOSI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-10-01,6,0,6
PUERTO VILLARROEL,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-10-01,1,0,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-10-01,38,0,38
TARIJA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-10-01,1,2,3
ACHACACHI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-11-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-11-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-11-01,0,1,1
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-11-01,11,0,11
SAN JULIAN,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-11-01,2,0,2
SAN PEDRO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-11-01,0,1,1
SAPAHAQUI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-11-01,0,1,1
TOTORA(ORR),salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-11-01,0,1,1
VILLAZON,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-11-01,1,0,1
