,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,DENTRO,FUERA,TOTAL
municipality,,,,,,
APOLO,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
ASCENCION DE GUARAYOS,salud sexual y reproductiva,preeclampsia severa,2020-01-01,5,0,5
CAMARGO,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,1,2
CARANAVI,salud sexual y reproductiva,preeclampsia severa,2020-01-01,3,0,3
CARIPUYO,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
CHARAGUA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
CKOCHAS,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,48,0,48
CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
COPACABANA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
CORIPATA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
COROICO,salud sexual y reproductiva,preeclampsia severa,2020-01-01,2,0,2
EL ALTO,salud sexual y reproductiva,preeclampsia severa,2020-01-01,5,1,6
EL PUENTE(TJA),salud sexual y reproductiva,preeclampsia severa,2020-01-01,0,1,1
LA ASUNTA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa,2020-01-01,24,0,24
LAJA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
MONTERO,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
ORURO,salud sexual y reproductiva,preeclampsia severa,2020-01-01,10,6,16
POJO (CBBA),salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
PUCARANI,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
PUERTO GONZALO MORENO,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
QUILLACOLLO,salud sexual y reproductiva,preeclampsia severa,2020-01-01,2,0,2
SACABA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,2,0,2
SAN ANTONIO DE LOMERIO,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
SAN BORJA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,5,0,5
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2020-01-01,2,0,2
SAN PEDRO,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
SAN RAFAEL,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
SANTA ANA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,3,0,3
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,81,21,102
SENA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,0,1,1
SHINAOTA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
SIPE SIPE,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
SUCRE,salud sexual y reproductiva,preeclampsia severa,2020-01-01,13,0,13
TARIJA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
TOTORA(CBBA),salud sexual y reproductiva,preeclampsia severa,2020-01-01,2,0,2
TRINIDAD,salud sexual y reproductiva,preeclampsia severa,2020-01-01,42,0,42
TUPIZA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
VIACHA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,0,1,1
VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa,2020-01-01,3,0,3
VINTO,salud sexual y reproductiva,preeclampsia severa,2020-01-01,0,1,1
WALDO BALLIVIAN,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
YACUIBA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,0,1,1
ZUDAÑEZ,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
BOLIVAR,salud sexual y reproductiva,preeclampsia severa,2020-02-01,0,1,1
CAJUATA,salud sexual y reproductiva,preeclampsia severa,2020-02-01,1,0,1
CAQUIAVIRI,salud sexual y reproductiva,preeclampsia severa,2020-02-01,1,0,1
CARANAVI,salud sexual y reproductiva,preeclampsia severa,2020-02-01,3,0,3
CARIPUYO,salud sexual y reproductiva,preeclampsia severa,2020-02-01,0,1,1
CHARAGUA,salud sexual y reproductiva,preeclampsia severa,2020-02-01,2,0,2
CHUMA,salud sexual y reproductiva,preeclampsia severa,2020-02-01,0,1,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2020-02-01,23,0,23
CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2020-02-01,5,0,5
CORO CORO,salud sexual y reproductiva,preeclampsia severa,2020-02-01,0,1,1
FERNANDEZ ALONSO,salud sexual y reproductiva,preeclampsia severa,2020-02-01,2,0,2
HUACARETA,salud sexual y reproductiva,preeclampsia severa,2020-02-01,1,0,1
HUANUNI,salud sexual y reproductiva,preeclampsia severa,2020-02-01,1,0,1
ICLA,salud sexual y reproductiva,preeclampsia severa,2020-02-01,1,0,1
LA ASUNTA,salud sexual y reproductiva,preeclampsia severa,2020-02-01,1,0,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa,2020-02-01,24,0,24
MACHARETI,salud sexual y reproductiva,preeclampsia severa,2020-02-01,1,0,1
MINEROS,salud sexual y reproductiva,preeclampsia severa,2020-02-01,1,0,1
MONTERO,salud sexual y reproductiva,preeclampsia severa,2020-02-01,3,0,3
ORURO,salud sexual y reproductiva,preeclampsia severa,2020-02-01,13,4,17
PUERTO VILLARROEL,salud sexual y reproductiva,preeclampsia severa,2020-02-01,2,0,2
RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2020-02-01,3,0,3
ROBORE,salud sexual y reproductiva,preeclampsia severa,2020-02-01,4,0,4
SACABA,salud sexual y reproductiva,preeclampsia severa,2020-02-01,1,1,2
SAN BORJA,salud sexual y reproductiva,preeclampsia severa,2020-02-01,2,0,2
SAN BUENA VENTURA,salud sexual y reproductiva,preeclampsia severa,2020-02-01,1,0,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2020-02-01,3,0,3
SANTA ANA,salud sexual y reproductiva,preeclampsia severa,2020-02-01,4,0,4
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2020-02-01,79,14,93
SENA,salud sexual y reproductiva,preeclampsia severa,2020-02-01,0,1,1
SIPE SIPE,salud sexual y reproductiva,preeclampsia severa,2020-02-01,1,0,1
SUCRE,salud sexual y reproductiva,preeclampsia severa,2020-02-01,5,0,5
TARACO,salud sexual y reproductiva,preeclampsia severa,2020-02-01,1,1,2
TARIJA,salud sexual y reproductiva,preeclampsia severa,2020-02-01,3,0,3
TRINIDAD,salud sexual y reproductiva,preeclampsia severa,2020-02-01,26,0,26
VILLA MONTES,salud sexual y reproductiva,preeclampsia severa,2020-02-01,0,1,1
VILLAZON,salud sexual y reproductiva,preeclampsia severa,2020-02-01,2,0,2
YACUIBA,salud sexual y reproductiva,preeclampsia severa,2020-02-01,2,0,2
APOLO,salud sexual y reproductiva,preeclampsia severa,2020-03-01,0,1,1
ASCENCION DE GUARAYOS,salud sexual y reproductiva,preeclampsia severa,2020-03-01,0,1,1
BATALLAS,salud sexual y reproductiva,preeclampsia severa,2020-03-01,1,0,1
BETANZOS,salud sexual y reproductiva,preeclampsia severa,2020-03-01,1,0,1
CHALLAPATA,salud sexual y reproductiva,preeclampsia severa,2020-03-01,1,0,1
CHARAGUA,salud sexual y reproductiva,preeclampsia severa,2020-03-01,2,0,2
COBIJA,salud sexual y reproductiva,preeclampsia severa,2020-03-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2020-03-01,13,0,13
COLOMI,salud sexual y reproductiva,preeclampsia severa,2020-03-01,2,0,2
CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2020-03-01,1,0,1
COTOCA,salud sexual y reproductiva,preeclampsia severa,2020-03-01,1,0,1
EL ALTO,salud sexual y reproductiva,preeclampsia severa,2020-03-01,3,0,3
ENTRE RIOS CBBA,salud sexual y reproductiva,preeclampsia severa,2020-03-01,1,0,1
INCAHUASI,salud sexual y reproductiva,preeclampsia severa,2020-03-01,1,0,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa,2020-03-01,28,0,28
LAJA,salud sexual y reproductiva,preeclampsia severa,2020-03-01,1,0,1
MACHARETI,salud sexual y reproductiva,preeclampsia severa,2020-03-01,1,0,1
MINEROS,salud sexual y reproductiva,preeclampsia severa,2020-03-01,2,0,2
MOJOCOYA,salud sexual y reproductiva,preeclampsia severa,2020-03-01,1,0,1
MONTERO,salud sexual y reproductiva,preeclampsia severa,2020-03-01,18,0,18
ORURO,salud sexual y reproductiva,preeclampsia severa,2020-03-01,14,0,14
PUERTO VILLARROEL,salud sexual y reproductiva,preeclampsia severa,2020-03-01,1,0,1
RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2020-03-01,3,0,3
ROBORE,salud sexual y reproductiva,preeclampsia severa,2020-03-01,2,0,2
SACABA,salud sexual y reproductiva,preeclampsia severa,2020-03-01,5,0,5
SAN BORJA,salud sexual y reproductiva,preeclampsia severa,2020-03-01,0,1,1
SAN BUENA VENTURA,salud sexual y reproductiva,preeclampsia severa,2020-03-01,1,0,1
SAN CARLOS,salud sexual y reproductiva,preeclampsia severa,2020-03-01,0,1,1
SAN RAFAEL,salud sexual y reproductiva,preeclampsia severa,2020-03-01,1,0,1
SAN RAMON SCZ,salud sexual y reproductiva,preeclampsia severa,2020-03-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2020-03-01,45,22,67
