,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
CABEZAS,infecc. de transmision sexual,vih mujer embarazada,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COCHABAMBA,infecc. de transmision sexual,vih mujer embarazada,2014-01-01,0,0,0,0,0,0,0,2,0,11,0,0,0,13,13
HUANUNI,infecc. de transmision sexual,vih mujer embarazada,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LA GUARDIA,infecc. de transmision sexual,vih mujer embarazada,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
RIBERALTA,infecc. de transmision sexual,vih mujer embarazada,2014-01-01,0,0,0,0,0,0,0,134,0,340,0,0,0,474,474
SANTA CRUZ DE LA SIERRA,infecc. de transmision sexual,vih mujer embarazada,2014-01-01,0,0,0,0,0,0,0,12,0,44,0,0,0,56,56
TRINIDAD,infecc. de transmision sexual,vih mujer embarazada,2014-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
VILLA TUNARI,infecc. de transmision sexual,vih mujer embarazada,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
WARNES,infecc. de transmision sexual,vih mujer embarazada,2014-01-01,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
COCHABAMBA,infecc. de transmision sexual,vih mujer embarazada,2014-02-01,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4
EL TORNO,infecc. de transmision sexual,vih mujer embarazada,2014-02-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
HUANUNI,infecc. de transmision sexual,vih mujer embarazada,2014-02-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
LA PAZ,infecc. de transmision sexual,vih mujer embarazada,2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ORURO,infecc. de transmision sexual,vih mujer embarazada,2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
RIBERALTA,infecc. de transmision sexual,vih mujer embarazada,2014-02-01,0,0,0,0,0,0,0,191,0,280,0,0,0,471,471
SANTA CRUZ DE LA SIERRA,infecc. de transmision sexual,vih mujer embarazada,2014-02-01,0,0,0,0,0,0,0,46,0,75,0,0,0,121,121
TRINIDAD,infecc. de transmision sexual,vih mujer embarazada,2014-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EL ALTO,infecc. de transmision sexual,vih mujer embarazada,2014-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL TORNO,infecc. de transmision sexual,vih mujer embarazada,2014-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LA GUARDIA,infecc. de transmision sexual,vih mujer embarazada,2014-03-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
LA PAZ,infecc. de transmision sexual,vih mujer embarazada,2014-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
