,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACHACACHI,infecc. de transmision sexual,vih poblacion en general,2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ALALAY,infecc. de transmision sexual,vih poblacion en general,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASCENCION DE GUARAYOS,infecc. de transmision sexual,vih poblacion en general,2014-01-01,0,0,0,0,0,0,0,0,2,2,0,0,2,2,4
COCHABAMBA,infecc. de transmision sexual,vih poblacion en general,2014-01-01,0,1,0,0,0,0,0,0,16,1,0,0,16,2,18
EL ALTO,infecc. de transmision sexual,vih poblacion en general,2014-01-01,1,0,0,0,0,0,1,1,6,3,0,0,8,4,12
EL TORNO,infecc. de transmision sexual,vih poblacion en general,2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
LA GUARDIA,infecc. de transmision sexual,vih poblacion en general,2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
LA PAZ,infecc. de transmision sexual,vih poblacion en general,2014-01-01,1,0,0,0,0,0,0,0,2,1,0,0,3,1,4
MIZQUE,infecc. de transmision sexual,vih poblacion en general,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTEAGUDO,infecc. de transmision sexual,vih poblacion en general,2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MONTERO,infecc. de transmision sexual,vih poblacion en general,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
POTOSI,infecc. de transmision sexual,vih poblacion en general,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
RIBERALTA,infecc. de transmision sexual,vih poblacion en general,2014-01-01,0,0,0,0,0,0,5,11,32,2,0,0,37,13,50
SAN BORJA,infecc. de transmision sexual,vih poblacion en general,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,infecc. de transmision sexual,vih poblacion en general,2014-01-01,0,0,1,0,0,1,7,3,37,41,0,0,45,45,90
SUCRE,infecc. de transmision sexual,vih poblacion en general,2014-01-01,0,0,0,0,0,0,1,0,3,0,0,0,4,0,4
TIQUIPAYA,infecc. de transmision sexual,vih poblacion en general,2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TRINIDAD,infecc. de transmision sexual,vih poblacion en general,2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
VILLA TUNARI,infecc. de transmision sexual,vih poblacion en general,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WARNES,infecc. de transmision sexual,vih poblacion en general,2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ALALAY,infecc. de transmision sexual,vih poblacion en general,2014-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
