,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ALALAY,infecc. de transmision sexual,sifilis en la mujer embarazada,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARANAVI,infecc. de transmision sexual,sifilis en la mujer embarazada,2014-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
COCHABAMBA,infecc. de transmision sexual,sifilis en la mujer embarazada,2014-01-01,0,0,0,0,0,0,0,1,0,5,0,0,0,6,6
EL ALTO,infecc. de transmision sexual,sifilis en la mujer embarazada,2014-01-01,0,0,0,0,0,0,0,3,0,7,0,0,0,10,10
GRAL. J.J. PEREZ (CHARAZANI),infecc. de transmision sexual,sifilis en la mujer embarazada,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LA GUARDIA,infecc. de transmision sexual,sifilis en la mujer embarazada,2014-01-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
LA PAZ,infecc. de transmision sexual,sifilis en la mujer embarazada,2014-01-01,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
LAS CARRERAS,infecc. de transmision sexual,sifilis en la mujer embarazada,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MIZQUE,infecc. de transmision sexual,sifilis en la mujer embarazada,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTERO,infecc. de transmision sexual,sifilis en la mujer embarazada,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ORURO,infecc. de transmision sexual,sifilis en la mujer embarazada,2014-01-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
PASORAPA,infecc. de transmision sexual,sifilis en la mujer embarazada,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
POROMA,infecc. de transmision sexual,sifilis en la mujer embarazada,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PUERTO VILLARROEL,infecc. de transmision sexual,sifilis en la mujer embarazada,2014-01-01,0,0,0,0,0,0,0,7,0,7,0,0,0,14,14
SAN LUCAS,infecc. de transmision sexual,sifilis en la mujer embarazada,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,infecc. de transmision sexual,sifilis en la mujer embarazada,2014-01-01,0,0,0,0,0,0,0,4,0,17,0,0,0,21,21
SANTA ROSA DEL SARA,infecc. de transmision sexual,sifilis en la mujer embarazada,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SUCRE,infecc. de transmision sexual,sifilis en la mujer embarazada,2014-01-01,0,0,0,0,0,0,0,4,0,1,0,0,0,5,5
TARIJA,infecc. de transmision sexual,sifilis en la mujer embarazada,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
