,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 meses a menor de 1 año,b. 6 meses a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
AIQUILE,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
ARQUE,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
ASCENCION DE GUARAYOS,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,1,3
BERMEJO,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,2
CABEZAS,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CAMIRI,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CARANAVI,sospecha diagnostica,dengue con signos de alarma,2024-01-01,1,0,2,1,8,7,14,12,8,8,10,9,20,32,6,6,3,2,0,5,72,82,154
CARAPARI,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2
CHIMORE,sospecha diagnostica,dengue con signos de alarma,2024-01-01,1,0,0,0,3,0,0,0,5,5,4,5,6,9,1,4,3,0,0,3,23,26,49
CHULUMANI (V. DE LA LIBERTAD),sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,1,2,0,0,0,3,3,3,1,2,0,3,0,0,5,13,18
COBIJA,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,1,5,6,2,3,2,2,2,1,4,6,2,2,2,2,6,4,25,27,52
COCHABAMBA,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,1,0,1,2,0,1,2,1,7,8,1,2,1,0,0,1,13,15,28
CONCEPCION,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
COROICO,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
COTOCA,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,1,3
EL ALTO,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,3,2,5
EL TORNO,sospecha diagnostica,dengue con signos de alarma,2024-01-01,1,0,0,0,2,1,2,2,0,3,1,6,5,6,0,1,4,3,3,5,18,27,45
ENTRE RIOS TRJ,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
ENTRE RIOS CBBA,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,2,3,5,2,5,2,13,12,3,2,1,0,1,5,30,26,56
FILADELFIA,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2
GUANAY,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,4,5
HUACARAJE,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
HUACARETA,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,2,4
IRUPANA (VILLA DE LANZA),sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
LA ASUNTA,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,4,3,3,2,3,3,8,18,5,2,2,4,0,1,25,33,58
LA GUARDIA,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,1,0,0,0,1,0,0,2,1,2,0,0,0,0,0,4,3,7
LA PAZ,sospecha diagnostica,dengue con signos de alarma,2024-01-01,1,0,0,0,0,0,1,0,1,0,1,0,5,5,2,0,0,0,0,1,11,6,17
MACHARETI,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
MAGDALENA,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
MAIRANA,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,3,5
MINEROS,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
MONTEAGUDO,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,1,0,1,2,0,4,2,8,0,2,1,1,3,7,8,24,32
MONTERO,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ORURO,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,1,3
PALOS BLANCOS,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,1,3,1,0,2,1,3,1,10,8,1,4,1,3,4,0,23,20,43
PAMPA GRANDE,sospecha diagnostica,dengue con signos de alarma,2024-01-01,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,1,6
PORONGO,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2
PUERTO VILLARROEL,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,1,1,2,3,0,2,1,2,5,4,0,1,2,0,1,1,12,14,26
PUNATA,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
QUILLACOLLO,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2
RIBERALTA,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ROBORE,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
RURRENABAQUE,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,4,5,9
SACABA,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,1,1,0,0,1,0,2,3,8,14,3,3,1,5,0,2,16,28,44
SAMAIPATA,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,2,3,5
SAN ANDRES,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN BORJA,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2
SAN BUENA VENTURA,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3
SAN IGNACIO DE VELASCO,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,1,0,1,1,2,2,5,2,0,1,2,3,0,9,11,20
SAN JOSE DE CHIQUITOS,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SAN JUAN DE YAPACANI,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN JULIAN,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,5,5
SAN MIGUEL DE VELASCO,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,1,3
SAN PEDRO,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN RAFAEL,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2
SAN RAMON BENI,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2
SAN RAMON SCZ,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA ANA,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,3,0,3,1,8,3,11
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue con signos de alarma,2024-01-01,2,0,3,4,15,21,18,20,13,16,12,21,30,51,6,27,5,9,7,10,111,179,290
SANTA ROSA DEL SARA,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SHINAOTA,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,1,4
SUCRE,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,0,0,2,4,6
TACOPAYA,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
TARIJA,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
TEOPONTE,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TIPUANI,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,2,2,0,3,2,3,3,0,1,1,2,1,0,10,10,20
TRINIDAD,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,3,3,6
VILLA MONTES,sospecha diagnostica,dengue con signos de alarma,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
