,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 meses a menor de 1 año,b. 6 meses a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
ACHACACHI,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
CARACOLLO,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
CKOCHAS,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COBIJA,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2
COCHABAMBA,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-01-01,0,0,0,0,0,0,0,0,0,1,1,0,5,6,2,1,0,3,0,6,8,17,25
EL ALTO,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,3,2,5
HUANUNI,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-01-01,0,0,0,0,0,0,1,0,3,0,0,1,2,9,7,4,11,0,10,8,34,22,56
LA PAZ,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2,0,4,6,6,8,15,23
MECAPACA,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
MONTERO,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PORCO,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-01-01,0,0,0,0,0,0,0,0,1,1,0,1,1,7,0,1,3,1,0,0,5,11,16
PORONGO,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
POTOSI,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
QUILLACOLLO,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,3
RIBERALTA,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
RURRENABAQUE,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2
SAN ANDRES,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-01-01,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,1,2,1,4,3,8,11,19
SUCRE,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
TARIJA,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-01-01,0,0,0,0,0,0,0,0,0,0,1,0,5,4,3,8,2,1,1,1,12,14,26
TINGUIPAYA,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TRINIDAD,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,3,4
URUBICHA,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
UYUNI,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,1,6,13,9,3,6,2,1,4,22,23,45
VALLEGRANDE,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,2,2,5,7
YACUIBA,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,3
COCHABAMBA,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EL ALTO,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
HUAYLLAMARCA,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2
LA PAZ,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,4,5
MAGDALENA,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
RIBERALTA,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2
TARIJA,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
CHALLAPATA,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-03-01,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,37
COCHABAMBA,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EL ALTO,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,1,1,3,4,7
LA PAZ,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,1,1,5,5,10,10,20
PAILON,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
POCONA,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-03-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2
PORONGO,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TARIJA,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
YACUIBA,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
ASCENCION DE GUARAYOS,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-04-01,0,0,0,0,0,0,0,0,2,0,0,0,5,3,0,1,0,1,5,0,12,5,17
CARACOLLO,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,4,5
"COLCHA ""K""",sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-04-01,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,3
EL TORNO,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-04-01,0,0,0,0,0,2,0,1,1,0,1,5,0,12,0,3,1,0,4,4,7,27,34
POCONA,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-04-01,0,0,0,0,0,0,0,1,1,0,0,0,6,7,1,2,0,0,1,2,9,12,21
TARIJA,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TOTORA(CBBA),sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,5,0,6,0,0,0,0,0,1,0,13,13
COCHABAMBA,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2
LA PAZ,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-05-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,3,4
POCONA,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-05-01,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,2,2,4
CABEZAS,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUERTO SUAREZ,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
VIACHA,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
ASCENCION DE GUARAYOS,sospecha diagnostica,sindrome inflamatorio multisistemico asociado con covid-19,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,3,0,4,5,9
